datetime,0x_whale_transaction_volume_100k_usd_to_inf,1inch_whale_transaction_volume_100k_usd_to_inf,aave_whale_transaction_volume_100k_usd_to_inf,alchemix_whale_transaction_volume_100k_usd_to_inf,ampleforth_whale_transaction_volume_100k_usd_to_inf,api3_whale_transaction_volume_100k_usd_to_inf,bancor_whale_transaction_volume_100k_usd_to_inf,band-protocol_whale_transaction_volume_100k_usd_to_inf,coin98_whale_transaction_volume_100k_usd_to_inf,cow-protocol_whale_transaction_volume_100k_usd_to_inf,crvusd_whale_transaction_volume_100k_usd_to_inf,dia-data_whale_transaction_volume_100k_usd_to_inf,dydx_whale_transaction_volume_100k_usd_to_inf,frax_whale_transaction_volume_100k_usd_to_inf,frax-share_whale_transaction_volume_100k_usd_to_inf,injective-protocol_whale_transaction_volume_100k_usd_to_inf,lido-dao_whale_transaction_volume_100k_usd_to_inf,liquity_whale_transaction_volume_100k_usd_to_inf,liquity-usd_whale_transaction_volume_100k_usd_to_inf,loopring_whale_transaction_volume_100k_usd_to_inf,magic-internet-money_whale_transaction_volume_100k_usd_to_inf,maker_whale_transaction_volume_100k_usd_to_inf,marlin_whale_transaction_volume_100k_usd_to_inf,melon_whale_transaction_volume_100k_usd_to_inf,olympus_whale_transaction_volume_100k_usd_to_inf,orbs_whale_transaction_volume_100k_usd_to_inf,orion-protocol_whale_transaction_volume_100k_usd_to_inf,pendle_whale_transaction_volume_100k_usd_to_inf,rocket-pool_whale_transaction_volume_100k_usd_to_inf,spell-token_whale_transaction_volume_100k_usd_to_inf,ssv-network_whale_transaction_volume_100k_usd_to_inf,sushi_whale_transaction_volume_100k_usd_to_inf,tellor_whale_transaction_volume_100k_usd_to_inf,uma_whale_transaction_volume_100k_usd_to_inf,uniswap_whale_transaction_volume_100k_usd_to_inf,yearn-finance_whale_transaction_volume_100k_usd_to_inf
2023-07-03 00:00:00+00:00,145695.83989456954,944327.9564,30561146.266963765,,4005161.187655203,107924.22360633884,0.0,,0.0,,34974513.381871976,,33216919.680613063,13231130.869783422,5000824.318057802,151504.57110242208,21195247.565085422,0.0,9205713.280656584,1068326.4151824098,17789111.24762807,12389920.511751208,,,2854188.807201853,676689.1312724875,,37747909.83501548,1217589.1916277942,775659.4024407696,779309.0117,132368.7985,,154133.53176082362,15392485.267405672,1385030.5401959894
2023-07-04 00:00:00+00:00,0.0,3027384.187928749,27891496.09633876,1553202.7546554084,0.0,0.0,,,,,181880397.6489297,,7163500.1196294855,11124765.036133911,4386128.617598857,117088.59029738027,7009334.831265557,109351.57262933772,3434371.9572595186,395854.06052445306,4590956.349377515,7212753.836632903,,,3574969.8432386415,1176088.6413120152,,3878168.2128180834,5431173.820328249,182670.74534016015,844646.5924250607,0.0,336254.3252048806,0.0,12772203.493564846,750886.0713956438
2023-07-05 00:00:00+00:00,2970400.1002205275,3779682.595410128,50490242.11843531,1743221.848,1346487.4519981612,107128.76113691756,858372.2047005892,1237655.5312190128,,,38536764.833623335,,6686742.584866524,4138951.877358789,2097477.2084303214,434355.669445448,8459892.856742194,938929.9150073528,4256286.855207654,1556659.8843270915,1125480.9403457383,10470530.098479882,,,0.0,0.0,,1653660.1063107792,11473187.038308198,401899.6584130943,0.0,1204948.5009731834,0.0,214734.15931042793,43326971.893223144,1946816.0652073335
2023-07-06 00:00:00+00:00,1317840.419144309,0.0,43759917.67868176,0.0,1179589.3195531203,102320.73132185703,0.0,210727.43270977424,,,32060599.45778801,,9223990.873046106,14429602.67044807,7428886.912035134,7064441.704650607,9329757.701,332484.27387092303,37526253.55,3085171.609208459,2303922.865931023,19429158.199740276,106572.93403532486,106816.11426456478,2704807.035316679,306105.3576074773,307686.1940956745,4497305.488924055,16550342.59493555,148448.67775958253,0.0,506048.29098597553,0.0,196360.27627333291,5556853.262,2620523.629985452
2023-07-07 00:00:00+00:00,0.0,730899.3595607064,12808892.729446849,1080570.3016513104,2245334.1323414515,0.0,0.0,180881.32998096623,,102572.78696161504,25803597.822581302,,5699467.186,12642498.622437958,7624272.081630895,0.0,3710487.300433787,1111826.9117145012,3720793.4304296994,824113.8799288648,49619040.55197182,5323689.809623514,0.0,0.0,971292.4663631804,240334.76762801272,0.0,117764.01177660884,11675487.446997596,0.0,173340.8117866543,298960.2250293335,0.0,0.0,23973636.12693139,2480168.059258644
2023-07-08 00:00:00+00:00,368711.8612300153,269711.3845785531,5538264.026413854,0.0,0.0,0.0,0.0,0.0,663100.6239268355,0.0,37754151.728105016,,1326638.6831649889,6860246.849874776,5138026.056944201,0.0,7593964.752885583,296781.1998034535,665832.4190832948,140482.2824886362,0.0,1714490.0704652565,213421.63830343375,0.0,201020.4727172692,0.0,0.0,402079.5348847055,690490.2951824358,0.0,651341.7512909034,492253.3500741871,0.0,0.0,16427267.22972701,2715699.779769641
2023-07-09 00:00:00+00:00,0.0,637354.5573105791,3474111.76,0.0,0.0,0.0,251640.33095476497,0.0,0.0,0.0,12406610.519775698,,334633.8158602216,12032555.2032248,1936124.0582311205,6456102.915019867,9985096.134556595,315844.18322802504,3255408.953536327,1105835.468600182,207982.48333950457,1351325.019620529,5872539.4505433785,0.0,0.0,0.0,0.0,1037685.4527291718,2061233.0083829209,0.0,0.0,764966.2869512108,,0.0,4273692.298265235,1802763.5130756844
2023-07-10 00:00:00+00:00,318452.7235402968,380671.4734346283,19176764.022950698,0.0,0.0,133788.21966274735,0.0,108120.19447667472,797525.8083312928,0.0,86067799.52990451,,6061929.230752451,17900895.92470645,1372986.3391615837,159841.4903994803,7954921.394,1538834.792,18802771.359393455,835900.9509275731,247618.32513147208,30619173.26508153,1910699.507679075,0.0,318454.64529725246,309330.0065542411,0.0,0.0,5945438.172814828,0.0,163816.5862811113,237393.87298123055,,0.0,7145772.211,753214.7607317212
2023-07-11 00:00:00+00:00,0.0,1551817.644338295,12704237.124292256,0.0,0.0,0.0,123159.6059,0.0,0.0,0.0,15056452.395080144,,2323699.974,6310091.121207324,4556159.354746244,2500951.117476152,8032428.999724506,947626.8187547728,3923209.832189012,129389.60157992072,1325227.547726612,17096585.365951154,1353236.892287493,5572700.6752020335,2217781.574785295,453409.6772829207,,433483.1205881419,1213948.1146491684,438211.1229536546,1572308.9917613808,216807.2163663708,,,8630709.809,523415.4718520183
2023-07-12 00:00:00+00:00,0.0,1730320.7622550635,19172731.78506125,,5448458.099,0.0,0.0,0.0,0.0,,14610187.642205952,15754210.12866484,7904787.039014818,2824731.7762934077,866983.9556722657,3033346.459611724,2766525.214894591,220636.27001020356,4790811.001569558,0.0,19825828.60815893,18207691.898644045,466812.7878550887,0.0,2824705.8683257657,0.0,,975936.1054077568,401117.79320066306,765378.8335251391,0.0,1784670.3543802695,,1337144.265929259,8634729.679445479,1334078.9302381228
2023-07-13 00:00:00+00:00,1917448.7132992633,3847671.7948975745,30584111.11826436,,0.0,538774.1299213751,521722.19336972,0.0,0.0,,75201977.34905492,2903217.303663774,3986501.0418959777,13554189.815259866,10191024.419939816,0.0,35880467.669801556,2885723.1608747616,22769319.052513357,127162.12742387252,8080657.510144627,13596116.588595452,202760.4751241583,0.0,2191237.0711358017,555097.9008579375,,1799576.2399568756,461237.7827350968,533528.1941521729,167654.12823853627,1062313.270893081,,170262.89178476876,226190239.42775628,1166888.6100729047
2023-07-14 00:00:00+00:00,733170.7931008036,3478262.2765198215,34983489.30979823,,0.0,109252.11318315189,0.0,0.0,0.0,,114671704.36522014,386845.1996155502,17132614.495605603,10141588.125683865,5718097.5603830945,1966407.4487175455,60228370.33597387,13655873.23305573,10288523.410610836,933172.0441709966,1250476.8963701408,10680143.75201435,111546.20149074504,0.0,971374.9781973262,0.0,,0.0,13161574.270668585,140867.2413905615,710623.4309656605,1233868.012068994,,144861.09727809293,22090434.276066378,1620930.835929107
2023-07-15 00:00:00+00:00,1689333.1748525903,6955726.203,25929502.64176739,,0.0,0.0,0.0,,,,41353319.67091594,120191.9030563485,723359.8669726694,6539522.975076758,1383975.728901744,0.0,44459681.31064691,25224994.18605829,12449584.560437422,171218.6451670963,747904.9070425708,825492.9574982604,423449.9863627879,0.0,0.0,0.0,,0.0,102490.61831012566,0.0,0.0,651894.0036037031,,0.0,9165670.087175008,140074.81542023833
2023-07-16 00:00:00+00:00,1642307.945463833,23231225.68324805,10184548.296707312,,0.0,263653.5192688615,0.0,,,,13562696.968144644,0.0,289102.65344063897,5868500.126146676,945050.2686648387,13653160.713226324,30440406.397175677,193570.46229752895,10355577.33006236,3890787.709690309,1348231.4161054075,242119996.03312725,0.0,,239486.3797,0.0,,0.0,0.0,0.0,175110.17210984862,0.0,,152567.11621180936,4858094.454827976,1151841.3336674706
2023-07-17 00:00:00+00:00,12219294.063482951,147135377.28418568,91861508.50836684,,,120122.65257521837,3947657.2822883585,,,,33483373.97058171,0.0,2461375.072183547,4600458.062766314,3733118.05,5434095.987,22328046.602136254,1061611.0123081857,25771115.68091159,307086.4111,559404.1337674881,7016903.587984564,0.0,,0.0,0.0,,1575031.253434259,2982577.091557925,0.0,0.0,6780557.254889972,,586304.1928,32360716.083804622,985924.0293555162
2023-07-18 00:00:00+00:00,2422220.604916699,69563289.07,98262324.02490608,,,0.0,1213044.9634663912,,,,39061993.39589608,0.0,1670150.2026937497,5841184.0959368255,3117279.099169562,6357026.929747554,11398921.36624908,4137174.392075499,11263408.167723369,0.0,0.0,9535258.868797328,0.0,,0.0,,,486972.4323321557,1826415.64448176,0.0,278496.3894922666,3374725.010374686,,530080.0898093095,97016038.48,130669.23063625603
2023-07-19 00:00:00+00:00,1535272.85419378,59291087.08523458,7674555.145712917,490999.5420821021,4490456.311332142,351730.7948109537,135713.2065507064,,,,27744767.973640755,0.0,7425518.664335714,11017694.815901898,3479165.808123045,360294.2537798006,10165015.273272311,685361.8956026381,8551422.058395436,150224.1313670044,20314446.412968423,13112880.67717163,0.0,,2346958.8149147695,,,1223457.990827843,35211883.51815489,,188926.4319680687,303086.7907924433,,0.0,12768345.911916824,500296.8407638824
2023-07-20 00:00:00+00:00,2451207.006386505,17026675.789751858,29380385.82231425,0.0,0.0,112939.0771062647,449696.11997689423,800639.3236833961,,,48104240.49695349,,3636273.3997473503,74813786.56791608,13907289.358320829,683823.9803535381,23291836.41540859,1722416.9978625204,2429665.174,254184.49877608108,2609188.4699143437,18997787.19308556,397649.59829080635,,3668094.290531976,216691.69218518067,,0.0,16785135.865024302,,0.0,604466.4392129908,,0.0,18445311.069104616,549422.2988303737
2023-07-21 00:00:00+00:00,0.0,21009691.88102516,7445435.022965109,429407.3261868008,0.0,0.0,1047215.9663931412,6655544.296864224,,,17887828796.082977,,7414146.0495698145,20556266.14409037,2383282.7119341716,0.0,6571354.867882813,279234.0411571656,3376800.2732101353,0.0,33018576.875940017,38116985.729321726,471577.9839204565,,0.0,0.0,,104770.6670086685,4770483.037064569,,0.0,1608149.3905068375,,990608.630349342,20239407.478728157,2134956.179593739
2023-07-22 00:00:00+00:00,0.0,6036877.539589639,3999576.6660538334,0.0,0.0,358126.3840999226,622300.1909072982,0.0,,,80341680.25531499,,1435292.276978272,182674411.5998503,155802.98260997838,0.0,1303541.926284742,0.0,6254440.865668766,256238.43881925917,16885825.084736586,15436142.172801845,456002.50939250167,,0.0,0.0,,0.0,865111.2911823435,,0.0,1470312.3026131112,,140944.47011455928,4571201.9768955875,4001458.070894328
2023-07-23 00:00:00+00:00,0.0,1148294.0558342196,958399.3385703344,0.0,0.0,0.0,0.0,0.0,6930666.138714273,,14745531.660821544,,221531.57122997753,19413467.13080383,905716.5227121082,2247141.6993867443,7383729.235733491,240902.22408188763,4047605.009735325,0.0,7858562.760762797,6959446.4096354265,260603.39759386325,,0.0,1895654.986345123,,0.0,302208.58434639394,344401.58407393226,325787.12359778205,137006.86299527308,,261723.9429318295,6795850.211650737,0.0
2023-07-24 00:00:00+00:00,2277997.111996659,11458206.657546531,10106467.428252324,0.0,,133888.03256680362,1221852.8791252142,0.0,597527.3716593392,,14659441.950655876,1098285.708104584,1337531.6897140422,10353176.731119309,948972.7177091476,4889936.958056975,19060914.45120015,220804.2873809765,21240490.115201827,0.0,10788178.836284414,29517887.21262086,2906687.2901616255,,0.0,169212.43540116548,,611822.7695772058,2610985.335711203,992962.3813153692,389546.8149114902,200559.3241751981,,0.0,17023574.23104054,1193936.1003636713
2023-07-25 00:00:00+00:00,146711.76251095315,3186530.9830320096,5607098.297314454,0.0,,0.0,0.0,0.0,100683.7059526732,714113.1446597826,14389137.93174822,0.0,5394916.474402255,1380972.5411899996,262247.2316309879,1050783.024884347,105104016.29163408,909581.4087797614,19406699.807977863,436288.02067884663,14639215.026763896,50048307.11486146,0.0,,187313.7725902,274120.3536,,308732.4657857949,2900706.3004977847,0.0,343424.08173529676,646133.4669400726,,1179052.1736994577,34492955.89806162,117948.31999042512
2023-07-26 00:00:00+00:00,2009957.8582050535,0.0,7409341.297338196,,2146437.926725021,481734.9778271966,0.0,,0.0,0.0,11362707.971739518,313276.4670934439,252375.81479908255,3572178.0325451824,7225888.029948118,600760.6119769483,37932941.35525865,105635.31250947958,14118942.6703201,1960215.8911891023,4845882.222344652,51010338.55,0.0,,385056.2941772711,0.0,,512803.1821176669,1640423.056590294,411575.5829461219,171782.86285448784,0.0,,0.0,36107315.04059918,215300.6056980125
2023-07-27 00:00:00+00:00,1140575.0893847572,101814.95963542708,4042373.306275334,339860.6354471944,1482945.4742023358,0.0,0.0,482788.4193131984,0.0,0.0,71032528.69651157,0.0,2575724.3957950724,4926055.026939668,21433256.344171207,8253858.720780868,1809201.0169017888,0.0,12636409.27904904,611249.1817677363,1467057.4056269769,47389479.34853322,0.0,,0.0,0.0,,508375.48312333325,532054.7044034309,0.0,256993.86184353297,917921.1333811207,1592507.4437465132,405501.60719909496,7921046.974,255362.1645736168
2023-07-28 00:00:00+00:00,687360.4000785558,288726.7804904243,5302243.187947186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18548859.81130026,104880.6647151512,844716.8153,3266824.613785017,1388920.3711048923,30172965.809035648,15442997.76704686,1108697.4979679454,3307666.9963755566,114210.26403919268,1465745.4235087822,48413200.36675364,0.0,,448813.20044382254,141270.86356582798,,372115.1057,779430.4982031033,0.0,439648.9561,3720523.7559297746,0.0,4164546.8253606255,9492485.748,1348191.2390842226
2023-07-29 00:00:00+00:00,0.0,2488728.705317459,4835318.587691661,0.0,0.0,0.0,,0.0,0.0,0.0,13551581.188673202,0.0,1554978.0809215722,14732285.37526305,4589513.833,120178.16533250772,2056385.137055023,715615.2472807468,2105377.148,0.0,885573.8015752194,25975576.093297895,,,0.0,0.0,108851.48244460244,136893.82532069104,3882039.589833404,249931.6653781325,0.0,250546.9603177393,0.0,0.0,18584808.955898955,325993.35578804277
2023-07-30 00:00:00+00:00,147275.21378583903,1171402.7027200633,2653610.407980135,1091854.920924369,0.0,0.0,,0.0,,,86241484.00270025,0.0,479649.2617296552,786475614.2206386,12422697.033429928,348317.4642484372,8385660.788110365,738139.2718227839,8115380.874,0.0,11802132.132831538,35892226.26950477,,,328210.60386941483,764178.2215943523,0.0,0.0,0.0,0.0,0.0,874509.1380364374,0.0,152960.86243637718,34537457.0,1360787.9135500016
2023-07-31 00:00:00+00:00,1354807.8128857738,7030712.508,53209164.97457876,0.0,0.0,173202.39934983428,,0.0,,,30323588.20810969,0.0,8757282.351658992,140822980.81901705,5634456.0688870745,15800431.0654991,34170863.465903975,0.0,17279584.210510615,0.0,16047150.185958806,33466080.117577612,,668462.6439861046,0.0,0.0,0.0,0.0,1568952.7264139203,788281.3413208722,2041550.6566427415,2329744.6001776564,0.0,168107.80398178787,83308014.79083046,886362.4151174522
2023-08-01 00:00:00+00:00,5323836.796016375,1099108.9281743353,43969114.67,0.0,284729.7441776484,0.0,238989.6257949257,,,,109962743.75976685,0.0,11379646.013677876,117880377.23914796,16090144.647400152,547053.5491496061,17342762.459683843,103117.11300835726,33543909.324400935,1688987.6379632277,28865526.41708904,40132542.86820398,,754521.1763476429,469505.2178337385,117959.02559015612,0.0,0.0,10167396.352081545,0.0,0.0,1165554.001848132,,633794.0441,33629953.14529753,1078884.8978285005
2023-08-02 00:00:00+00:00,0.0,564012.3754957528,23093265.016782757,0.0,3798895.296,0.0,0.0,143140.2908,,,31207063.700717445,,3320045.2421114086,28582829.89749055,8570806.780454842,2548291.3243171847,42901275.25057243,491920.1523945312,7729162.056,350340.28462065686,10463494.93364951,38974593.67312308,,0.0,1861955.487727414,204685.4455775044,0.0,661549.9738854136,7192498.517024406,0.0,0.0,3818217.841846558,,197947.2397134272,93238408.57465164,4633337.480556068
2023-08-03 00:00:00+00:00,0.0,18793637.09075529,14800787.167555032,0.0,0.0,1286405.283064735,0.0,129866.37924980726,,,31564375.12764362,,761631.2704058846,438284420.29879713,1706786.8478424088,238105.64904882043,38222201.05371951,2133172.9887529165,3893935.270003453,0.0,32591015.06982789,15615646.66080372,,186286.2409214639,220934.1271,768854.5118047326,,755136.153,15481121.435043069,0.0,0.0,483325.0725675988,,0.0,7750326.092727889,282829.16095221334
2023-08-04 00:00:00+00:00,0.0,9623801.947826795,13995036.776082512,141796.91371288433,0.0,0.0,15756152.54141224,0.0,,,14344114.46,,2065396.6795523092,15848795.167614387,9974058.420031529,0.0,30518994.727573123,220989.20792498364,4590012.687177333,109320.18557590117,6318880.568079568,25478266.130702425,,212876.44321945988,122455.79373189811,308925.4710197354,,0.0,0.0,0.0,254243.00238978988,5050159.626876166,,197767.72690053927,16904079.761255667,6936895.389659426
2023-08-05 00:00:00+00:00,0.0,0.0,573098.5535137478,0.0,0.0,1032108.3122173036,26148674.767946392,0.0,,,13333773.479571285,,332935.0629762156,8245799.155729347,6577720.221699081,0.0,6675634.004927337,459795.70345447946,7079936.696725533,419393.2658412638,3032971.973460584,12404315.784429695,,0.0,0.0,0.0,,119648.433,1104223.5897856646,,477925.3024384462,846005.1856,,599529.7672028965,4517141.537344336,106666.17505686832
2023-08-06 00:00:00+00:00,140824.54193163497,975051.428191202,2651038.575348627,344473.70198183425,0.0,6167155.6502094045,3098501.577179599,0.0,,,9445288.299594488,,681148.5145578873,23983758.838967245,3931521.813586032,0.0,519636.8960271952,265473.38864535076,607987.9906448318,459825.40996872954,28011978.68,18785942.11236833,,0.0,0.0,0.0,,0.0,335741.10314427316,,0.0,7836879.758115178,,0.0,28181091.78300964,576812.3850225314
2023-08-07 00:00:00+00:00,2195843.237139927,1852739.8500881717,13479774.831852105,0.0,,17349317.116317794,17240052.900093734,0.0,,,38370084.38512039,,1923493.6308113888,22689666.609316804,1345180.0302774983,13364687.63345232,5438047.073286554,0.0,11559720.419556707,5626487.1495752325,2567567.1853061044,10879835.661738804,,0.0,0.0,2514247.710534507,,136301.97390083814,1423560.5939474397,276854.21089019324,0.0,1722432.167928649,,242592.95070361547,27634375.698318437,527262.9226852069
2023-08-08 00:00:00+00:00,0.0,1787293.971491076,3508904.106626318,0.0,,1464412.2745481948,21273816.328488957,,120446.7474708344,,4978610.375024897,,3228845.5718311644,22919619.46396781,956402.7287623544,208653.70617413384,17857891.53554693,16936851.836531192,7829650.613985786,2457377.0685747545,442907.58950769046,4998727.153814524,,0.0,2058957.117066136,0.0,,0.0,6692572.122296743,0.0,0.0,148849.0063386752,,0.0,20023156.56860387,126215.62006708424
2023-08-09 00:00:00+00:00,1772903.458727924,0.0,21193270.174499556,229244.0338457412,3601007.643994961,7252171.285626886,39088178.867391355,,1582245.115510455,,11880631.137746394,,2587704.055105484,35829368.31475293,1362672.4469251616,1219511.791811781,27982742.321312953,2703639.266435331,7119538.842626576,4348685.8522759015,0.0,8493146.803898422,,,0.0,0.0,,0.0,2784248.141395552,109494.4861058004,0.0,760229.8285393701,,508617.8677351285,47719819.351867855,0.0
2023-08-10 00:00:00+00:00,520394.90330276394,108246.20175187246,11399221.327135475,0.0,0.0,1221644.8058247196,27291474.86896261,216294.5617805817,127244.9854338185,,9981910.081274971,15604655.544940315,4692478.248544974,3180082.4836806934,2371136.7774328473,0.0,11360405.467602476,330489.55916510866,8264784.551880854,619823.0371728053,1461122.0601813782,4825618.814661528,,,204389.0814287252,0.0,,0.0,18045576.307165183,0.0,1449194.7449359165,476838.3260712807,,195320.00368239783,53857351.91464691,977880.0010271706
2023-08-11 00:00:00+00:00,122966.84927076109,0.0,9045407.28537334,0.0,0.0,8063699.269264756,5514961.162646387,337775.7525732949,1184218.928326117,,5461794.651889836,0.0,2062224.308347628,11276312.610295136,1259261.4472464782,2320065.1970588425,9158295.23399968,4754626.889639776,12746269.89,0.0,5747314.962700155,2007532.9963110536,,,997674.329711696,0.0,,0.0,1218999.0718272403,0.0,0.0,1136150.7083619866,,0.0,8952028.112347487,220013.63514389255
2023-08-12 00:00:00+00:00,696065.4725717172,1116717.9791889451,0.0,0.0,0.0,4565151.252554319,11558106.721312122,0.0,0.0,,9832754.283625068,0.0,3051766.222,8347219.107014519,1696343.103379468,0.0,454654.3692205728,236841.04629157332,3444540.977817083,0.0,418120.0960603144,2872712.95,,,123852.39654905457,,,208556.89825505245,2593168.159,400128.24259804544,3649988.655361032,359444.57301138854,260924.07117295635,0.0,464247.3174135232,0.0
