datetime,0x_whale_transaction_count_100k_usd_to_inf,1inch_whale_transaction_count_100k_usd_to_inf,aave_whale_transaction_count_100k_usd_to_inf,alchemix_whale_transaction_count_100k_usd_to_inf,ampleforth_whale_transaction_count_100k_usd_to_inf,api3_whale_transaction_count_100k_usd_to_inf,bancor_whale_transaction_count_100k_usd_to_inf,band-protocol_whale_transaction_count_100k_usd_to_inf,coin98_whale_transaction_count_100k_usd_to_inf,cow-protocol_whale_transaction_count_100k_usd_to_inf,crvusd_whale_transaction_count_100k_usd_to_inf,dia-data_whale_transaction_count_100k_usd_to_inf,dydx_whale_transaction_count_100k_usd_to_inf,frax_whale_transaction_count_100k_usd_to_inf,frax-share_whale_transaction_count_100k_usd_to_inf,injective-protocol_whale_transaction_count_100k_usd_to_inf,lido-dao_whale_transaction_count_100k_usd_to_inf,liquity_whale_transaction_count_100k_usd_to_inf,liquity-usd_whale_transaction_count_100k_usd_to_inf,loopring_whale_transaction_count_100k_usd_to_inf,magic-internet-money_whale_transaction_count_100k_usd_to_inf,maker_whale_transaction_count_100k_usd_to_inf,marlin_whale_transaction_count_100k_usd_to_inf,melon_whale_transaction_count_100k_usd_to_inf,olympus_whale_transaction_count_100k_usd_to_inf,orbs_whale_transaction_count_100k_usd_to_inf,orion-protocol_whale_transaction_count_100k_usd_to_inf,pendle_whale_transaction_count_100k_usd_to_inf,rocket-pool_whale_transaction_count_100k_usd_to_inf,spell-token_whale_transaction_count_100k_usd_to_inf,ssv-network_whale_transaction_count_100k_usd_to_inf,sushi_whale_transaction_count_100k_usd_to_inf,tellor_whale_transaction_count_100k_usd_to_inf,uma_whale_transaction_count_100k_usd_to_inf,uniswap_whale_transaction_count_100k_usd_to_inf,yearn-finance_whale_transaction_count_100k_usd_to_inf
2023-08-28 00:00:00+00:00,1.0,1.0,30.0,0.0,0.0,7.0,4.0,1.0,0.0,,62.0,,15.0,59.0,2.0,1.0,4.0,3.0,32.0,0.0,0.0,23.0,3.0,1.0,0.0,,,0.0,7.0,,0.0,0.0,7.0,,33.0,8.0
2023-08-29 00:00:00+00:00,0.0,3.0,34.0,0.0,,5.0,0.0,4.0,0.0,,123.0,,17.0,27.0,7.0,2.0,16.0,0.0,30.0,4.0,0.0,10.0,0.0,0.0,1.0,1.0,,0.0,0.0,,5.0,1.0,2.0,,34.0,5.0
2023-08-30 00:00:00+00:00,0.0,0.0,2.0,0.0,2.0,21.0,3.0,2.0,,,124.0,,2.0,61.0,3.0,0.0,18.0,0.0,61.0,1.0,27.0,5.0,1.0,0.0,1.0,0.0,,1.0,5.0,,0.0,1.0,10.0,,25.0,4.0
2023-08-31 00:00:00+00:00,0.0,1.0,6.0,1.0,4.0,21.0,0.0,2.0,,,189.0,1.0,12.0,43.0,1.0,0.0,15.0,3.0,28.0,2.0,11.0,69.0,0.0,8.0,0.0,0.0,3.0,0.0,15.0,,1.0,1.0,8.0,1.0,74.0,4.0
2023-09-01 00:00:00+00:00,0.0,0.0,18.0,0.0,0.0,17.0,0.0,0.0,,,108.0,0.0,20.0,55.0,4.0,0.0,20.0,2.0,50.0,0.0,4.0,24.0,1.0,0.0,0.0,0.0,1.0,7.0,9.0,,2.0,0.0,0.0,0.0,42.0,8.0
2023-09-02 00:00:00+00:00,,1.0,3.0,0.0,0.0,16.0,0.0,0.0,,,80.0,0.0,8.0,38.0,0.0,0.0,9.0,0.0,5.0,2.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,0.0,1.0,19.0,0.0,42.0,0.0
2023-09-03 00:00:00+00:00,,3.0,5.0,0.0,0.0,6.0,4.0,0.0,,,23.0,0.0,4.0,19.0,5.0,1.0,10.0,4.0,48.0,1.0,2.0,23.0,0.0,0.0,2.0,,0.0,6.0,3.0,,0.0,0.0,13.0,0.0,15.0,4.0
2023-09-04 00:00:00+00:00,21.0,0.0,2.0,1.0,0.0,6.0,4.0,0.0,,,37.0,0.0,9.0,23.0,10.0,6.0,10.0,2.0,50.0,9.0,0.0,71.0,6.0,0.0,0.0,,0.0,0.0,34.0,2.0,0.0,0.0,14.0,0.0,31.0,0.0
2023-09-05 00:00:00+00:00,0.0,4.0,16.0,0.0,,1.0,1.0,,,,62.0,,10.0,22.0,10.0,2.0,9.0,1.0,26.0,2.0,6.0,14.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0,,37.0,2.0
2023-09-06 00:00:00+00:00,2.0,2.0,19.0,0.0,7.0,1.0,2.0,,,,64.0,,15.0,41.0,5.0,0.0,13.0,4.0,45.0,2.0,0.0,13.0,3.0,0.0,3.0,0.0,4.0,2.0,8.0,0.0,,1.0,4.0,,26.0,0.0
2023-09-07 00:00:00+00:00,0.0,0.0,8.0,0.0,0.0,1.0,0.0,,,,66.0,,19.0,26.0,12.0,0.0,14.0,1.0,49.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,,0.0,14.0,,21.0,14.0
2023-09-08 00:00:00+00:00,0.0,0.0,12.0,1.0,0.0,0.0,0.0,,,,10.0,1.0,16.0,15.0,16.0,0.0,13.0,19.0,13.0,2.0,2.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,21.0,,23.0,7.0
2023-09-09 00:00:00+00:00,1.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,10.0,0.0,4.0,5.0,0.0,1.0,12.0,10.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,1.0,12.0,,10.0,0.0
2023-09-10 00:00:00+00:00,0.0,1.0,3.0,0.0,0.0,1.0,2.0,,,,13.0,2.0,5.0,10.0,6.0,0.0,12.0,11.0,21.0,2.0,0.0,3.0,0.0,,5.0,,1.0,0.0,2.0,0.0,0.0,1.0,8.0,2.0,38.0,2.0
2023-09-11 00:00:00+00:00,0.0,0.0,9.0,0.0,,0.0,4.0,,,,55.0,0.0,8.0,29.0,9.0,0.0,8.0,0.0,28.0,3.0,3.0,9.0,0.0,,3.0,,0.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,35.0,3.0
2023-09-12 00:00:00+00:00,0.0,3.0,4.0,0.0,,0.0,0.0,,,,44.0,0.0,8.0,38.0,6.0,1.0,15.0,1.0,24.0,7.0,0.0,9.0,0.0,,1.0,,1.0,0.0,1.0,9.0,0.0,1.0,10.0,1.0,45.0,2.0
2023-09-13 00:00:00+00:00,0.0,0.0,12.0,,2.0,1.0,0.0,,,,27.0,0.0,8.0,46.0,9.0,3.0,17.0,0.0,24.0,0.0,5.0,10.0,,,6.0,,0.0,0.0,0.0,3.0,0.0,3.0,19.0,0.0,32.0,3.0
2023-09-14 00:00:00+00:00,1.0,3.0,0.0,,7.0,1.0,0.0,,,,39.0,0.0,0.0,14.0,9.0,5.0,21.0,2.0,16.0,1.0,9.0,12.0,,,2.0,1.0,0.0,8.0,1.0,3.0,0.0,2.0,21.0,0.0,20.0,2.0
2023-09-15 00:00:00+00:00,3.0,1.0,11.0,,0.0,0.0,8.0,,,,42.0,,2.0,34.0,10.0,4.0,19.0,0.0,46.0,0.0,5.0,29.0,,,2.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,29.0,0.0,18.0,4.0
2023-09-16 00:00:00+00:00,3.0,0.0,33.0,1.0,0.0,0.0,5.0,,,,19.0,,2.0,25.0,5.0,0.0,10.0,1.0,21.0,8.0,10.0,9.0,,,2.0,0.0,0.0,0.0,2.0,0.0,,0.0,10.0,0.0,55.0,2.0
2023-09-17 00:00:00+00:00,0.0,0.0,27.0,1.0,0.0,2.0,1.0,,,,25.0,1.0,2.0,17.0,3.0,0.0,5.0,2.0,12.0,0.0,0.0,12.0,,,0.0,0.0,,0.0,3.0,0.0,2.0,4.0,44.0,,49.0,3.0
2023-09-18 00:00:00+00:00,0.0,0.0,32.0,2.0,0.0,4.0,1.0,,4.0,,22.0,0.0,5.0,8.0,4.0,0.0,16.0,0.0,42.0,1.0,0.0,15.0,,,0.0,0.0,,1.0,7.0,3.0,1.0,3.0,15.0,,25.0,2.0
2023-09-19 00:00:00+00:00,0.0,2.0,21.0,1.0,,1.0,0.0,,0.0,,61.0,0.0,3.0,12.0,13.0,0.0,16.0,0.0,38.0,0.0,0.0,13.0,,,1.0,,,0.0,3.0,34.0,0.0,0.0,20.0,,42.0,17.0
2023-09-20 00:00:00+00:00,0.0,4.0,19.0,0.0,10.0,1.0,2.0,,0.0,,25.0,0.0,5.0,5.0,26.0,1.0,6.0,0.0,15.0,2.0,3.0,15.0,,,1.0,,,1.0,3.0,8.0,0.0,1.0,12.0,,42.0,5.0
2023-09-21 00:00:00+00:00,2.0,21.0,33.0,0.0,0.0,1.0,1.0,,0.0,,37.0,0.0,6.0,46.0,11.0,2.0,29.0,0.0,86.0,5.0,12.0,47.0,,,13.0,,,2.0,2.0,0.0,0.0,7.0,25.0,,12.0,13.0
2023-09-22 00:00:00+00:00,1.0,6.0,2.0,0.0,0.0,0.0,0.0,,0.0,,10.0,,6.0,17.0,10.0,9.0,2.0,,69.0,1.0,0.0,20.0,,,4.0,,,0.0,4.0,3.0,0.0,2.0,14.0,,22.0,2.0
2023-09-23 00:00:00+00:00,0.0,1.0,2.0,0.0,0.0,1.0,0.0,,4.0,,12.0,,4.0,10.0,3.0,0.0,4.0,,25.0,1.0,0.0,5.0,,,0.0,,,0.0,3.0,2.0,,0.0,7.0,,22.0,2.0
2023-09-24 00:00:00+00:00,9.0,1.0,3.0,,0.0,0.0,1.0,,4.0,,28.0,,1.0,11.0,2.0,4.0,5.0,1.0,103.0,7.0,0.0,8.0,,,0.0,5.0,,1.0,4.0,3.0,,4.0,1.0,,9.0,0.0
2023-09-25 00:00:00+00:00,2.0,8.0,13.0,,,1.0,0.0,,1.0,,104.0,1.0,3.0,25.0,0.0,1.0,11.0,1.0,36.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,6.0,1.0,1.0,7.0,,29.0,2.0
2023-09-26 00:00:00+00:00,2.0,1.0,6.0,,,1.0,0.0,,2.0,,57.0,0.0,9.0,28.0,12.0,1.0,14.0,1.0,66.0,0.0,,50.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,14.0,,16.0,1.0
2023-09-27 00:00:00+00:00,1.0,2.0,25.0,,10.0,5.0,0.0,,0.0,,59.0,0.0,9.0,10.0,8.0,0.0,18.0,6.0,52.0,1.0,,67.0,0.0,3.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,23.0,3.0,41.0,7.0
2023-09-28 00:00:00+00:00,0.0,1.0,48.0,3.0,3.0,1.0,0.0,3.0,0.0,,70.0,0.0,2.0,53.0,17.0,1.0,62.0,0.0,57.0,1.0,,50.0,0.0,0.0,12.0,0.0,2.0,10.0,10.0,0.0,5.0,0.0,19.0,0.0,34.0,6.0
2023-09-29 00:00:00+00:00,2.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,,66.0,0.0,3.0,33.0,9.0,0.0,31.0,7.0,50.0,0.0,,58.0,0.0,2.0,4.0,,0.0,0.0,1.0,6.0,5.0,1.0,5.0,1.0,33.0,3.0
2023-09-30 00:00:00+00:00,0.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,,25.0,,0.0,34.0,21.0,2.0,38.0,7.0,14.0,2.0,5.0,55.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0,4.0,1.0,6.0,2.0,20.0,4.0
2023-10-01 00:00:00+00:00,0.0,2.0,21.0,2.0,0.0,2.0,2.0,0.0,0.0,,38.0,,8.0,29.0,18.0,0.0,38.0,7.0,41.0,5.0,0.0,69.0,,2.0,0.0,,0.0,8.0,2.0,2.0,2.0,9.0,1.0,0.0,39.0,1.0
2023-10-02 00:00:00+00:00,0.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.0,,6.0,20.0,19.0,0.0,73.0,34.0,36.0,1.0,5.0,101.0,,0.0,2.0,1.0,0.0,5.0,5.0,2.0,0.0,4.0,7.0,0.0,30.0,2.0
2023-10-03 00:00:00+00:00,0.0,2.0,31.0,0.0,,1.0,1.0,0.0,0.0,,76.0,,14.0,14.0,3.0,0.0,44.0,1.0,18.0,2.0,5.0,25.0,,0.0,4.0,0.0,,5.0,1.0,2.0,0.0,0.0,12.0,0.0,28.0,1.0
2023-10-04 00:00:00+00:00,,1.0,77.0,0.0,2.0,1.0,0.0,0.0,0.0,,44.0,,17.0,11.0,15.0,0.0,26.0,8.0,20.0,1.0,0.0,20.0,,0.0,1.0,2.0,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0
2023-10-05 00:00:00+00:00,,1.0,117.0,0.0,7.0,1.0,1.0,,,,36.0,,4.0,26.0,17.0,,37.0,7.0,31.0,1.0,0.0,17.0,,0.0,3.0,0.0,,0.0,1.0,2.0,1.0,1.0,0.0,,18.0,2.0
2023-10-06 00:00:00+00:00,,5.0,74.0,,0.0,0.0,0.0,,,,82.0,,2.0,38.0,2.0,,25.0,7.0,37.0,0.0,6.0,22.0,,2.0,0.0,0.0,,1.0,2.0,1.0,0.0,0.0,9.0,,14.0,0.0
2023-10-07 00:00:00+00:00,1.0,2.0,10.0,,0.0,0.0,0.0,,,,45.0,,1.0,13.0,2.0,,12.0,7.0,29.0,1.0,0.0,25.0,,0.0,0.0,0.0,,6.0,2.0,2.0,0.0,0.0,6.0,,11.0,0.0
2023-10-08 00:00:00+00:00,34.0,4.0,3.0,,0.0,1.0,59.0,,,,41.0,,4.0,17.0,0.0,,13.0,6.0,15.0,3.0,0.0,15.0,,0.0,0.0,22.0,,0.0,6.0,0.0,0.0,1.0,0.0,,9.0,2.0
2023-10-09 00:00:00+00:00,13.0,3.0,28.0,1.0,0.0,4.0,50.0,,,,100.0,1.0,5.0,22.0,14.0,,22.0,70.0,36.0,0.0,3.0,32.0,,0.0,0.0,11.0,,7.0,6.0,1.0,0.0,0.0,0.0,2.0,21.0,3.0
2023-10-10 00:00:00+00:00,4.0,6.0,18.0,0.0,,3.0,3.0,,,,96.0,0.0,22.0,75.0,7.0,,27.0,30.0,21.0,0.0,0.0,18.0,,3.0,,12.0,,0.0,6.0,1.0,,11.0,1.0,0.0,14.0,5.0
2023-10-11 00:00:00+00:00,2.0,4.0,2.0,2.0,12.0,1.0,32.0,,,,100.0,5.0,47.0,42.0,7.0,5.0,43.0,16.0,27.0,0.0,1.0,13.0,,0.0,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,4.0,0.0,18.0,3.0
2023-10-12 00:00:00+00:00,1.0,1.0,5.0,0.0,0.0,4.0,15.0,,,,133.0,0.0,21.0,213.0,26.0,2.0,19.0,31.0,33.0,1.0,0.0,18.0,,0.0,3.0,3.0,,1.0,7.0,1.0,3.0,7.0,1.0,0.0,37.0,2.0
2023-10-13 00:00:00+00:00,17.0,18.0,3.0,2.0,0.0,0.0,2.0,,,,68.0,0.0,17.0,65.0,17.0,0.0,19.0,14.0,25.0,0.0,0.0,32.0,,1.0,0.0,11.0,,0.0,2.0,0.0,1.0,0.0,1.0,0.0,30.0,0.0
2023-10-14 00:00:00+00:00,12.0,2.0,1.0,6.0,0.0,1.0,4.0,,,,20.0,0.0,0.0,15.0,4.0,0.0,11.0,13.0,2.0,0.0,0.0,16.0,,6.0,0.0,24.0,,4.0,12.0,0.0,0.0,0.0,4.0,,12.0,0.0
2023-10-15 00:00:00+00:00,17.0,0.0,5.0,1.0,0.0,0.0,22.0,10.0,,,20.0,2.0,2.0,38.0,7.0,0.0,3.0,19.0,19.0,1.0,0.0,21.0,,1.0,0.0,20.0,,0.0,8.0,0.0,0.0,0.0,15.0,,2.0,2.0
2023-10-16 00:00:00+00:00,14.0,3.0,21.0,0.0,,0.0,2.0,6.0,,,75.0,1.0,6.0,84.0,30.0,5.0,79.0,15.0,36.0,0.0,,33.0,,3.0,5.0,14.0,1.0,2.0,5.0,0.0,4.0,1.0,6.0,7.0,20.0,3.0
2023-10-17 00:00:00+00:00,14.0,8.0,16.0,0.0,1.0,1.0,17.0,4.0,,,43.0,3.0,8.0,28.0,20.0,0.0,112.0,3.0,10.0,0.0,5.0,11.0,,14.0,0.0,48.0,0.0,2.0,2.0,1.0,0.0,1.0,6.0,7.0,83.0,2.0
2023-10-18 00:00:00+00:00,9.0,2.0,10.0,0.0,8.0,4.0,27.0,3.0,2.0,,19.0,1.0,8.0,49.0,1.0,2.0,51.0,4.0,27.0,3.0,0.0,16.0,3.0,8.0,0.0,65.0,0.0,6.0,1.0,0.0,4.0,0.0,7.0,2.0,29.0,2.0
2023-10-19 00:00:00+00:00,4.0,28.0,19.0,0.0,0.0,0.0,5.0,0.0,0.0,,116.0,2.0,8.0,173.0,11.0,2.0,45.0,2.0,26.0,0.0,5.0,13.0,0.0,12.0,0.0,20.0,0.0,0.0,2.0,2.0,0.0,1.0,9.0,8.0,21.0,5.0
2023-10-20 00:00:00+00:00,10.0,8.0,34.0,2.0,0.0,0.0,7.0,2.0,0.0,,67.0,0.0,7.0,63.0,10.0,2.0,35.0,5.0,48.0,1.0,7.0,13.0,0.0,4.0,1.0,18.0,0.0,7.0,2.0,3.0,3.0,0.0,37.0,0.0,33.0,1.0
2023-10-21 00:00:00+00:00,4.0,2.0,28.0,0.0,0.0,0.0,5.0,0.0,1.0,,77.0,0.0,6.0,31.0,2.0,3.0,43.0,8.0,7.0,0.0,0.0,14.0,0.0,0.0,4.0,7.0,,0.0,0.0,0.0,0.0,2.0,25.0,3.0,13.0,3.0
2023-10-22 00:00:00+00:00,7.0,11.0,80.0,0.0,0.0,4.0,4.0,2.0,5.0,,36.0,1.0,5.0,16.0,0.0,3.0,31.0,18.0,30.0,2.0,1.0,11.0,0.0,0.0,2.0,8.0,,1.0,2.0,1.0,13.0,14.0,7.0,0.0,31.0,1.0
2023-10-23 00:00:00+00:00,4.0,6.0,112.0,0.0,,0.0,3.0,0.0,1.0,,188.0,0.0,19.0,44.0,12.0,11.0,87.0,5.0,99.0,2.0,2.0,29.0,,0.0,1.0,5.0,,12.0,9.0,1.0,3.0,6.0,52.0,0.0,81.0,9.0
2023-10-24 00:00:00+00:00,11.0,14.0,69.0,0.0,,0.0,12.0,0.0,1.0,1.0,406.0,0.0,61.0,70.0,11.0,21.0,65.0,14.0,115.0,2.0,8.0,67.0,,0.0,0.0,18.0,3.0,3.0,3.0,0.0,2.0,1.0,31.0,0.0,90.0,20.0
2023-10-25 00:00:00+00:00,7.0,2.0,38.0,,6.0,0.0,5.0,2.0,1.0,0.0,152.0,0.0,22.0,52.0,16.0,15.0,69.0,23.0,73.0,2.0,0.0,66.0,5.0,,1.0,13.0,0.0,0.0,26.0,4.0,0.0,2.0,30.0,4.0,60.0,2.0
2023-10-26 00:00:00+00:00,3.0,3.0,33.0,,6.0,2.0,2.0,2.0,1.0,0.0,147.0,0.0,24.0,42.0,5.0,6.0,49.0,41.0,39.0,1.0,4.0,21.0,0.0,,2.0,12.0,0.0,2.0,12.0,2.0,1.0,1.0,16.0,0.0,59.0,0.0
2023-10-27 00:00:00+00:00,5.0,11.0,18.0,,0.0,0.0,2.0,13.0,0.0,0.0,103.0,,43.0,28.0,0.0,10.0,23.0,8.0,39.0,0.0,2.0,11.0,0.0,,0.0,2.0,0.0,2.0,1.0,2.0,0.0,27.0,17.0,0.0,36.0,0.0
2023-10-28 00:00:00+00:00,0.0,1.0,10.0,,0.0,3.0,0.0,0.0,0.0,0.0,146.0,,35.0,38.0,5.0,3.0,9.0,4.0,12.0,1.0,0.0,63.0,0.0,,3.0,3.0,7.0,2.0,11.0,0.0,1.0,11.0,13.0,0.0,36.0,1.0
2023-10-29 00:00:00+00:00,9.0,3.0,6.0,,0.0,3.0,3.0,1.0,2.0,,68.0,,12.0,21.0,6.0,2.0,17.0,1.0,27.0,2.0,0.0,11.0,0.0,,0.0,1.0,18.0,0.0,4.0,2.0,0.0,3.0,11.0,0.0,33.0,4.0
2023-10-30 00:00:00+00:00,22.0,2.0,31.0,,0.0,1.0,1.0,3.0,4.0,,105.0,,23.0,72.0,4.0,16.0,18.0,5.0,51.0,1.0,0.0,31.0,,,2.0,27.0,0.0,5.0,5.0,0.0,0.0,2.0,35.0,,63.0,8.0
2023-10-31 00:00:00+00:00,41.0,7.0,49.0,,,0.0,1.0,1.0,0.0,,94.0,,13.0,28.0,8.0,2.0,37.0,7.0,49.0,1.0,0.0,19.0,,,4.0,31.0,3.0,5.0,0.0,1.0,1.0,16.0,21.0,,65.0,1.0
2023-11-01 00:00:00+00:00,12.0,2.0,55.0,,14.0,4.0,2.0,1.0,18.0,,84.0,,26.0,56.0,6.0,8.0,63.0,12.0,61.0,1.0,8.0,46.0,,11.0,3.0,18.0,6.0,4.0,1.0,0.0,0.0,40.0,8.0,2.0,106.0,5.0
2023-11-02 00:00:00+00:00,10.0,13.0,119.0,,0.0,5.0,3.0,4.0,12.0,,384.0,,26.0,107.0,12.0,12.0,48.0,11.0,92.0,2.0,0.0,18.0,,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,68.0,11.0,2.0,85.0,17.0
2023-11-03 00:00:00+00:00,1.0,4.0,80.0,,0.0,7.0,0.0,0.0,1.0,,144.0,,24.0,45.0,5.0,13.0,57.0,0.0,43.0,7.0,0.0,26.0,,0.0,0.0,4.0,0.0,4.0,1.0,0.0,3.0,43.0,20.0,2.0,34.0,15.0
2023-11-04 00:00:00+00:00,1.0,2.0,83.0,,0.0,4.0,0.0,3.0,3.0,,90.0,4.0,3.0,71.0,7.0,12.0,65.0,5.0,40.0,5.0,0.0,3.0,,0.0,1.0,9.0,0.0,4.0,8.0,0.0,3.0,17.0,4.0,1.0,15.0,7.0
2023-11-05 00:00:00+00:00,1.0,18.0,39.0,,1.0,3.0,1.0,0.0,1.0,,189.0,0.0,10.0,44.0,1.0,12.0,50.0,4.0,39.0,6.0,3.0,9.0,,0.0,3.0,8.0,0.0,1.0,2.0,0.0,2.0,7.0,6.0,0.0,23.0,3.0
2023-11-06 00:00:00+00:00,1.0,27.0,136.0,5.0,0.0,4.0,2.0,1.0,0.0,,139.0,0.0,28.0,45.0,12.0,12.0,65.0,16.0,61.0,6.0,4.0,22.0,,,0.0,6.0,1.0,1.0,1.0,2.0,3.0,24.0,18.0,0.0,59.0,4.0
2023-11-07 00:00:00+00:00,10.0,17.0,153.0,0.0,0.0,32.0,4.0,1.0,4.0,1.0,101.0,0.0,17.0,29.0,12.0,6.0,49.0,10.0,21.0,1.0,3.0,55.0,1.0,,0.0,3.0,0.0,1.0,6.0,0.0,0.0,13.0,19.0,0.0,27.0,5.0
2023-11-08 00:00:00+00:00,11.0,51.0,66.0,0.0,11.0,3.0,14.0,0.0,1.0,3.0,129.0,0.0,15.0,38.0,15.0,14.0,69.0,7.0,26.0,3.0,0.0,28.0,0.0,,0.0,11.0,7.0,5.0,7.0,1.0,3.0,15.0,20.0,1.0,25.0,8.0
2023-11-09 00:00:00+00:00,14.0,17.0,144.0,0.0,2.0,7.0,20.0,6.0,0.0,0.0,170.0,,44.0,34.0,9.0,20.0,206.0,7.0,69.0,4.0,0.0,53.0,1.0,1.0,9.0,21.0,0.0,14.0,27.0,5.0,9.0,23.0,47.0,0.0,76.0,25.0
2023-11-10 00:00:00+00:00,10.0,11.0,60.0,0.0,0.0,0.0,27.0,5.0,4.0,0.0,212.0,2.0,54.0,62.0,13.0,14.0,172.0,11.0,28.0,10.0,3.0,57.0,2.0,0.0,2.0,6.0,1.0,30.0,17.0,3.0,9.0,5.0,20.0,8.0,69.0,28.0
2023-11-11 00:00:00+00:00,98.0,9.0,21.0,1.0,0.0,0.0,26.0,0.0,1.0,2.0,131.0,0.0,28.0,19.0,6.0,9.0,86.0,5.0,71.0,8.0,0.0,17.0,0.0,0.0,0.0,11.0,0.0,1.0,21.0,2.0,0.0,10.0,13.0,4.0,42.0,40.0
2023-11-12 00:00:00+00:00,60.0,12.0,37.0,3.0,1.0,4.0,54.0,0.0,1.0,0.0,94.0,0.0,29.0,34.0,5.0,5.0,67.0,4.0,35.0,4.0,0.0,24.0,0.0,1.0,0.0,5.0,0.0,5.0,9.0,3.0,10.0,9.0,8.0,4.0,30.0,23.0
2023-11-13 00:00:00+00:00,85.0,7.0,51.0,2.0,4.0,2.0,200.0,0.0,4.0,1.0,222.0,0.0,39.0,28.0,25.0,11.0,140.0,4.0,71.0,2.0,0.0,41.0,5.0,1.0,0.0,3.0,0.0,6.0,14.0,0.0,4.0,14.0,18.0,0.0,47.0,68.0
2023-11-14 00:00:00+00:00,70.0,15.0,37.0,1.0,0.0,0.0,16.0,2.0,3.0,0.0,260.0,0.0,102.0,52.0,25.0,22.0,86.0,1.0,31.0,12.0,2.0,52.0,2.0,6.0,0.0,11.0,10.0,3.0,6.0,12.0,4.0,4.0,14.0,0.0,57.0,48.0
2023-11-15 00:00:00+00:00,29.0,7.0,32.0,1.0,7.0,0.0,6.0,0.0,5.0,1.0,190.0,,138.0,47.0,28.0,4.0,126.0,0.0,41.0,12.0,7.0,51.0,2.0,1.0,,17.0,1.0,4.0,16.0,8.0,5.0,21.0,11.0,0.0,49.0,67.0
2023-11-16 00:00:00+00:00,116.0,9.0,59.0,7.0,2.0,1.0,3.0,0.0,4.0,1.0,311.0,6.0,64.0,38.0,9.0,7.0,72.0,1.0,52.0,7.0,3.0,29.0,0.0,2.0,,10.0,3.0,4.0,0.0,4.0,7.0,13.0,8.0,1.0,70.0,129.0
2023-11-17 00:00:00+00:00,18.0,5.0,30.0,5.0,0.0,2.0,3.0,1.0,0.0,0.0,155.0,0.0,73.0,35.0,10.0,9.0,62.0,9.0,23.0,2.0,5.0,20.0,0.0,5.0,,9.0,9.0,32.0,8.0,2.0,9.0,25.0,8.0,0.0,94.0,72.0
2023-11-18 00:00:00+00:00,12.0,14.0,16.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,134.0,1.0,32.0,16.0,2.0,9.0,39.0,5.0,5.0,5.0,0.0,9.0,0.0,0.0,1.0,11.0,2.0,19.0,2.0,0.0,9.0,6.0,2.0,0.0,31.0,175.0
2023-11-19 00:00:00+00:00,44.0,2.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,83.0,0.0,24.0,18.0,8.0,13.0,42.0,10.0,44.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,7.0,34.0
2023-11-20 00:00:00+00:00,4.0,12.0,32.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,121.0,0.0,106.0,38.0,32.0,18.0,84.0,13.0,29.0,2.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0,12.0,3.0,18.0,3.0,6.0,7.0,2.0,29.0,38.0
2023-11-21 00:00:00+00:00,11.0,8.0,24.0,2.0,1.0,5.0,2.0,0.0,2.0,,237.0,1.0,48.0,71.0,20.0,11.0,85.0,10.0,129.0,2.0,0.0,44.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,6.0,8.0,4.0,10.0,47.0,22.0
2023-11-22 00:00:00+00:00,6.0,18.0,45.0,0.0,7.0,0.0,2.0,0.0,6.0,,100.0,1.0,62.0,36.0,10.0,12.0,78.0,1.0,42.0,3.0,3.0,35.0,0.0,2.0,0.0,0.0,2.0,6.0,11.0,0.0,8.0,5.0,6.0,0.0,129.0,20.0
2023-11-23 00:00:00+00:00,33.0,10.0,37.0,6.0,0.0,1.0,0.0,0.0,4.0,,126.0,1.0,26.0,43.0,4.0,13.0,41.0,24.0,48.0,2.0,0.0,23.0,0.0,0.0,,11.0,0.0,4.0,12.0,5.0,8.0,29.0,7.0,0.0,137.0,17.0
