datetime,0x_amount_in_top_holders,1inch_amount_in_top_holders,aave_amount_in_top_holders,alchemix_amount_in_top_holders,ampleforth_amount_in_top_holders,api3_amount_in_top_holders,bancor_amount_in_top_holders,band-protocol_amount_in_top_holders,coin98_amount_in_top_holders,cow-protocol_amount_in_top_holders,crvusd_amount_in_top_holders,dia-data_amount_in_top_holders,dydx_amount_in_top_holders,frax_amount_in_top_holders,frax-share_amount_in_top_holders,injective-protocol_amount_in_top_holders,lido-dao_amount_in_top_holders,liquity_amount_in_top_holders,liquity-usd_amount_in_top_holders,loopring_amount_in_top_holders,magic-internet-money_amount_in_top_holders,maker_amount_in_top_holders,marlin_amount_in_top_holders,melon_amount_in_top_holders,olympus_amount_in_top_holders,orbs_amount_in_top_holders,orion-protocol_amount_in_top_holders,pendle_amount_in_top_holders,rocket-pool_amount_in_top_holders,spell-token_amount_in_top_holders,ssv-network_amount_in_top_holders,sushi_amount_in_top_holders,tellor_amount_in_top_holders,uma_amount_in_top_holders,uniswap_amount_in_top_holders,yearn-finance_amount_in_top_holders
2023-11-02 00:00:00+00:00,499613438.77049166,823058796.4749286,8781240.352,2054721.9173037112,53028030.90204615,101634062.36481614,84238417.79966733,83718943.08502106,283769029.1,926095552.9120176,637884301.1299853,151985321.59912106,662514406.4183055,551300414.7185197,70805914.87407988,89875318.9,516383533.4108463,79401104.20741664,163271170.0842665,637570387.7020172,163529859.01470017,450404.0823501493,6671002905.112307,1341074.9158711256,26717256.137644064,9519578251.954807,96643812.28168148,158785326.8,32451452.508456636,98699074512.21951,7727336.369218164,127320285.63462909,3.402823669209379e+20,92410706.13,527809976.50380754,14923.331576914592
2023-11-03 00:00:00+00:00,499613438.77049166,821577324.3,8856665.422521101,2065070.2623445715,53083636.15,101252530.60794182,84465326.09,83779490.90645325,285033215.5,924601720.216568,633951324.3556759,151985321.59912106,674219266.8528894,550214590.0126256,70809205.39631294,89864713.38032489,516383533.4108463,79653432.15913299,162334392.64253408,636724529.5337757,163512916.5466067,450308.3787927396,6669753787.954225,1340686.4338711256,26722409.11454387,9511489508.492102,96644851.49224886,158686970.7691465,32452934.840381883,98689648783.73944,7687947.447636064,131468946.4354654,3.4028236692093796e+20,92154596.95698674,527596916.8338114,14967.174403089715
2023-11-04 00:00:00+00:00,499604209.1604917,821594766.6,8860393.415864827,2064485.6646306943,53150808.88870746,101262904.10698654,84687039.80918224,84852260.46426181,285019326.6,924123923.6928988,639096873.7689173,151985321.59912106,682250417.8481656,549998578.6062156,70730608.75,89834976.62,516383533.4108463,79499669.36347085,160735524.1653718,639249841.3,163492932.54568493,450308.3787927396,6671128821.152227,1340025.2079411256,26736666.97536999,9517691000.181768,96643704.76066896,160045420.47219935,32445214.23124055,98689025881.69846,7588315.175935814,130186274.00934018,3.4028236692093796e+20,92234189.166701,527527495.9647267,15420.89720226972
2023-11-05 00:00:00+00:00,499603971.3004916,822696223.1304848,8862787.592,2065739.710979025,53217123.172212735,101250478.52684183,84914900.56551138,84672266.43806149,286240790.4,924044509.45841,641578582.9830388,151985321.59912106,683536334.3191438,548797050.2319105,70766226.01048268,89797883.89,516383533.4108463,79595311.77246256,159658053.34669313,636664066.1,163223326.1049381,450308.3787927396,6667044366.140509,1338205.1579411258,26734914.78158309,9509273987.968777,96646911.13370618,160068243.25703368,32447977.60052586,98647586992.0,7594490.522139284,133520535.201847,3.4028236692093796e+20,92242826.63321532,527629782.1206831,15459.529076610586
2023-11-06 00:00:00+00:00,499603723.3204917,811536364.4,8890352.024,2064519.4386066147,53289492.77865535,101370353.93266518,84277301.59033856,84766362.53425711,286226901.50499994,921022146.214686,637895750.1891004,152319115.49112108,744275645.4946761,549187771.1993448,70720556.39249542,89770309.80762489,516383533.4108463,79553107.30869876,157797608.87994924,631525708.9097134,163495919.86364594,450308.3787927396,6670344080.0,1328214.3579411255,26737800.149547525,9504691581.84732,95862059.54678042,160123823.29234597,32450139.739593424,97890965618.08173,7600190.396469554,134418837.9934793,3.402823669209379e+20,92242826.63321532,529246168.1138637,15236.213967770587
2023-11-07 00:00:00+00:00,497502714.5304917,824482424.1869373,8838495.760635197,2065439.176200023,53386382.11093132,100766878.75748277,84523833.04271041,85101286.93785396,286210234.8249999,917227822.2948396,638056503.5641992,152319115.49112108,744494645.5219697,548822806.0598891,70655033.73,89792963.8,510772396.15784633,79287892.89693646,157984784.11949208,631509002.4898183,161242022.77435663,450718.47819662385,6670907063.957893,1326397.2188727756,26732487.725792587,9494837784.243256,95877110.19530512,160132143.88352814,32602814.482215703,98008627489.38686,7605896.784188123,137564692.22911134,3.402823669209379e+20,92243859.78779235,529156666.8400088,15223.16538265329
2023-11-08 00:00:00+00:00,497502294.5304917,818916484.1869382,8871428.88,2064917.471274132,53592892.23365491,101216804.73029092,83866263.49338876,85140779.43264757,287209853.3,914181982.2153332,638136290.7858067,152319115.49112108,754157197.5836807,549259430.1202317,70903974.43812065,89785904.45372489,510772396.15784633,79317165.89545171,157734009.07018173,631622463.1124915,161260922.2825795,450700.60089670663,6672055786.817486,1326380.0288727756,26726395.25225742,9508440162.371658,70084339.70763779,160193528.08021262,32607526.14818582,98208166994.08394,7618897.058963727,137328925.7002475,3.402823669209379e+20,92267090.39394449,529195064.7805485,15234.527386633292
2023-11-09 00:00:00+00:00,490460074.2350512,821469666.1394043,8984767.500070635,2060420.2909055871,53675585.80031091,101089566.65937167,82585371.67689355,85398701.36966456,287066797.6,914019454.4079472,633653063.7,152663051.78312108,755624946.1930958,548041804.4901335,70890076.75,89686366.89072488,500772396.15784633,78591355.66,156150901.64247942,630819472.2143761,161260922.0825795,450621.7217539207,6671814845.223312,1273328.6132445156,26723903.74060735,9493873899.0,70082908.59708971,161436311.57205454,32468725.497438304,99350776864.38802,7581498.725024538,137966084.11823052,3.40282366920938e+20,92237090.39394449,528759100.88585263,15295.125844736693
2023-11-10 00:00:00+00:00,491937420.3467489,822221778.5284023,9004547.973,2068232.651612231,53708786.79585663,101348500.46818487,84399059.06692207,85455784.74,287916466.0,914546887.317662,628941998.9010814,152663051.78312108,778943151.6944636,548230104.0332717,70807010.05043213,89688804.91,500772396.15784633,78175927.92435953,156625261.8181193,631079660.7805569,161255207.14326456,451094.6206550945,6656466046.794875,1273197.9725045157,26713964.916312512,9501042484.833956,70333135.12330167,162688150.78372997,32486637.64900109,99499467294.2812,7577927.066003567,134798737.46018675,3.40282366920938e+20,91682679.43,528874791.8330955,14858.941797183928
2023-11-11 00:00:00+00:00,501405225.73462486,819164521.2412094,9024288.142883103,2064924.5159029488,53814687.930223614,101526702.4137659,84971357.65476085,85448274.37989461,288419635.1,915199214.2650478,625125399.2591639,152931316.57512107,779123554.8851731,549499073.4244738,70820333.15891826,89708477.98982489,500772396.15784633,78865587.77152537,160177537.0516962,631260969.0020179,161176038.42715037,451527.04259761935,6661129060.869409,1279452.4607371248,26708778.96500374,9512047346.0,70333907.94413158,162769549.2977787,32491847.760847133,99501107692.84868,7557393.069611568,135195321.65935767,3.40282366920938e+20,91783337.56019004,528941361.3504313,14853.783205519923
2023-11-12 00:00:00+00:00,508687794.76234627,824678757.1898992,9005066.008,2075684.8056886548,53889755.32773062,101205501.78146552,82635925.56678969,85500152.82,289147029.9789999,914592265.5,621923294.4458454,152931316.57512107,779574162.1484989,550402789.2833444,70818109.96263078,89701086.21392488,500772396.15784633,78768889.58576216,160344319.13061965,631511157.5261883,161165133.6729125,451716.63679416134,6663152179.447705,1301099.713993737,26707720.089685597,9498469015.805788,70335412.37168612,163074710.50943938,32489657.45733429,100773491313.5388,7652270.494042126,137091861.8531833,3.40282366920938e+20,92683300.4528078,529007271.31823486,15044.09800227971
2023-11-13 00:00:00+00:00,512195516.3817568,825496658.4097207,9010830.938,2079770.526658528,53999362.14903599,100780763.6686942,76725163.54021832,85542148.53183503,288878863.2989999,914660674.9240084,621759649.8752894,152931316.57512107,780047890.2859087,551317021.7147226,70725558.46269196,89652850.22,500772396.15784633,78684941.76203887,160269662.60962838,633033475.1258845,161172440.61397392,451059.8727095613,6663566173.119228,1302167.6039937371,26704918.53378191,9495784475.870028,70332684.00316226,163566480.28804374,32499013.789693892,100642618301.66112,7643951.075472368,137055627.3,3.40282366920938e+20,92686355.16807644,528911736.2074191,15067.251281894742
2023-11-14 00:00:00+00:00,519322733.9179336,820571804.0016106,9012883.193112765,2081976.1756554537,54185296.77828164,100803063.39746892,76719616.67,85618418.61463799,290234679.6779999,914373940.7959212,622061331.5655086,152931316.57512107,777530245.5401901,549024997.8649784,70048954.45879541,89564279.55,500772396.15784633,78848918.50586721,160458121.4059893,633110161.6270523,161036281.2975154,450849.3266191426,6663435474.009354,1332432.751632357,26704653.467631288,9489475594.446005,71027364.37106484,163630366.72697645,32490721.85254145,100637566279.36948,7613416.322344268,137106885.42025998,3.40282366920938e+20,92689106.93357892,528959262.0901391,15181.25166062398
2023-11-15 00:00:00+00:00,518041459.3953763,820855530.5111359,9007496.468,2081039.0328419593,55511974.66965967,100860406.5833951,76625754.31354979,85607116.39435183,290579350.49499995,913357481.0604053,622856193.3921006,152931316.57512107,777269942.4418043,551344234.9476982,69922183.79769035,89585185.84,500772396.15784633,78939094.23876296,160021192.38067287,632290532.2,161090552.67640415,450673.6298897273,6613694954.470186,1312432.751632357,26709870.59688292,9512938785.0,68676376.90900022,163742928.6115029,32490525.550590698,100836550537.04808,7611262.921625357,135945214.9761695,3.40282366920938e+20,92708722.50384676,529008619.3541301,15494.52719041348
2023-11-16 00:00:00+00:00,527111563.5692158,822473023.8129593,9005450.365527108,2065821.8722335645,55592458.64879298,100995665.59978294,76791825.14670497,85573323.44924758,290579350.49499995,913014099.2049308,619362737.9465084,152154292.42527157,777064847.9778812,548783656.8,70872532.99,89570408.03822489,500772396.15784633,78760077.31343667,159924644.09674814,631358952.6273366,161068509.1231155,451072.8127117736,6613425705.967099,1309403.573372357,26712670.36613746,9503010022.0,67935252.47762379,160283797.06491736,32488918.39856544,100831979010.54228,7679494.602587467,135697723.0173709,3.40282366920938e+20,92727457.95802397,529083352.6391586,15558.935345422811
2023-11-17 00:00:00+00:00,507754069.3872075,821342936.0678076,9011703.024559062,2064206.5621568668,55683544.86169461,100919091.86220276,77552981.93139344,85619039.04489423,290573794.9,912918619.1631124,622295216.9,152154292.42527157,777672294.1,549953099.6764879,70923810.92,89576859.11842489,500772396.15784633,78723507.83083388,159600380.3348782,631897729.9802791,160902920.1027442,451145.1242673876,6614033323.008852,1286969.759462357,26713095.64550821,9492904978.820429,67934643.49893951,160315750.65306947,32513029.29383013,101857727162.93063,7650335.784931625,135503290.56863564,3.40282366920938e+20,92727770.25866784,529045394.8071132,15154.266542762927
2023-11-18 00:00:00+00:00,522254656.8134349,823466707.2242948,9014654.837332897,2067746.6644509693,55774342.839450136,100988053.8244974,77471988.75242491,85627224.62564392,290536294.9,912493513.0454792,619100044.8893609,153013355.56127158,777546168.4907672,551103312.6570351,70969388.75,89564521.04,500772396.15784633,78690444.50699013,159811979.2697627,631552761.4496653,160901260.1440072,451315.0144940113,6613455823.008852,1286969.470662357,26726648.610112708,9505813403.761517,68212857.82999575,163797355.10068467,32513402.003443033,101868783118.9227,7736613.221129756,134839149.14057764,3.40282366920938e+20,92728118.24594232,528969582.35739434,15410.38263788055
2023-11-19 00:00:00+00:00,505648748.4495177,823476336.3,9010866.83051182,2070219.847972724,55859110.99462141,101028487.45430402,77619445.26816761,85605822.52587672,290508517.10499996,912301430.6461432,620499853.6346184,153013355.56127158,777786009.2529072,553136816.2628248,70953437.92449018,89533079.58942488,500772396.15784633,78762374.75838086,162054134.96044704,631418058.0675979,160891634.18170553,451395.2078243745,6616293115.204739,1286969.470662357,26729346.392275583,9518537167.08628,68202878.82168242,160472208.76895037,32518467.895185336,101663057615.38014,7740488.429105027,134866753.6,3.40282366920938e+20,92728966.65902284,528973761.9764165,14128.949982611864
2023-11-20 00:00:00+00:00,507117738.8,819944310.0657203,8996950.187945878,2069779.148059982,56007974.75397022,100120931.5858777,78347143.95919272,85603764.48625153,291456721.48199993,911680954.568158,620721771.2094223,153013355.56127158,792793822.3907125,553742736.7784241,70920290.57805105,89483080.79,500772396.15784633,77688771.48309113,161610158.4483885,631012521.4,160781264.47743115,450842.8621,6615304847.904607,1286969.470662357,26733595.316957243,9522198978.0,67819377.78176878,163910489.24087515,32522617.11436533,103575524288.52502,7760606.141515026,135033664.36313152,3.402823669209381e+20,92724989.01838918,528850033.38695776,15468.975008166495
2023-11-21 00:00:00+00:00,508369244.7868479,818874497.6497104,9001927.346024059,2069047.264350101,56112975.41927482,100173227.35375376,77393339.17807968,85593219.49387161,288867872.99399996,910998978.3431582,618208166.5552166,152113355.56127158,794194633.6971143,552976278.2561388,71055063.11607493,88903408.71656786,500772396.15784633,77212567.88993597,156780956.3921311,631081955.2957515,160770044.17654195,450427.8101694421,6615745085.539251,1288781.490662357,26733231.654791996,9523738300.978174,67819377.78176878,163991888.88990736,32524887.197316173,103672345700.52472,7714020.310276017,135354892.03380352,3.402823669209381e+20,92590790.68458134,528842202.02828306,15617.518790040378
2023-11-22 00:00:00+00:00,510179663.2909269,818874497.6497104,8958579.896414658,2071091.3471472496,58068509.26,100197587.20986772,77621114.68633492,85598104.22390816,284420270.54981595,910846679.7320892,621166939.9,152113355.56127158,785799293.1090342,554695154.2098595,69933654.33910657,89455635.81,500772396.15784633,77190213.14824647,155814689.38017356,630600644.2262843,160832068.9259773,440859.8196249041,6615208281.844876,1290441.724622357,26734838.29222684,9528201177.844778,67688499.01,157605574.71601832,32529321.730485793,103873883455.9564,7414623.993607437,135172030.04095075,3.402823669209381e+20,92625133.51,528962008.4551746,15643.179359454793
2023-11-23 00:00:00+00:00,510975806.26723903,817400238.4784987,8959435.945341676,2074648.5711493036,58068556.33204173,100441519.63143411,77706513.05889708,85613509.77186768,301303225.55403244,910820738.1003962,626323525.2204962,152934001.51627156,786483383.7367121,552917694.2777299,69951354.84455942,89425681.35062489,500772396.15784633,78298981.29312639,153955185.3626885,630266157.1423568,160827897.17509836,441544.54288736614,6617134891.524186,1288705.614622357,26738897.738222085,9537843084.433342,67688236.57207203,157634885.15130547,32606333.084759265,105447121029.06458,7368568.609465536,135952659.1,3.402823669209381e+20,92650654.59405048,526919666.7,14822.035220331514
2023-11-24 00:00:00+00:00,510142404.1298856,816228061.8527162,8956244.479329837,2095806.1636896504,58168241.94182764,100634127.26951964,75829449.17965047,85683062.03768347,309078952.8,910322847.7205544,620531452.3427463,152934001.51627156,788379467.4245546,554089631.5355082,69867634.75370038,89376386.27062489,500927928.9659392,78526494.72917956,153943197.35495067,630590741.1629314,160814847.65380177,449255.3074548153,6613047253.433577,1290201.9341457677,26740068.216927696,9530137726.228664,67685262.97222543,157611165.92461184,32601926.70996384,101807754795.82034,7385162.562767992,136671067.01094845,3.402823669209381e+20,92654865.15,527211190.6388742,14823.374690641318
2023-11-25 00:00:00+00:00,510315822.0375911,816239391.3799111,8955980.010603968,2097806.583629253,58192305.99027636,100706740.80857988,76063629.16017336,85668111.29088971,309031730.5,909676988.8606296,621410691.2159544,152934001.51627156,788605379.8354669,555295384.3938041,69815976.79,89360029.28062488,500927928.9659392,78547492.73166628,152409073.74731228,630593165.9167722,160789298.63426864,448445.8474148258,6614608724.616798,1291682.1941457675,26770524.497286912,9523075361.000254,67684383.93320957,157675116.8525759,32598293.523901824,100654291847.30438,7395261.800685567,137194516.28419894,3.402823669209381e+20,92659094.2,529519248.3526566,14840.337762712024
2023-11-26 00:00:00+00:00,513811559.972204,816242092.1336106,8931816.853547303,2096154.650331153,58192305.99027636,100267374.49206464,76118644.37804301,85601397.74862634,309006063.8,909929305.5712714,620255410.5187595,152934001.51627156,788642646.7805221,557445138.5663257,69851956.31633236,89351069.45662488,500927928.9659392,78432280.26032712,150955240.44401118,630326689.8948994,160685832.0545398,448413.8985424755,6615201870.889688,1291674.2491857675,26766111.14642475,9525490712.122244,67683798.33785444,159643692.5378074,32589055.358841725,101431882825.95856,6971215.099879187,137413964.38466868,3.402823669209381e+20,92667414.04169545,529490932.71741,14877.298306932926
2023-11-27 00:00:00+00:00,514012674.4898332,816244095.0044614,8930252.081785107,2096727.3934242085,58246540.56774776,100374400.06436072,76173306.44849938,85639673.38862635,308979952.7,910195195.2971556,621869036.0462829,153073652.92485788,788573036.6,556661636.8658278,70281157.58522567,89332772.5,500927928.9659392,78330421.71920697,150496793.1643681,630514563.7340392,160655450.27047762,450986.9084629218,6576475964.602386,1293224.2491857675,26770284.386465203,9533063999.0,67683798.33785444,159724407.1396971,32589752.85166187,100657554601.19786,6809313.260994856,138116874.49506354,3.402823669209381e+20,92678653.51698104,529340261.1094824,14904.204088832425
2023-11-28 00:00:00+00:00,514006914.2098332,816258839.7756392,8928637.214301646,2098789.0489536943,58221623.75763125,100523787.95744544,76204383.06740181,85616746.90895553,308977174.94299996,908875673.2732248,626544714.4603035,153073652.92485788,789035303.8576258,558354633.9612906,70355348.00199175,89324612.02862489,500927928.9659392,78195073.34349798,150158236.75579998,625475905.9691211,160653382.0276371,451122.0441744921,6568650298.663091,1293217.9134157675,26778028.873143084,9528819967.493343,67654979.86904259,160319894.75278395,32594297.08,101058522842.2214,6895502.631,137678204.91583878,3.402823669209381e+20,92001212.02804884,529428924.6200043,14942.713271707844
2023-11-29 00:00:00+00:00,511503876.3208096,818379599.2821339,8894742.47,2098232.6625472875,58220551.33300716,100095236.00893731,76534573.42151059,85504341.58468272,308974397.2,909044448.13918,626446178.1385368,153073652.92485788,788769522.4388762,557389526.0871859,70268137.64491352,89339083.79,500927928.9659392,78179177.37108545,149430127.61407524,627822415.4,160706882.0595296,451101.9092769407,6568909216.031222,1293239.7259927676,26801605.817254845,9533888438.352478,67645366.41449793,160263412.5599794,32596407.35504426,101192914741.26115,6870522.772363352,137720211.9572418,3.402823669209381e+20,91015637.02804884,529426876.3091779,15007.988858400166
2023-11-30 00:00:00+00:00,511198798.69080955,811301750.0,8883169.745696548,2098163.8304522485,58220815.23981553,100190100.51149164,75543942.68509436,85510789.02950267,308501501.6531802,909136334.64326,633471370.5963656,152879208.4804134,780756953.6999952,557803025.4102619,70253165.46312906,89464980.48880166,500927928.9659392,78256992.53286003,149188192.58048448,627533767.5265825,160720866.46443057,446745.64805448655,6573140445.981858,1293188.0248027677,26799865.94455408,9533901393.0,67645366.41449793,160467494.22759938,32567001.157203164,100488288435.98685,7059574.617407371,137337351.51491332,3.402823669209381e+20,91003628.19348463,529470833.5629163,15032.67699087587
2023-12-01 00:00:00+00:00,511970000.0254824,811625993.2658776,8898562.087504145,2083400.5278856244,58191801.86326763,100233003.79857457,76042889.68,85479203.86249223,307670660.6526624,908905831.6619824,631879544.2892389,153226173.6124134,782342823.5679176,554660180.4,70202813.7,89463950.58180165,500927928.9659392,78430350.66831869,146520319.7,627536666.6948509,160801800.3528987,446840.0792903303,6561162259.867516,1293187.2848027677,26797279.998069637,9535861046.0,67634409.70125543,160325219.20639917,32574693.15997564,99743616476.42525,7071566.4518279815,137046179.64183787,3.402823669209381e+20,91009826.4,529227297.7009541,15045.719114365504
2023-12-02 00:00:00+00:00,512026364.39483136,815078138.4013585,8904561.670100639,2022591.0034550044,58173488.64717932,100590312.49139827,76209739.68657821,85483970.18033738,307670660.6526624,908864933.3221942,633000638.6743685,153226173.6124134,780974538.1583097,553327047.6920335,70212599.01090273,89441603.38080165,500927928.9659392,78403573.29,146222557.5065806,627831431.0328025,160817537.80224556,447053.34225508623,6565511747.639827,1292440.8748027675,26796733.79894782,9549649989.0,67579810.78849538,160560013.1038976,32574099.488610774,99727479860.85312,7091872.533455201,137437297.32334474,3.402823669209381e+20,91011053.89435674,529192405.0720351,15078.75050987814
2023-12-03 00:00:00+00:00,512026364.39483136,815073307.0775185,8902150.740607683,2037849.9357097324,58191801.34846109,100565824.2373567,76785060.69958901,85587027.04695863,307637327.3126624,909026734.3407816,630457565.7771785,153226173.6124134,790903949.6829801,553816328.9669256,70021951.73437828,89393983.49300165,500927928.9659392,76860984.52237129,146313114.25736788,627910716.1281568,160815424.0279006,447344.5358180715,6559114866.114245,1263335.0568427676,26805017.62108816,9546275302.781277,67564521.10453951,160227284.2440568,32709762.56,99005352124.40369,7148395.909401751,137200364.0436285,3.402823669209381e+20,91016491.80374944,529214991.44731855,14857.860262904418
2023-12-04 00:00:00+00:00,509625430.8448314,814640057.4768302,8909685.523440594,2044340.9487901176,58169505.56510546,100693438.9735601,75349247.90189165,85457082.69058159,307637327.3126624,909066823.5725206,627189893.8080591,152559506.94574675,786725650.5862592,554800355.7453399,69938692.90642633,89246542.60840166,500927928.9659392,80708142.05853651,144667438.9038644,627464215.2594008,160802057.98903915,447654.4934053727,6567330969.548106,1266252.3035416475,26805231.610656876,9550593213.997433,67343330.28913979,160667193.38350052,32697985.797761332,99959156264.099,7149516.792828279,137083683.83965433,3.402823669209381e+20,91040740.39842604,529132506.9954517,14901.037021468894
2023-12-05 00:00:00+00:00,507825430.8448314,828024401.5158943,8920526.430122377,2052311.402471514,59180625.66,100381083.15581396,75454091.96621813,85482731.81804034,307622870.65966564,909966817.9545592,626367460.4545143,151484484.94885787,787000703.2388171,555887849.2452657,69904789.02797893,89182514.00860165,500927928.9659392,80310346.49,143413702.49883047,627363112.1992832,160800088.71192026,447646.91122133954,6573668420.287288,1266250.8635416476,26798257.065530784,9524413155.0,64730656.44054731,161053511.29984292,32697073.59778173,100329066225.32812,7155201.582678259,136886157.7795015,3.402823669209381e+20,91038219.40848796,529202126.2887052,14906.635861006243
2023-12-06 00:00:00+00:00,507816943.0274351,828024401.5158943,8924140.927050402,2080020.1276335428,59287475.33518383,100476674.13026762,75983655.79939274,85556921.28522316,307650215.6358657,907383618.4626712,629275862.7007883,151484484.94885787,795388675.1104404,555758294.7,70001214.59370717,89213864.87860164,500927928.9659392,80037457.36134493,143407451.11466405,626924487.6320524,160801069.66625533,448125.54670385056,6565681986.156485,1267745.6249449877,26796624.356675506,9515605796.972712,62537790.82,160708397.45515522,32700811.69539797,99942372519.86778,7140125.326882653,136894135.77937117,3.402823669209381e+20,91060746.43,529301898.52137744,14975.481585485595
2023-12-07 00:00:00+00:00,507816943.0274351,826685351.7874511,8936824.455634467,2058411.3882537992,59421790.799233735,100120642.64168526,74836183.01554325,85026795.17,307511326.7358657,905936591.5633425,630852802.9344763,151484484.94885787,796803098.0222304,536116067.6,69903425.90509452,89110182.25860165,500927928.9659392,79870313.49855757,144419228.84639615,626663016.6,160827673.60185805,444187.5587011493,6573715057.797558,1267140.2686651975,26811133.74555325,9521361394.14684,63179876.44801646,161291726.6995345,32702662.17168458,99859752474.06303,7172001.941084277,136577482.33537403,3.402823669209381e+20,91201880.04546772,529303698.5153985,14760.519393754648
2023-12-08 00:00:00+00:00,506216943.0274351,827122467.9371397,8938016.916177183,2066831.5599316524,59583219.50464944,100224450.23758934,75460768.54409868,85296756.71876973,307507993.40586567,906363243.6552118,632807689.1788012,151484484.94885787,804729141.8089347,534319835.4608821,70015122.68569309,89041172.49460164,501427928.9659392,80219176.42807409,144019140.63389432,626864360.7614207,160931920.2988964,443266.7690493899,6560710575.856907,1266980.0333766176,26802576.165117286,9522080792.530865,63268027.16879429,161223037.50681806,32700325.28894214,100012407477.64636,7175745.417396267,136240107.77038178,3.402823669209381e+20,91219440.6883838,529816260.9141253,14792.87090758529
2023-12-09 00:00:00+00:00,504595822.31602144,823234096.3436748,8959914.23,2074398.090883653,59618150.48803844,100260089.42345417,75958038.37251712,85326940.53,308496984.54739946,906470582.6847948,645460628.0172592,151484484.94885787,805087532.3170629,529838027.66600055,70114568.99,89138300.01150128,501427928.9659392,80353650.17570345,143247335.36706424,626967095.7540486,160932672.29235467,443453.13186884136,6554131635.868375,1265596.1233766177,26795603.60039804,9505650320.319431,63150469.24508036,160902164.4589056,32709867.392950803,100357646632.78204,7181457.227806205,136148180.36911574,3.402823669209381e+20,91270332.79389164,529835063.2065036,14900.59782326112
2023-12-10 00:00:00+00:00,507924228.6741139,817414261.5841227,8970121.951,2077151.691067687,60103707.677469544,100248381.4529806,76331785.25903907,85350826.89525692,308047608.67339945,906417993.5,647877049.4687508,151484484.94885787,805295655.0527211,529410705.6211132,70108771.98950176,89164980.73952088,501427928.9659392,80411940.69,143243708.58944398,627102973.1068649,160930429.37775412,443880.9516644576,6560488644.871524,1263877.5633766176,26789437.762687303,9510260622.583729,63085083.13908276,161096625.84702638,32707918.70372688,100571706526.99448,7236426.043420844,136133823.96289632,3.402823669209381e+20,91275101.87543146,529598594.9046478,14944.295024431523
2023-12-11 00:00:00+00:00,509389334.26196,817493702.2625879,8975341.902791921,2093835.7114249864,60606886.944612116,100324594.67730278,75741361.22742063,85264057.19770005,308047608.67339945,906706346.4275688,647819276.2776899,151484484.94885787,807093523.3969076,529157811.92140746,70079958.86422117,89243040.38221397,501427928.9659392,80325153.07474178,139187081.03613225,627264978.0769745,160880573.2,435270.2504943257,6543773873.456945,1262315.2183153075,26808349.811696704,9490912221.091406,63471651.515613295,160972993.72450894,32715784.42080405,100281416612.97542,7234315.224417401,136539691.9,3.4028236692093816e+20,91271210.25,529457713.9260596,14977.758764293174
2023-12-12 00:00:00+00:00,510373790.8676084,815803508.2481189,8979455.732293462,2098845.0289009507,60661253.94321428,98288615.6008036,75854486.39802584,85283750.61115965,308048997.56339943,906269695.4796696,646678458.4734485,151467749.08629525,810585538.6808981,529803401.51743686,70135277.81,89447759.50963882,501427928.9659392,80094627.06293695,135653542.9569046,626830198.0645945,160822688.34164074,438048.0426696426,6544598025.043947,1215796.3507308278,26810704.86335189,9497455909.355465,63828131.678323954,160670598.7956177,32716542.77597997,100228071201.47408,7186205.436301885,135958777.88168752,3.4028236692093816e+20,91312639.46232516,529522107.3144344,14943.91699726372
2023-12-13 00:00:00+00:00,510367283.8676084,815833174.7555796,8984591.862744948,2097745.9744317164,61525932.944987334,98956236.17780578,75000711.49797864,85406839.11247237,308049018.74059165,906238109.1,650711839.5795528,151467749.08629525,809041120.5460507,530894795.4714789,70174103.45127463,89400438.51928595,501427928.9659392,80272912.34152253,136517271.7857455,626907835.7123958,160823548.1,438584.8988706866,6544180385.301185,1215892.9523011977,26812869.11229649,9493867190.0,63832034.52577437,160798550.45427245,32713915.40050497,99448886295.12378,7190643.405249786,136050990.54495215,3.4028236692093816e+20,91327072.45241667,529376107.7890096,14931.122702132789
2023-12-14 00:00:00+00:00,510357279.27760845,815832440.8721778,8964770.951924425,2081124.61436286,61815342.74993101,99207607.51918264,74155794.13107345,85321045.42197183,308049018.74059165,906261672.4357609,650894605.9133226,151467749.08629525,811846870.8078548,531092845.5325829,69968832.97062694,89447422.84455903,501427928.9659392,80482307.03149745,137894562.8616727,626631303.2370554,160774373.75663778,438107.5710542597,6541861800.265589,1215905.5463011975,26813329.43267286,9499493806.0,64231468.51577437,160358147.03819078,32730234.12345137,99563164317.23695,7203439.702359215,136101974.15188968,3.4028236692093816e+20,91338337.24302244,529412684.1017884,14944.165371652784
2023-12-15 00:00:00+00:00,510344560.4976083,815857703.2,8922250.482250595,2087512.9075175975,62045746.17685782,99343670.23273592,74605700.09165631,85389276.68527581,310376938.5385916,906302803.6264307,648146010.5255809,151467749.08629525,812146086.0358399,538747454.2878176,69928840.67925103,89519900.75447457,501427928.9659392,80535037.85284843,137459588.9001085,626739648.7346212,160809643.31075624,438702.1931302483,6537525008.895513,1217404.4769854776,26811009.99333418,9504304183.284803,64299669.94977336,160414255.61095697,32766438.880984575,99979870205.45296,7193584.693846546,136347546.02321896,3.4028236692093816e+20,91338816.33697028,519241996.9833127,14991.587996037422
