datetime,chainlink_whale_transaction_count_100k_usd_to_inf,uniswap_whale_transaction_count_100k_usd_to_inf,dai_whale_transaction_count_100k_usd_to_inf,aave_whale_transaction_count_100k_usd_to_inf,ondo-finance_whale_transaction_count_100k_usd_to_inf,ethena_whale_transaction_count_100k_usd_to_inf,maker_whale_transaction_count_100k_usd_to_inf,injective-protocol_whale_transaction_count_100k_usd_to_inf,lido-dao_whale_transaction_count_100k_usd_to_inf,raydium_whale_transaction_count_100k_usd_to_inf,dexe_whale_transaction_count_100k_usd_to_inf,pendle_whale_transaction_count_100k_usd_to_inf,telcoin_whale_transaction_count_100k_usd_to_inf,olympus_whale_transaction_count_100k_usd_to_inf,1inch_whale_transaction_count_100k_usd_to_inf,frax_whale_transaction_count_100k_usd_to_inf,convex-finance_whale_transaction_count_100k_usd_to_inf,0x_whale_transaction_count_100k_usd_to_inf,frax-share_whale_transaction_count_100k_usd_to_inf,stargate-finance_whale_transaction_count_100k_usd_to_inf,yearn-finance_whale_transaction_count_100k_usd_to_inf,crvusd_whale_transaction_count_100k_usd_to_inf,sushi_whale_transaction_count_100k_usd_to_inf,cow-protocol_whale_transaction_count_100k_usd_to_inf,loopring_whale_transaction_count_100k_usd_to_inf,lcx_whale_transaction_count_100k_usd_to_inf,band-protocol_whale_transaction_count_100k_usd_to_inf,clearpool_whale_transaction_count_100k_usd_to_inf,usual_whale_transaction_count_100k_usd_to_inf,rocket-pool_whale_transaction_count_100k_usd_to_inf,uma_whale_transaction_count_100k_usd_to_inf,api3_whale_transaction_count_100k_usd_to_inf,compound-ether_whale_transaction_count_100k_usd_to_inf,spell-token_whale_transaction_count_100k_usd_to_inf,orbs_whale_transaction_count_100k_usd_to_inf,tellor_whale_transaction_count_100k_usd_to_inf,marlin_whale_transaction_count_100k_usd_to_inf,liquity_whale_transaction_count_100k_usd_to_inf,pinlink_whale_transaction_count_100k_usd_to_inf,numeraire_whale_transaction_count_100k_usd_to_inf,ssv-network_whale_transaction_count_100k_usd_to_inf,bancor_whale_transaction_count_100k_usd_to_inf,balancer_whale_transaction_count_100k_usd_to_inf,oraichain-token_whale_transaction_count_100k_usd_to_inf,coin98_whale_transaction_count_100k_usd_to_inf,dia-data_whale_transaction_count_100k_usd_to_inf,tokenfi_whale_transaction_count_100k_usd_to_inf,dodo_whale_transaction_count_100k_usd_to_inf,magic-internet-money_whale_transaction_count_100k_usd_to_inf,dydx_whale_transaction_count_100k_usd_to_inf,kujira_whale_transaction_count_100k_usd_to_inf,keep-network_whale_transaction_count_100k_usd_to_inf,smardex_whale_transaction_count_100k_usd_to_inf,messier_whale_transaction_count_100k_usd_to_inf,hashflow_whale_transaction_count_100k_usd_to_inf,renzo_whale_transaction_count_100k_usd_to_inf,liquity-usd_whale_transaction_count_100k_usd_to_inf,ampleforth_whale_transaction_count_100k_usd_to_inf,wrapped-nxm_whale_transaction_count_100k_usd_to_inf,whiteheart_whale_transaction_count_100k_usd_to_inf,hegic_whale_transaction_count_100k_usd_to_inf,insure_whale_transaction_count_100k_usd_to_inf,paraswap_whale_transaction_count_100k_usd_to_inf,orderly-network_whale_transaction_count_100k_usd_to_inf,bella-protocol_whale_transaction_count_100k_usd_to_inf,degate_whale_transaction_count_100k_usd_to_inf,stafi_whale_transaction_count_100k_usd_to_inf,unizen_whale_transaction_count_100k_usd_to_inf,melon_whale_transaction_count_100k_usd_to_inf,chainflip_whale_transaction_count_100k_usd_to_inf,seth_whale_transaction_count_100k_usd_to_inf,alchemix_whale_transaction_count_100k_usd_to_inf,perpetual-protocol_whale_transaction_count_100k_usd_to_inf,harvest-finance_whale_transaction_count_100k_usd_to_inf,badger-dao_whale_transaction_count_100k_usd_to_inf,polkastarter_whale_transaction_count_100k_usd_to_inf,synfutures_whale_transaction_count_100k_usd_to_inf,lever_whale_transaction_count_100k_usd_to_inf,quickswap_whale_transaction_count_100k_usd_to_inf,ramp_whale_transaction_count_100k_usd_to_inf,inverse-finance_whale_transaction_count_100k_usd_to_inf,tokemak_whale_transaction_count_100k_usd_to_inf,ribbon-finance_whale_transaction_count_100k_usd_to_inf,cryptex-finance_whale_transaction_count_100k_usd_to_inf,kryll_whale_transaction_count_100k_usd_to_inf,orion-protocol_whale_transaction_count_100k_usd_to_inf,aura-finance_whale_transaction_count_100k_usd_to_inf,airswap_whale_transaction_count_100k_usd_to_inf,trustswap_whale_transaction_count_100k_usd_to_inf,morpho_whale_transaction_count_100k_usd_to_inf,compound-usd-coin_whale_transaction_count_100k_usd_to_inf,stake-dao_whale_transaction_count_100k_usd_to_inf
2023-07-26 00:00:00+00:00,180,24,0,39,0,0,69,1,73,0,0,2,0,2,0,12,7,6,8,5,2,44,0,0,7,0,0,0,,2,0,1,0,1,0,0,0,1,,6,1,0,3,0,0,1,0,0,19,2,0,2,3,0,3,0,51,5,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,8,0,0,,0,0,0,2,0,0,0,0,0,2,0,0,0,6,0
2023-07-27 00:00:00+00:00,213,30,0,20,0,0,80,18,12,0,0,2,0,0,1,21,14,3,8,6,2,115,5,0,4,0,3,0,,3,2,0,0,0,0,4,0,0,,8,2,0,0,0,0,0,0,0,7,9,0,0,3,0,0,0,33,2,0,0,0,0,0,,0,0,0,0,0,0,8,2,0,2,3,0,,0,0,0,0,0,0,0,0,0,7,0,0,0,6,2
2023-07-28 00:00:00+00:00,174,34,0,20,0,0,47,3,24,0,0,1,0,4,1,20,10,3,7,8,3,62,8,0,1,2,0,0,,4,13,0,4,0,1,0,0,7,,4,3,0,4,0,0,1,0,0,11,3,0,0,2,0,3,0,12,0,4,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,2,1,0,0,4,0
2023-07-29 00:00:00+00:00,82,60,0,20,0,0,41,1,10,0,0,1,0,0,2,51,5,0,2,0,1,44,2,0,0,0,0,0,,6,0,0,2,2,0,0,0,5,,2,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,0,12,0,2,0,0,0,0,,0,0,1,0,0,0,8,0,0,6,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
2023-07-30 00:00:00+00:00,143,57,0,18,0,0,42,1,22,0,0,0,0,1,6,178,20,1,23,1,8,185,6,0,0,0,0,0,,0,1,0,5,0,1,0,0,4,,0,0,0,1,0,0,0,0,0,38,3,0,0,0,0,2,0,28,0,0,0,0,0,0,,0,0,1,0,0,0,15,6,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
2023-07-31 00:00:00+00:00,179,139,0,151,0,0,73,33,68,0,0,0,0,0,15,210,51,7,29,9,5,109,7,0,0,0,0,0,,8,1,1,3,5,0,0,0,0,,0,7,0,9,0,0,0,0,0,37,38,0,0,1,0,3,0,44,0,8,0,0,0,0,,0,0,1,0,3,0,5,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0
2023-08-01 00:00:00+00:00,119,98,0,108,0,0,76,4,39,0,1,0,0,2,5,278,23,9,54,3,5,286,9,0,6,2,0,1,,32,1,0,16,0,1,0,0,1,,1,0,1,4,0,0,0,0,1,66,30,0,0,7,0,0,0,74,1,0,0,0,0,0,,0,0,0,0,5,0,2,0,0,3,2,0,,0,0,0,0,0,1,0,0,0,4,0,0,0,22,0
2023-08-02 00:00:00+00:00,141,109,0,40,0,0,43,4,16,0,0,3,0,11,4,92,17,0,14,0,8,123,13,0,3,1,1,0,,20,1,0,21,0,1,0,0,1,,4,0,0,5,0,0,0,0,0,19,6,0,0,4,0,0,0,22,7,3,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,8,0,0,2,0,0,0,13,0
2023-08-03 00:00:00+00:00,128,22,0,22,0,0,29,2,19,0,0,2,0,2,35,105,36,0,8,5,2,74,3,0,0,0,1,0,,15,0,4,7,0,4,0,0,10,,4,0,0,0,0,0,0,0,1,53,4,0,0,5,0,3,0,20,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0
2023-08-04 00:00:00+00:00,61,37,0,33,0,0,22,0,30,0,0,0,0,1,22,60,6,0,31,11,18,50,2,0,1,0,0,0,,0,1,0,4,0,2,0,0,2,,1,2,74,0,0,0,0,0,0,18,13,0,0,4,0,0,0,22,0,3,0,0,0,0,,0,2,0,0,1,0,2,1,4,6,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0,8,1
2023-08-05 00:00:00+00:00,43,23,0,4,0,0,31,0,7,0,0,1,0,0,0,35,4,0,23,0,1,44,4,0,4,0,0,0,,6,1,6,1,0,0,0,0,3,,4,3,45,0,0,0,0,0,1,10,2,0,2,0,0,0,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,1,0,0,0,6,0
2023-08-06 00:00:00+00:00,34,22,0,6,0,0,34,0,3,0,0,0,0,0,5,39,7,1,13,9,4,28,4,0,4,0,0,0,,2,0,25,6,0,0,0,0,2,,2,0,16,1,0,0,0,0,0,17,4,0,0,3,0,2,0,2,0,4,0,0,0,0,,0,0,0,0,0,0,2,3,1,4,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0
2023-08-07 00:00:00+00:00,115,36,0,33,0,0,16,8,17,0,0,1,0,0,3,43,3,7,5,10,3,92,1,0,13,0,0,0,,8,2,31,7,2,1,0,0,0,,3,0,31,5,0,0,0,0,9,2,2,0,0,0,0,0,0,54,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2023-08-08 00:00:00+00:00,103,30,0,16,0,0,12,2,26,0,0,0,0,9,5,56,12,0,4,7,1,29,1,0,11,0,0,1,,10,0,5,17,0,0,0,0,8,,0,0,54,1,0,1,0,0,31,4,5,0,0,1,0,0,0,27,0,0,0,0,0,0,,0,1,0,0,0,0,3,0,0,2,1,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,13,0
2023-08-09 00:00:00+00:00,124,61,0,36,0,0,18,3,51,0,0,0,0,0,0,69,9,3,4,16,0,42,3,0,8,0,0,0,,11,1,4,4,1,0,0,0,8,,4,0,99,0,0,4,0,0,1,0,6,0,0,1,0,2,0,26,7,8,0,0,0,0,,1,0,0,0,0,0,0,1,0,6,1,0,,0,0,0,0,1,9,0,0,0,4,0,0,0,5,0
2023-08-10 00:00:00+00:00,113,36,0,29,0,0,19,0,17,0,0,0,0,2,1,17,22,3,7,114,4,39,1,0,2,0,1,0,,13,1,4,1,0,0,0,0,3,,0,3,37,3,2,1,1,0,2,4,13,0,0,4,0,21,0,35,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0
2023-08-11 00:00:00+00:00,51,25,0,20,0,0,10,1,20,0,0,0,0,4,0,45,4,1,4,13,1,19,2,0,0,0,1,0,,6,0,21,3,0,0,0,0,17,,0,0,18,0,1,5,0,0,0,10,3,0,0,2,0,6,0,59,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0
2023-08-12 00:00:00+00:00,40,3,0,0,0,0,11,0,4,0,0,2,0,1,4,28,7,1,7,16,0,27,3,0,0,0,0,0,,4,0,3,4,1,0,2,0,2,,3,4,12,0,0,0,0,0,1,2,5,0,0,0,0,3,0,25,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2023-08-13 00:00:00+00:00,61,11,0,0,0,0,6,0,9,0,0,0,0,0,0,19,4,2,3,8,2,28,3,0,0,0,0,0,,1,0,5,6,1,0,0,0,3,,0,5,7,0,0,2,0,0,1,0,3,0,0,8,0,0,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
2023-08-14 00:00:00+00:00,91,38,0,19,0,0,15,1,14,0,0,54,0,1,5,54,8,1,26,12,3,72,7,0,2,0,0,0,,3,0,1,8,2,0,0,0,4,,2,3,8,1,0,0,0,0,4,3,12,0,0,8,0,1,0,46,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,7,3,,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0
2023-08-15 00:00:00+00:00,117,34,0,5,0,0,8,1,45,0,0,8,0,3,0,83,11,1,21,11,5,115,8,0,0,0,0,1,,6,0,3,3,0,0,0,0,10,,1,3,6,2,0,0,0,0,0,25,0,0,2,2,0,6,0,33,1,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8,0,,8,0,0,0,0,5,0,0,0,5,0,0,0,5,0
2023-08-16 00:00:00+00:00,157,71,0,22,0,0,16,0,21,0,0,0,0,0,6,47,14,1,7,14,3,80,1,0,4,0,0,0,,6,0,1,6,0,1,0,0,10,,2,5,12,3,0,1,0,0,0,25,19,0,0,4,0,10,0,33,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,6,0,,7,0,0,0,0,3,0,0,1,1,0,0,0,2,0
2023-08-17 00:00:00+00:00,152,72,0,30,0,0,24,1,46,0,0,6,0,4,13,96,37,0,37,10,4,318,8,2,1,0,0,0,,9,0,1,52,0,0,0,2,5,,3,2,5,2,0,0,0,0,0,5,5,0,0,0,0,5,0,120,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0
2023-08-18 00:00:00+00:00,149,53,0,19,0,0,24,1,75,0,0,5,0,2,3,87,8,18,10,16,4,188,10,1,0,0,0,0,,6,0,2,16,1,0,0,0,5,,1,5,8,3,0,0,0,0,4,5,6,0,0,1,0,0,0,36,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0
2023-08-19 00:00:00+00:00,56,26,0,6,0,0,12,4,17,0,0,0,0,1,2,30,2,0,8,0,4,141,1,0,2,0,0,1,,4,0,0,8,1,3,0,0,2,,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2023-08-20 00:00:00+00:00,18,33,0,2,0,0,3,0,4,0,0,4,0,0,1,22,0,0,14,2,3,38,5,0,2,0,0,0,,0,1,1,3,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,0,0,0,1,0,0,4,0
2023-08-21 00:00:00+00:00,100,58,0,19,0,0,15,0,27,0,0,0,0,4,0,52,5,1,5,8,1,75,5,0,1,0,0,0,,9,0,0,2,0,0,12,1,0,,0,0,2,0,0,3,0,0,0,3,3,0,0,0,0,0,0,71,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0
2023-08-22 00:00:00+00:00,97,71,0,24,0,0,12,10,33,0,0,0,0,3,2,23,5,2,15,1,3,25,2,0,1,0,0,0,,3,1,0,11,0,2,0,0,0,,0,11,7,6,0,0,0,0,0,0,12,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,,21,0,0,5,0,12,0,0,1,10,0,0,0,4,0
2023-08-23 00:00:00+00:00,60,78,0,11,0,0,13,4,24,0,0,2,0,2,7,35,1,2,8,4,3,33,5,0,3,0,0,0,,7,1,0,5,0,0,0,1,1,,0,0,0,11,0,1,0,0,2,0,16,0,0,9,0,1,0,23,4,3,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023-08-24 00:00:00+00:00,110,94,0,17,0,0,16,0,24,0,0,1,0,9,1,42,18,1,28,7,3,31,2,0,0,0,0,0,,5,0,0,6,0,0,0,0,0,,1,1,1,1,0,3,0,0,3,0,19,0,0,5,0,1,0,32,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,0,,3,0,0,0,0,0,0,0,0,1,1,0,0,5,0
2023-08-25 00:00:00+00:00,81,44,0,20,0,0,1,0,30,0,0,4,0,0,0,41,12,0,3,1,9,24,1,0,1,0,0,0,,15,0,0,2,0,0,0,0,0,,1,2,4,0,0,5,0,0,0,1,5,0,0,36,0,0,0,15,0,7,0,0,0,0,0,1,0,0,0,1,0,3,0,2,7,0,0,,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0
2023-08-26 00:00:00+00:00,39,21,0,8,0,0,1,0,14,0,0,0,0,0,1,22,3,0,8,0,1,40,0,0,0,0,0,0,,3,0,0,5,0,0,8,0,11,,0,0,0,2,0,0,0,0,0,0,8,0,0,3,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
2023-08-27 00:00:00+00:00,19,29,0,4,0,0,6,1,8,0,0,0,0,0,1,30,3,0,0,0,0,70,0,0,1,0,0,0,,5,0,0,2,0,0,3,0,1,,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2023-08-28 00:00:00+00:00,105,33,0,30,0,0,23,1,4,0,0,0,0,0,1,59,5,1,2,15,8,62,0,0,0,0,1,0,,7,0,7,1,0,0,7,3,3,,1,0,4,1,0,0,0,0,0,0,15,0,0,6,0,1,0,32,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-08-29 00:00:00+00:00,101,34,0,34,0,0,10,2,16,0,0,0,0,1,3,27,8,0,7,11,5,123,1,0,4,3,4,0,,0,0,5,5,0,1,2,0,0,,0,5,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,13,0,0,0,0,5,0,0,0,0,0,0,0,5,0
2023-08-30 00:00:00+00:00,97,25,0,2,0,0,5,0,18,0,0,1,0,1,0,61,0,0,3,25,4,124,1,0,1,3,2,0,,5,0,21,8,0,0,10,1,0,,3,0,3,0,0,0,0,0,1,27,2,0,0,0,0,0,0,61,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0
2023-08-31 00:00:00+00:00,122,74,0,6,0,0,69,0,15,0,0,0,0,0,1,43,24,0,1,10,4,189,1,0,2,0,2,0,,15,1,21,11,0,0,8,0,3,,0,1,0,3,0,0,1,0,1,11,12,0,0,0,0,6,0,28,4,0,0,0,0,0,0,7,0,0,0,8,0,4,1,0,0,6,0,,5,0,0,0,0,6,0,0,3,2,0,0,0,0,0
2023-09-01 00:00:00+00:00,70,42,0,18,0,0,24,0,20,0,0,7,0,0,0,55,3,0,4,8,8,108,0,0,0,0,0,0,,9,0,17,3,0,0,0,1,2,,6,2,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,50,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0
2023-09-02 00:00:00+00:00,42,42,0,3,0,0,18,0,9,0,0,0,0,1,1,38,1,0,0,14,0,80,1,0,2,0,0,0,,2,0,16,5,0,0,19,0,0,,71,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2023-09-03 00:00:00+00:00,26,15,0,5,0,0,23,1,10,0,0,6,0,2,3,19,5,0,5,5,4,23,0,0,1,0,0,0,,3,0,6,1,0,0,13,0,4,,35,0,4,0,0,0,0,0,0,2,4,0,0,1,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023-09-04 00:00:00+00:00,62,31,0,2,0,0,71,6,10,0,1,0,0,0,0,23,7,21,10,13,0,37,0,0,9,0,0,0,,34,0,6,3,2,0,14,6,2,,31,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,50,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-09-05 00:00:00+00:00,32,37,0,16,0,0,14,2,9,0,0,2,0,0,4,22,10,0,10,16,2,62,0,0,2,0,0,0,,3,0,1,3,1,1,7,1,1,,8,0,1,1,0,0,0,0,2,6,10,0,0,6,0,3,0,26,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,16,8,2,0,,8,0,0,0,0,1,0,0,0,0,0,0,0,3,0
2023-09-06 00:00:00+00:00,39,26,0,19,0,0,13,0,13,0,0,2,0,3,2,41,6,2,5,6,0,64,1,0,2,0,0,0,,8,0,1,3,0,0,4,3,4,,11,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,45,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,,3,0,0,0,0,1,0,0,4,5,0,0,0,0,0
2023-09-07 00:00:00+00:00,55,21,0,8,0,0,9,0,14,0,0,3,0,2,0,26,19,0,12,9,14,66,0,0,0,0,0,0,,3,0,1,3,0,0,14,0,1,,5,0,0,0,0,0,0,0,1,1,19,0,0,0,0,9,0,49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14,4,4,0,,1,0,0,4,0,1,0,0,0,1,0,0,0,1,0
2023-09-08 00:00:00+00:00,39,23,0,12,0,0,11,0,13,0,1,0,0,1,0,15,4,0,16,13,7,10,0,0,2,0,0,0,,2,0,0,3,1,0,21,1,19,,4,4,0,3,0,0,1,0,1,2,16,0,0,4,0,3,0,13,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,28,2,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023-09-09 00:00:00+00:00,15,10,0,6,0,0,0,1,12,0,0,1,0,0,0,5,7,1,0,0,0,10,1,0,0,0,0,0,,7,0,0,2,0,0,12,0,10,,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,1,,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0
2023-09-10 00:00:00+00:00,47,38,0,3,0,0,3,0,12,0,0,0,0,5,1,10,8,0,6,1,2,13,1,0,2,0,0,0,,2,2,1,3,0,0,8,0,11,,2,0,2,1,0,0,2,0,0,0,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,0,4,0,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2023-09-11 00:00:00+00:00,75,35,0,9,0,0,9,0,8,0,0,0,0,3,0,29,5,0,9,33,3,55,2,0,3,0,0,0,,3,0,0,8,0,0,2,0,0,,2,1,4,0,0,0,0,0,0,3,8,0,0,1,0,6,0,28,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,15,2,4,0,,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0
2023-09-12 00:00:00+00:00,56,45,0,4,0,0,9,1,15,0,0,0,0,1,3,38,14,0,6,24,2,44,1,0,7,0,0,0,,1,1,0,7,9,0,10,0,1,,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,2,0,0,0,0,0,0,0,1,3,0,0,0,1,0
2023-09-13 00:00:00+00:00,62,32,0,12,0,0,10,3,17,0,0,0,0,6,0,46,3,0,9,14,3,27,3,0,0,0,0,0,,0,0,1,11,3,0,19,0,0,,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,24,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0
2023-09-14 00:00:00+00:00,60,20,0,0,0,0,12,5,21,0,0,8,0,2,3,14,27,1,9,6,2,39,2,0,1,0,0,0,,1,0,1,2,3,1,21,0,2,,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2023-09-15 00:00:00+00:00,73,18,0,11,0,0,29,4,19,0,3,0,0,2,1,34,25,3,10,1,4,42,2,0,0,0,0,0,,0,0,0,2,9,0,29,0,0,,4,0,8,0,0,0,0,0,0,5,2,0,0,0,0,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2023-09-16 00:00:00+00:00,27,55,0,33,0,0,9,0,10,0,0,0,0,2,0,25,6,3,5,4,2,19,0,0,8,0,0,0,,2,0,0,0,0,0,10,0,1,,0,0,5,0,0,0,0,0,0,10,2,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
2023-09-17 00:00:00+00:00,37,49,0,27,0,0,12,0,5,0,0,0,0,0,0,17,0,0,3,1,3,25,4,0,0,0,0,0,,3,0,2,1,0,0,44,0,2,,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,14,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
2023-09-18 00:00:00+00:00,119,25,0,32,0,0,15,0,16,0,0,1,0,0,0,8,8,0,4,12,2,22,3,0,1,0,0,0,,7,0,4,1,3,0,15,0,0,,1,1,1,0,0,4,0,0,0,0,5,0,0,1,0,2,0,42,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,7,23,4,0,,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2023-09-19 00:00:00+00:00,114,42,0,21,0,0,13,0,16,0,0,0,0,1,2,12,6,0,13,13,17,61,0,0,0,0,0,0,,3,0,1,1,34,0,20,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,4,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-20 00:00:00+00:00,142,42,0,19,0,0,15,1,6,0,0,1,0,1,4,5,6,0,26,4,5,25,1,0,2,0,0,0,,3,0,1,0,8,0,12,0,0,,0,0,2,5,0,0,0,0,0,3,5,0,0,8,0,1,0,15,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,8,0,,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0
2023-09-21 00:00:00+00:00,105,12,0,33,0,0,47,2,29,0,0,2,0,13,21,46,18,2,11,2,13,37,7,0,5,0,0,0,,2,0,1,0,0,0,25,0,0,,2,0,1,0,0,0,0,0,0,12,6,0,0,2,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8,0,,5,0,0,0,0,2,0,0,0,3,0,0,0,3,0
2023-09-22 00:00:00+00:00,84,22,0,2,0,0,20,9,2,0,0,0,0,4,6,17,3,1,10,0,2,10,2,0,1,0,0,0,,4,0,0,0,3,0,14,0,0,,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,,9,0,0,2,0,1,0,0,0,0,0,0,0,2,0
