datetime,chainlink_whale_transaction_count_100k_usd_to_inf,uniswap_whale_transaction_count_100k_usd_to_inf,aave_whale_transaction_count_100k_usd_to_inf,ondo-finance_whale_transaction_count_100k_usd_to_inf,ethena_whale_transaction_count_100k_usd_to_inf,maker_whale_transaction_count_100k_usd_to_inf,injective-protocol_whale_transaction_count_100k_usd_to_inf,lido-dao_whale_transaction_count_100k_usd_to_inf,pendle_whale_transaction_count_100k_usd_to_inf,olympus_whale_transaction_count_100k_usd_to_inf,1inch_whale_transaction_count_100k_usd_to_inf,frax_whale_transaction_count_100k_usd_to_inf,convex-finance_whale_transaction_count_100k_usd_to_inf,0x_whale_transaction_count_100k_usd_to_inf,frax-share_whale_transaction_count_100k_usd_to_inf,stargate-finance_whale_transaction_count_100k_usd_to_inf,yearn-finance_whale_transaction_count_100k_usd_to_inf,crvusd_whale_transaction_count_100k_usd_to_inf,sushi_whale_transaction_count_100k_usd_to_inf,cow-protocol_whale_transaction_count_100k_usd_to_inf,loopring_whale_transaction_count_100k_usd_to_inf,lcx_whale_transaction_count_100k_usd_to_inf,band-protocol_whale_transaction_count_100k_usd_to_inf,clearpool_whale_transaction_count_100k_usd_to_inf,rocket-pool_whale_transaction_count_100k_usd_to_inf,uma_whale_transaction_count_100k_usd_to_inf,api3_whale_transaction_count_100k_usd_to_inf,spell-token_whale_transaction_count_100k_usd_to_inf,orbs_whale_transaction_count_100k_usd_to_inf,tellor_whale_transaction_count_100k_usd_to_inf,marlin_whale_transaction_count_100k_usd_to_inf,liquity_whale_transaction_count_100k_usd_to_inf,numeraire_whale_transaction_count_100k_usd_to_inf,ssv-network_whale_transaction_count_100k_usd_to_inf,bancor_whale_transaction_count_100k_usd_to_inf,balancer_whale_transaction_count_100k_usd_to_inf,coin98_whale_transaction_count_100k_usd_to_inf,dia-data_whale_transaction_count_100k_usd_to_inf,tokenfi_whale_transaction_count_100k_usd_to_inf,magic-internet-money_whale_transaction_count_100k_usd_to_inf,dydx_whale_transaction_count_100k_usd_to_inf,smardex_whale_transaction_count_100k_usd_to_inf,hashflow_whale_transaction_count_100k_usd_to_inf,renzo_whale_transaction_count_100k_usd_to_inf,liquity-usd_whale_transaction_count_100k_usd_to_inf,ampleforth_whale_transaction_count_100k_usd_to_inf,orderly-network_whale_transaction_count_100k_usd_to_inf,melon_whale_transaction_count_100k_usd_to_inf,chainflip_whale_transaction_count_100k_usd_to_inf,seth_whale_transaction_count_100k_usd_to_inf,alchemix_whale_transaction_count_100k_usd_to_inf,perpetual-protocol_whale_transaction_count_100k_usd_to_inf,harvest-finance_whale_transaction_count_100k_usd_to_inf,badger-dao_whale_transaction_count_100k_usd_to_inf,synfutures_whale_transaction_count_100k_usd_to_inf,lever_whale_transaction_count_100k_usd_to_inf,ribbon-finance_whale_transaction_count_100k_usd_to_inf,orion-protocol_whale_transaction_count_100k_usd_to_inf
2023-12-22 00:00:00+00:00,444.0,50.0,57.0,,,19.0,78.0,74.0,2.0,2.0,11.0,49.0,1.0,32.0,27.0,14.0,0.0,131.0,3.0,,12.0,,1.0,5.0,8.0,0.0,7.0,0.0,2.0,64.0,0.0,2.0,6.0,12.0,0.0,2.0,0.0,12.0,0.0,2.0,45.0,1.0,9.0,,20.0,1.0,,4.0,7.0,12.0,1.0,0.0,0.0,8.0,,1.0,3.0,0.0
2023-12-23 00:00:00+00:00,287.0,24.0,49.0,,,15.0,115.0,52.0,2.0,0.0,5.0,63.0,5.0,21.0,3.0,5.0,1.0,41.0,2.0,,7.0,,4.0,2.0,8.0,0.0,5.0,0.0,0.0,27.0,0.0,1.0,3.0,1.0,0.0,1.0,17.0,2.0,1.0,0.0,27.0,3.0,1.0,,16.0,3.0,,4.0,8.0,8.0,3.0,3.0,10.0,21.0,,2.0,0.0,0.0
2023-12-24 00:00:00+00:00,363.0,106.0,50.0,,,32.0,56.0,49.0,9.0,0.0,34.0,22.0,6.0,7.0,9.0,9.0,1.0,72.0,7.0,,7.0,,1.0,11.0,9.0,2.0,0.0,8.0,5.0,98.0,1.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,,9.0,0.0,,7.0,7.0,2.0,24.0,1.0,34.0,22.0,,0.0,1.0,0.0
2023-12-25 00:00:00+00:00,252.0,47.0,74.0,,,24.0,51.0,96.0,4.0,1.0,17.0,25.0,7.0,3.0,10.0,2.0,7.0,54.0,4.0,1.0,9.0,,5.0,7.0,7.0,0.0,5.0,5.0,1.0,56.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,5.0,0.0,0.0,24.0,0.0,4.0,,9.0,0.0,,1.0,2.0,0.0,18.0,0.0,8.0,35.0,,6.0,0.0,0.0
2023-12-26 00:00:00+00:00,411.0,110.0,102.0,,,31.0,54.0,59.0,0.0,0.0,17.0,35.0,10.0,13.0,26.0,3.0,6.0,85.0,19.0,0.0,5.0,,4.0,8.0,0.0,0.0,7.0,0.0,2.0,44.0,2.0,4.0,7.0,5.0,3.0,11.0,0.0,2.0,3.0,0.0,48.0,0.0,8.0,,16.0,1.0,,10.0,33.0,16.0,4.0,55.0,59.0,66.0,,4.0,1.0,3.0
2023-12-27 00:00:00+00:00,495.0,87.0,75.0,,,49.0,25.0,141.0,5.0,1.0,8.0,41.0,4.0,13.0,19.0,6.0,3.0,83.0,0.0,0.0,10.0,,0.0,4.0,26.0,0.0,2.0,0.0,1.0,21.0,1.0,3.0,1.0,13.0,2.0,13.0,9.0,1.0,0.0,,61.0,16.0,3.0,,28.0,3.0,,5.0,14.0,18.0,6.0,14.0,10.0,44.0,,11.0,2.0,0.0
2023-12-28 00:00:00+00:00,706.0,128.0,281.0,,,92.0,49.0,97.0,1.0,0.0,6.0,36.0,12.0,9.0,20.0,1.0,2.0,133.0,14.0,0.0,25.0,,0.0,2.0,11.0,0.0,1.0,1.0,1.0,45.0,4.0,14.0,3.0,16.0,0.0,11.0,0.0,1.0,1.0,,32.0,8.0,21.0,,15.0,0.0,,15.0,5.0,24.0,3.0,2.0,6.0,14.0,,6.0,4.0,3.0
2023-12-29 00:00:00+00:00,478.0,106.0,81.0,,,38.0,30.0,104.0,2.0,0.0,10.0,43.0,2.0,7.0,8.0,4.0,2.0,69.0,11.0,0.0,30.0,7.0,4.0,4.0,4.0,2.0,0.0,6.0,2.0,70.0,1.0,1.0,18.0,2.0,3.0,6.0,0.0,0.0,1.0,3.0,19.0,6.0,3.0,,17.0,2.0,,3.0,9.0,2.0,4.0,16.0,13.0,34.0,,8.0,2.0,2.0
2023-12-30 00:00:00+00:00,158.0,33.0,45.0,,,51.0,35.0,70.0,3.0,0.0,3.0,21.0,7.0,2.0,13.0,7.0,1.0,32.0,6.0,1.0,13.0,8.0,3.0,3.0,9.0,0.0,0.0,1.0,3.0,39.0,2.0,6.0,15.0,16.0,0.0,1.0,2.0,0.0,0.0,0.0,19.0,3.0,11.0,,32.0,0.0,,10.0,3.0,0.0,4.0,3.0,32.0,50.0,,4.0,8.0,0.0
2023-12-31 00:00:00+00:00,226.0,32.0,59.0,,,87.0,25.0,40.0,1.0,1.0,6.0,20.0,9.0,4.0,8.0,2.0,7.0,38.0,4.0,2.0,8.0,0.0,6.0,0.0,12.0,1.0,11.0,0.0,0.0,209.0,1.0,9.0,14.0,5.0,1.0,6.0,0.0,1.0,0.0,0.0,19.0,7.0,5.0,,30.0,0.0,,4.0,4.0,0.0,5.0,0.0,5.0,21.0,,3.0,1.0,1.0
2024-01-01 00:00:00+00:00,222.0,43.0,34.0,,,106.0,13.0,73.0,4.0,0.0,236.0,21.0,8.0,8.0,6.0,2.0,5.0,52.0,19.0,0.0,10.0,0.0,8.0,0.0,6.0,0.0,13.0,0.0,4.0,452.0,1.0,2.0,4.0,15.0,9.0,8.0,0.0,5.0,3.0,0.0,24.0,8.0,6.0,,27.0,0.0,,5.0,1.0,0.0,15.0,7.0,22.0,16.0,0.0,2.0,0.0,0.0
2024-01-02 00:00:00+00:00,383.0,51.0,106.0,,,228.0,19.0,115.0,6.0,0.0,72.0,16.0,10.0,5.0,21.0,7.0,0.0,80.0,14.0,0.0,10.0,0.0,5.0,7.0,12.0,0.0,3.0,0.0,1.0,48.0,0.0,1.0,6.0,5.0,4.0,12.0,12.0,2.0,2.0,0.0,51.0,4.0,3.0,,53.0,0.0,,4.0,6.0,2.0,8.0,31.0,13.0,56.0,0.0,1.0,2.0,0.0
2024-01-03 00:00:00+00:00,520.0,106.0,94.0,,,207.0,149.0,199.0,8.0,0.0,57.0,38.0,17.0,13.0,9.0,10.0,5.0,165.0,11.0,1.0,5.0,6.0,3.0,4.0,14.0,1.0,5.0,8.0,15.0,64.0,0.0,8.0,10.0,16.0,1.0,13.0,1.0,2.0,3.0,,72.0,2.0,14.0,,40.0,9.0,,6.0,3.0,0.0,5.0,34.0,1.0,23.0,0.0,7.0,6.0,0.0
2024-01-04 00:00:00+00:00,316.0,59.0,40.0,,,84.0,51.0,112.0,10.0,3.0,39.0,49.0,15.0,5.0,6.0,3.0,7.0,107.0,12.0,1.0,4.0,2.0,3.0,0.0,13.0,1.0,6.0,1.0,5.0,58.0,1.0,14.0,8.0,23.0,4.0,7.0,6.0,0.0,0.0,,44.0,0.0,5.0,,41.0,1.0,,1.0,10.0,14.0,2.0,23.0,2.0,16.0,0.0,8.0,8.0,1.0
2024-01-05 00:00:00+00:00,369.0,48.0,47.0,,,55.0,110.0,169.0,5.0,0.0,11.0,73.0,8.0,5.0,12.0,4.0,10.0,69.0,12.0,0.0,2.0,4.0,4.0,0.0,15.0,1.0,4.0,0.0,3.0,31.0,0.0,12.0,12.0,12.0,8.0,6.0,0.0,0.0,2.0,,39.0,1.0,9.0,,75.0,1.0,,1.0,4.0,2.0,1.0,9.0,0.0,17.0,,1.0,3.0,1.0
2024-01-06 00:00:00+00:00,237.0,6.0,27.0,,,26.0,47.0,136.0,1.0,0.0,16.0,21.0,11.0,2.0,5.0,6.0,4.0,31.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,4.0,0.0,24.0,1.0,6.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,,14.0,8.0,2.0,,19.0,0.0,,0.0,4.0,4.0,6.0,2.0,10.0,20.0,,2.0,0.0,0.0
2024-01-07 00:00:00+00:00,158.0,11.0,5.0,,,61.0,20.0,62.0,1.0,0.0,34.0,17.0,11.0,3.0,8.0,3.0,9.0,38.0,5.0,1.0,3.0,0.0,2.0,0.0,5.0,1.0,0.0,1.0,3.0,12.0,1.0,3.0,0.0,5.0,1.0,11.0,2.0,1.0,0.0,,12.0,8.0,4.0,,36.0,0.0,,0.0,8.0,0.0,0.0,3.0,0.0,14.0,,0.0,0.0,0.0
2024-01-08 00:00:00+00:00,407.0,24.0,54.0,,,177.0,95.0,101.0,3.0,0.0,23.0,69.0,16.0,0.0,9.0,0.0,6.0,224.0,0.0,0.0,5.0,0.0,1.0,3.0,11.0,0.0,6.0,2.0,0.0,17.0,0.0,6.0,2.0,8.0,0.0,5.0,5.0,1.0,1.0,,40.0,13.0,9.0,,69.0,0.0,,4.0,22.0,2.0,2.0,2.0,0.0,33.0,,0.0,11.0,0.0
2024-01-09 00:00:00+00:00,302.0,26.0,38.0,,,168.0,28.0,235.0,0.0,,25.0,38.0,12.0,8.0,8.0,2.0,6.0,107.0,4.0,0.0,3.0,1.0,1.0,3.0,11.0,1.0,4.0,0.0,1.0,12.0,6.0,2.0,2.0,5.0,5.0,4.0,6.0,1.0,2.0,,32.0,6.0,10.0,,90.0,1.0,,0.0,2.0,12.0,1.0,5.0,2.0,30.0,,0.0,5.0,2.0
2024-01-10 00:00:00+00:00,388.0,27.0,65.0,,,171.0,112.0,284.0,8.0,,32.0,44.0,10.0,2.0,24.0,6.0,2.0,138.0,3.0,0.0,1.0,3.0,0.0,2.0,17.0,0.0,0.0,0.0,2.0,6.0,2.0,13.0,7.0,14.0,0.0,8.0,0.0,2.0,3.0,,21.0,0.0,6.0,,58.0,6.0,,1.0,13.0,13.0,5.0,4.0,0.0,12.0,,0.0,1.0,0.0
2024-01-11 00:00:00+00:00,282.0,85.0,131.0,,,243.0,58.0,147.0,20.0,1.0,57.0,54.0,11.0,6.0,33.0,21.0,10.0,160.0,3.0,0.0,4.0,2.0,1.0,1.0,28.0,4.0,3.0,0.0,3.0,15.0,0.0,28.0,12.0,13.0,1.0,5.0,5.0,1.0,1.0,,21.0,11.0,17.0,,147.0,1.0,,6.0,2.0,2.0,2.0,11.0,2.0,10.0,,,4.0,0.0
2024-01-12 00:00:00+00:00,268.0,34.0,44.0,,,121.0,60.0,108.0,10.0,0.0,13.0,57.0,12.0,7.0,16.0,4.0,7.0,196.0,2.0,,15.0,0.0,0.0,4.0,27.0,1.0,1.0,1.0,1.0,19.0,1.0,5.0,2.0,5.0,3.0,3.0,3.0,0.0,1.0,3.0,35.0,7.0,15.0,,11.0,0.0,,0.0,0.0,2.0,1.0,1.0,2.0,8.0,,,0.0,0.0
2024-01-13 00:00:00+00:00,113.0,21.0,11.0,,,76.0,33.0,83.0,7.0,0.0,13.0,42.0,11.0,6.0,11.0,3.0,1.0,45.0,1.0,,2.0,0.0,1.0,1.0,18.0,1.0,0.0,0.0,0.0,8.0,1.0,5.0,5.0,8.0,1.0,5.0,0.0,1.0,0.0,0.0,13.0,3.0,1.0,,23.0,0.0,,0.0,5.0,0.0,2.0,4.0,8.0,8.0,,,0.0,0.0
2024-01-14 00:00:00+00:00,353.0,15.0,19.0,,,108.0,37.0,82.0,5.0,6.0,27.0,23.0,2.0,0.0,6.0,2.0,0.0,65.0,1.0,,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,20.0,9.0,,27.0,0.0,,0.0,0.0,6.0,1.0,1.0,2.0,4.0,,,0.0,
2024-01-15 00:00:00+00:00,397.0,34.0,22.0,,,87.0,23.0,68.0,6.0,3.0,27.0,45.0,0.0,2.0,3.0,2.0,3.0,58.0,7.0,,3.0,2.0,1.0,1.0,12.0,3.0,3.0,0.0,0.0,6.0,5.0,22.0,1.0,9.0,1.0,3.0,4.0,0.0,1.0,0.0,14.0,20.0,70.0,,25.0,0.0,,1.0,5.0,10.0,1.0,0.0,18.0,4.0,,1.0,10.0,5.0
2024-01-16 00:00:00+00:00,199.0,46.0,82.0,,,50.0,64.0,49.0,18.0,2.0,8.0,47.0,8.0,0.0,10.0,7.0,1.0,114.0,2.0,3.0,1.0,3.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,12.0,1.0,1.0,1.0,10.0,0.0,7.0,0.0,0.0,0.0,9.0,44.0,27.0,3.0,,8.0,1.0,,1.0,11.0,2.0,2.0,5.0,6.0,0.0,,0.0,39.0,5.0
2024-01-17 00:00:00+00:00,424.0,39.0,24.0,,,39.0,19.0,81.0,12.0,0.0,5.0,38.0,12.0,2.0,1.0,1.0,2.0,95.0,0.0,0.0,2.0,1.0,3.0,1.0,11.0,1.0,0.0,1.0,2.0,51.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,12.0,6.0,,17.0,6.0,,0.0,7.0,8.0,5.0,5.0,0.0,4.0,,1.0,3.0,6.0
2024-01-18 00:00:00+00:00,511.0,26.0,29.0,29.0,,55.0,17.0,51.0,6.0,0.0,5.0,62.0,10.0,1.0,18.0,26.0,0.0,79.0,2.0,0.0,6.0,10.0,0.0,0.0,12.0,11.0,4.0,0.0,0.0,23.0,0.0,13.0,0.0,3.0,1.0,2.0,0.0,,0.0,0.0,36.0,11.0,4.0,,13.0,0.0,,0.0,17.0,24.0,5.0,6.0,0.0,8.0,,1.0,13.0,0.0
2024-01-19 00:00:00+00:00,512.0,33.0,18.0,84.0,,59.0,29.0,56.0,9.0,0.0,11.0,59.0,8.0,0.0,8.0,6.0,2.0,70.0,2.0,0.0,3.0,4.0,2.0,1.0,11.0,115.0,0.0,1.0,0.0,10.0,4.0,2.0,3.0,0.0,2.0,5.0,0.0,6.0,0.0,0.0,36.0,7.0,3.0,,19.0,1.0,,2.0,5.0,12.0,1.0,0.0,0.0,14.0,,0.0,0.0,2.0
2024-01-20 00:00:00+00:00,394.0,27.0,7.0,32.0,,24.0,11.0,25.0,1.0,1.0,13.0,54.0,4.0,5.0,7.0,7.0,0.0,102.0,3.0,0.0,4.0,9.0,8.0,1.0,6.0,69.0,95.0,1.0,2.0,3.0,0.0,6.0,23.0,2.0,0.0,1.0,,10.0,,0.0,9.0,4.0,2.0,,24.0,0.0,,1.0,1.0,10.0,1.0,0.0,2.0,0.0,,0.0,16.0,3.0
2024-01-21 00:00:00+00:00,161.0,23.0,2.0,48.0,,26.0,6.0,9.0,7.0,0.0,1.0,48.0,5.0,0.0,12.0,0.0,4.0,132.0,3.0,,0.0,0.0,6.0,2.0,9.0,63.0,40.0,0.0,1.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,,5.0,,8.0,21.0,0.0,10.0,,14.0,0.0,,0.0,1.0,10.0,0.0,0.0,2.0,8.0,,0.0,9.0,1.0
2024-01-22 00:00:00+00:00,434.0,38.0,16.0,123.0,,47.0,26.0,64.0,6.0,4.0,5.0,58.0,3.0,1.0,12.0,2.0,1.0,176.0,4.0,,14.0,4.0,2.0,0.0,2.0,45.0,20.0,0.0,0.0,8.0,1.0,0.0,6.0,2.0,5.0,2.0,,6.0,,20.0,40.0,16.0,5.0,,27.0,0.0,,0.0,6.0,12.0,2.0,4.0,10.0,13.0,,2.0,27.0,7.0
2024-01-23 00:00:00+00:00,424.0,79.0,53.0,37.0,,68.0,28.0,65.0,19.0,5.0,22.0,71.0,9.0,0.0,10.0,5.0,2.0,239.0,11.0,,7.0,0.0,1.0,2.0,9.0,71.0,16.0,0.0,1.0,11.0,0.0,6.0,0.0,1.0,1.0,0.0,7.0,11.0,,5.0,28.0,6.0,11.0,,18.0,0.0,,0.0,8.0,48.0,1.0,3.0,2.0,16.0,,0.0,12.0,0.0
2024-01-24 00:00:00+00:00,209.0,23.0,29.0,41.0,,103.0,25.0,54.0,13.0,1.0,7.0,65.0,11.0,2.0,32.0,0.0,6.0,154.0,3.0,2.0,7.0,9.0,3.0,3.0,4.0,68.0,1.0,1.0,4.0,6.0,5.0,4.0,2.0,2.0,0.0,0.0,1.0,5.0,,5.0,21.0,3.0,1.0,,28.0,7.0,,1.0,6.0,18.0,1.0,9.0,0.0,11.0,,0.0,7.0,0.0
2024-01-25 00:00:00+00:00,211.0,11.0,25.0,9.0,,76.0,14.0,75.0,9.0,8.0,0.0,78.0,30.0,0.0,18.0,13.0,1.0,108.0,2.0,1.0,2.0,14.0,0.0,2.0,0.0,32.0,8.0,0.0,4.0,2.0,6.0,5.0,27.0,2.0,1.0,2.0,0.0,0.0,,3.0,29.0,8.0,7.0,,23.0,11.0,,0.0,5.0,2.0,0.0,4.0,8.0,4.0,,0.0,10.0,1.0
2024-01-26 00:00:00+00:00,193.0,21.0,18.0,19.0,,124.0,52.0,124.0,11.0,39.0,0.0,26.0,11.0,16.0,15.0,1.0,3.0,103.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,46.0,3.0,4.0,3.0,14.0,4.0,2.0,7.0,1.0,0.0,1.0,0.0,1.0,,5.0,19.0,4.0,3.0,,20.0,4.0,,0.0,5.0,4.0,1.0,1.0,0.0,9.0,,0.0,3.0,2.0
2024-01-27 00:00:00+00:00,123.0,15.0,3.0,45.0,,66.0,37.0,30.0,5.0,2.0,5.0,25.0,4.0,26.0,20.0,10.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,36.0,11.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,,21.0,11.0,0.0,2.0,,5.0,2.0,,0.0,1.0,10.0,0.0,3.0,13.0,2.0,,1.0,2.0,0.0
2024-01-28 00:00:00+00:00,112.0,3.0,7.0,44.0,,15.0,34.0,44.0,3.0,6.0,4.0,27.0,4.0,52.0,9.0,3.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,42.0,0.0,2.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,5.0,11.0,8.0,2.0,,2.0,0.0,,1.0,2.0,4.0,1.0,0.0,4.0,15.0,,1.0,2.0,0.0
2024-01-29 00:00:00+00:00,291.0,60.0,18.0,26.0,,17.0,50.0,80.0,0.0,1.0,8.0,81.0,5.0,17.0,12.0,11.0,0.0,64.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,21.0,37.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,6.0,11.0,3.0,9.0,,11.0,6.0,,0.0,4.0,18.0,0.0,0.0,2.0,4.0,,3.0,2.0,0.0
2024-01-30 00:00:00+00:00,310.0,54.0,11.0,53.0,,33.0,74.0,61.0,17.0,4.0,11.0,42.0,5.0,5.0,14.0,0.0,2.0,106.0,1.0,0.0,1.0,34.0,1.0,0.0,16.0,42.0,10.0,9.0,0.0,5.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,1.0,1.0,143.0,25.0,46.0,0.0,,22.0,0.0,,0.0,22.0,20.0,1.0,1.0,0.0,4.0,,0.0,20.0,0.0
2024-01-31 00:00:00+00:00,355.0,79.0,103.0,36.0,,69.0,38.0,38.0,18.0,6.0,12.0,52.0,17.0,16.0,10.0,1.0,1.0,74.0,3.0,4.0,4.0,12.0,1.0,0.0,0.0,14.0,9.0,4.0,0.0,11.0,6.0,6.0,2.0,2.0,2.0,1.0,4.0,4.0,0.0,12.0,15.0,6.0,7.0,,15.0,7.0,,0.0,11.0,4.0,3.0,2.0,0.0,8.0,,0.0,21.0,
2024-02-01 00:00:00+00:00,547.0,39.0,59.0,45.0,,21.0,29.0,21.0,12.0,2.0,7.0,10.0,13.0,5.0,10.0,6.0,3.0,74.0,0.0,3.0,0.0,32.0,0.0,2.0,0.0,8.0,13.0,0.0,1.0,2.0,15.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,19.0,3.0,5.0,,15.0,0.0,,0.0,9.0,2.0,3.0,0.0,10.0,9.0,,0.0,14.0,3.0
2024-02-02 00:00:00+00:00,746.0,25.0,64.0,16.0,,20.0,60.0,17.0,4.0,4.0,16.0,27.0,4.0,6.0,12.0,0.0,1.0,110.0,0.0,0.0,1.0,14.0,1.0,0.0,4.0,10.0,27.0,0.0,0.0,0.0,8.0,1.0,14.0,3.0,0.0,0.0,0.0,4.0,0.0,10.0,9.0,5.0,8.0,,59.0,3.0,,,6.0,0.0,0.0,0.0,14.0,5.0,,0.0,17.0,0.0
2024-02-03 00:00:00+00:00,247.0,25.0,14.0,9.0,,8.0,26.0,13.0,4.0,5.0,4.0,81.0,16.0,1.0,18.0,3.0,0.0,31.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,8.0,1.0,,4.0,1.0,,,2.0,0.0,0.0,5.0,2.0,0.0,,,1.0,0.0
2024-02-04 00:00:00+00:00,290.0,8.0,9.0,1.0,,6.0,8.0,2.0,4.0,0.0,7.0,22.0,10.0,5.0,3.0,1.0,0.0,50.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,11.0,2.0,16.0,1.0,2.0,0.0,0.0,2.0,,0.0,9.0,1.0,2.0,,3.0,0.0,,,0.0,0.0,5.0,1.0,0.0,13.0,,,0.0,2.0
2024-02-05 00:00:00+00:00,643.0,28.0,21.0,9.0,,18.0,8.0,44.0,25.0,0.0,3.0,53.0,5.0,5.0,49.0,1.0,2.0,69.0,3.0,1.0,3.0,4.0,7.0,0.0,2.0,8.0,6.0,,0.0,3.0,9.0,3.0,26.0,0.0,0.0,1.0,,1.0,,2.0,12.0,6.0,0.0,,7.0,0.0,,,1.0,6.0,9.0,0.0,6.0,5.0,,,7.0,0.0
2024-02-06 00:00:00+00:00,327.0,60.0,19.0,12.0,,29.0,12.0,43.0,13.0,1.0,7.0,48.0,3.0,12.0,41.0,7.0,4.0,48.0,1.0,1.0,0.0,1.0,0.0,,1.0,9.0,4.0,,,2.0,7.0,1.0,16.0,7.0,1.0,2.0,,6.0,4.0,16.0,10.0,34.0,4.0,,13.0,0.0,,,8.0,2.0,1.0,3.0,1.0,0.0,,,0.0,0.0
2024-02-07 00:00:00+00:00,363.0,31.0,74.0,30.0,,12.0,22.0,68.0,11.0,0.0,8.0,28.0,7.0,17.0,12.0,10.0,1.0,54.0,0.0,2.0,5.0,4.0,0.0,,11.0,5.0,5.0,,,1.0,9.0,7.0,9.0,4.0,0.0,1.0,,2.0,0.0,0.0,27.0,1.0,3.0,,17.0,6.0,,5.0,3.0,0.0,0.0,2.0,6.0,6.0,,,0.0,2.0
2024-02-08 00:00:00+00:00,443.0,25.0,39.0,23.0,,21.0,41.0,47.0,31.0,0.0,7.0,55.0,8.0,1.0,32.0,0.0,0.0,51.0,0.0,1.0,0.0,8.0,0.0,1.0,5.0,7.0,7.0,,2.0,3.0,4.0,8.0,4.0,4.0,0.0,0.0,,1.0,3.0,33.0,21.0,0.0,3.0,,36.0,0.0,,1.0,7.0,0.0,4.0,3.0,0.0,4.0,,,0.0,2.0
2024-02-09 00:00:00+00:00,419.0,38.0,43.0,25.0,,19.0,75.0,23.0,18.0,1.0,3.0,34.0,9.0,3.0,14.0,6.0,3.0,50.0,1.0,0.0,1.0,4.0,0.0,1.0,5.0,6.0,12.0,1.0,0.0,7.0,1.0,7.0,5.0,0.0,3.0,1.0,,0.0,0.0,0.0,19.0,6.0,12.0,,11.0,0.0,,0.0,5.0,4.0,0.0,1.0,6.0,4.0,,,0.0,0.0
2024-02-10 00:00:00+00:00,278.0,21.0,54.0,17.0,,20.0,25.0,12.0,17.0,3.0,7.0,52.0,1.0,2.0,9.0,1.0,2.0,37.0,4.0,0.0,0.0,2.0,1.0,4.0,11.0,7.0,1.0,9.0,0.0,0.0,2.0,6.0,3.0,4.0,1.0,0.0,,6.0,0.0,11.0,25.0,4.0,0.0,,20.0,0.0,,0.0,4.0,0.0,0.0,3.0,3.0,8.0,,,2.0,0.0
2024-02-11 00:00:00+00:00,508.0,23.0,17.0,5.0,,20.0,68.0,12.0,9.0,2.0,2.0,26.0,6.0,2.0,8.0,2.0,0.0,74.0,2.0,0.0,7.0,1.0,0.0,5.0,11.0,5.0,6.0,13.0,0.0,1.0,4.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,20.0,47.0,3.0,,4.0,0.0,,0.0,2.0,4.0,0.0,0.0,6.0,11.0,,,2.0,0.0
2024-02-12 00:00:00+00:00,535.0,37.0,46.0,24.0,,10.0,52.0,47.0,11.0,3.0,4.0,35.0,11.0,3.0,21.0,2.0,2.0,114.0,3.0,0.0,1.0,14.0,3.0,10.0,22.0,23.0,26.0,8.0,1.0,4.0,1.0,11.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,6.0,23.0,5.0,5.0,,13.0,1.0,,3.0,5.0,2.0,1.0,7.0,0.0,4.0,,,0.0,0.0
2024-02-13 00:00:00+00:00,462.0,79.0,100.0,7.0,,32.0,145.0,38.0,20.0,1.0,7.0,30.0,9.0,10.0,16.0,6.0,11.0,65.0,7.0,,1.0,3.0,3.0,5.0,23.0,16.0,32.0,0.0,6.0,3.0,0.0,3.0,1.0,0.0,0.0,5.0,5.0,0.0,,10.0,5.0,0.0,6.0,,18.0,0.0,,0.0,4.0,16.0,0.0,14.0,0.0,4.0,,1.0,5.0,7.0
