datetime,0x_return_3d,0x_log_return_3d,1inch_return_3d,1inch_log_return_3d,aave_return_3d,aave_log_return_3d,alchemix_return_3d,alchemix_log_return_3d,ampleforth_return_3d,ampleforth_log_return_3d,api3_return_3d,api3_log_return_3d,bancor_return_3d,bancor_log_return_3d,band-protocol_return_3d,band-protocol_log_return_3d,coin98_return_3d,coin98_log_return_3d,cow-protocol_return_3d,cow-protocol_log_return_3d,crvusd_return_3d,crvusd_log_return_3d,dia-data_return_3d,dia-data_log_return_3d,dydx_return_3d,dydx_log_return_3d,frax_return_3d,frax_log_return_3d,frax-share_return_3d,frax-share_log_return_3d,injective-protocol_return_3d,injective-protocol_log_return_3d,lido-dao_return_3d,lido-dao_log_return_3d,liquity_return_3d,liquity_log_return_3d,liquity-usd_return_3d,liquity-usd_log_return_3d,loopring_return_3d,loopring_log_return_3d,magic-internet-money_return_3d,magic-internet-money_log_return_3d,maker_return_3d,maker_log_return_3d,marlin_return_3d,marlin_log_return_3d,melon_return_3d,melon_log_return_3d,olympus_return_3d,olympus_log_return_3d,orbs_return_3d,orbs_log_return_3d,orion-protocol_return_3d,orion-protocol_log_return_3d,pendle_return_3d,pendle_log_return_3d,rocket-pool_return_3d,rocket-pool_log_return_3d,spell-token_return_3d,spell-token_log_return_3d,ssv-network_return_3d,ssv-network_log_return_3d,sushi_return_3d,sushi_log_return_3d,tellor_return_3d,tellor_log_return_3d,uma_return_3d,uma_log_return_3d,uniswap_return_3d,uniswap_log_return_3d,yearn-finance_return_3d,yearn-finance_log_return_3d
2023-06-26 00:00:00+00:00,0.05554439380488163,0.05405664692425538,0.007689624747155843,0.007660210277370183,0.1115963440673442,0.10579712998852564,0.04243716411014886,0.04156139863938524,0.06471612636803381,0.06270821561991771,-0.03291608670107948,-0.033470010355873166,-0.016165415677285133,-0.016297501424268557,0.013586401592587949,0.013494933984312202,-0.010648583125864364,-0.010705685018432831,-0.01982115236915194,-0.02002022638567924,,,-0.014990547147469835,-0.015104041051498207,0.027794598412091975,0.02741534007676838,-0.0009686896609183426,-0.0009691591439613825,0.016501045748923637,0.01636638285988523,0.03139645471462105,0.03091366527630357,-0.0003283337183561663,-0.0003283876316728662,-0.01828075130147988,-0.018449908959822126,-0.0015576441206599512,-0.001558858509484143,0.0030379514540941344,0.003033346204234899,-0.002202462241599812,-0.00220489122871958,-0.05328095101629038,-0.054752904592336726,-0.03664550439996128,-0.037333819034151894,0.007375115171128543,0.007348051990491378,-0.00867810415108805,-0.008715978172582517,0.0035998167850839202,0.003593352952405038,-0.03546739643355612,-0.03611164361364988,0.1201258402381089,0.11344103635084274,-0.0774098396123426,-0.08057017300562386,-0.02370932461225672,-0.02399491376637375,-0.02505288685105167,-0.025372052379645904,-0.008853975868126529,-0.0088934052227026,0.04758749174145649,0.04648989366171197,0.011172393603122721,0.011110443407963744,0.08287003204330046,0.07961495347048952,-0.0209530237063994,-0.021175653646128723
2023-06-27 00:00:00+00:00,0.05783155925361738,0.05622111400675189,-0.022075436356155498,-0.022322745210747286,0.13691454265011815,0.12831805156563192,0.03134093796387605,0.030859837046927296,-0.02527761070086476,-0.02560257745122979,-0.0059282163436026325,-0.005945857974935714,0.006694867877061306,0.006672556773683169,0.01300027468859799,0.012916496429982466,0.045659171613240845,0.04464747278752701,-0.010069493588424572,-0.010120533861186942,,,-0.015049629780867657,-0.015164024643776086,0.08299683126145774,0.07973204212487572,-0.0007479923153913548,-0.0007482722012202978,-0.01537746904513182,-0.015496928561266277,0.09647798159139342,0.092103208046183,0.0690598209674953,0.06677959022230451,0.0013208162616218377,0.001319944751142478,-0.00017540621300837778,-0.00017542159847734043,-0.04314756028237521,-0.04410608989045728,-0.001253438599893908,-0.0012542248111027158,0.011039477796883856,0.010978987541929719,0.00675951553877141,0.006736772444289052,0.008460142602119136,0.008424556165711028,-0.005388200522363107,-0.005402769231113158,0.011106349424478745,0.011045126815090178,-0.005993933604218071,-0.006011969330321221,0.21364646057356862,0.19362943158700746,-0.00857956922964187,-0.008616585608854699,-0.004396192370159313,-0.004405884038559904,0.038943229420814296,0.038204070990811356,0.007725691928919698,0.00769600159191397,0.04206593513151535,0.041205218806701804,0.006274779723079327,0.006255175259181567,0.11384519983154773,0.10781817299084095,0.018633213764111423,0.018461742205671428
2023-06-28 00:00:00+00:00,-0.05104646485710529,-0.05239544348564085,-0.08905296372937044,-0.0932705214247398,-0.13637512151783937,-0.1466167728799057,-0.09208610334775191,-0.09660573235275116,-0.18677172651005214,-0.20674342964500125,-0.09399324901782502,-0.09870852155171525,-0.058580292459154526,-0.06036621594395997,-0.09023151165820098,-0.09456512025415753,-0.10018514998993522,-0.1055662590325821,-0.05984214925815645,-0.061707491495023525,,,-0.07475066914237471,-0.07769203091783505,-0.05112403978922975,-0.052477194699179774,-3.970889517712628e-05,-3.9709683596223216e-05,-0.07497495052883862,-0.07793446132701853,0.0616105523225976,0.059787144003977444,-0.04224226185182067,-0.043160415926652096,-0.07990199035065515,-0.08327508238565702,0.001781122094528076,0.0017795377775327269,-0.09544971601281294,-0.10031738256080969,-0.00015350907426481264,-0.00015352085798868128,-0.04017763599384816,-0.04100704913539577,-0.06502170309961963,-0.06723196183409996,-0.08217196164271567,-0.08574522795950212,-0.013563550588565176,-0.013656375856645031,-0.04005969155403721,-0.04088417515555287,-0.061847852748881715,-0.06384313923709117,-0.07053233521016533,-0.07314326017202394,-0.05013701833849815,-0.05143753461967071,-0.0792554398132449,-0.0825726316985742,-0.11570236095658337,-0.12296157726331636,-0.10211584567239262,-0.10771422309120476,-0.08345530418642533,-0.08714444495524276,-0.0952175760446945,-0.10006077970565408,-0.11119289126183773,-0.11787504255845604,-0.07284226231577484,-0.07563156857757747
2023-06-29 00:00:00+00:00,-0.05297449755672856,-0.05442925644031349,-0.034618317078615846,-0.03523172949967268,-0.003737446515847065,-0.003744448220184715,-0.07462453615432052,-0.0775557169674217,-0.005523536402096685,-0.005538847536389752,-0.032540523611084504,-0.03308173982473383,-0.02366346403775854,-0.02394794056612337,-0.059216370002092455,-0.06104210207641597,-0.07523467539169282,-0.0782152767839488,-0.026926793372831437,-0.027295961571728533,,,-0.0253099285770777,-0.02563573398107355,0.020993154249506984,0.020775834213436206,-7.378534417890048e-05,-7.378806645128781e-05,-0.071206264821008,-0.07386859369119492,0.06948020823706602,0.0671727437469003,-0.025224942043229115,-0.025548544389814354,-0.04336151515195086,-0.0443297176774725,-0.0006969080480503376,-0.0006971510013480055,-0.041243916412175174,-0.04211858098799959,-0.0009296372185415569,-0.0009300695992128455,-0.0014079126799149133,-0.0014089047202183735,-0.024850436384652785,-0.025164421168804907,-0.045460102424025095,-0.04652583723891235,-0.000524704069914006,-0.0005248417752663492,-0.024594065156603895,-0.02490155120204207,-0.034897981950353874,-0.035521465044762945,0.05889859183300339,0.05722930361393466,-0.004496889688101469,-0.004507031111196547,-0.03908433660091881,-0.039868633073022686,-0.041774281374190037,-0.042671914332045535,-0.0349650642164413,-0.03559097541394296,-0.04716092627443036,-0.048309252414181714,-0.04655958154793238,-0.04767834309693553,-0.06504237698323168,-0.06725407369728553,0.0028089697545330417,0.0028050319713450733
2023-06-30 00:00:00+00:00,-0.022617090171756393,-0.022876779639403377,-0.004769573561683393,-0.0047809842749457765,0.08567639055603471,0.08220319419260225,-0.05650824989312553,-0.05816765813664171,0.05152621647460509,0.050242648303071014,0.0076786377614133094,0.007649307073278926,-0.007700056423518453,-0.0077298549232937,0.0017200342723968642,0.0017185567075131969,-0.038074649350501644,-0.03881842940476177,0.014640189692957994,0.014534056732943057,,,-0.013386836988668493,-0.013477248480164628,0.041923554105353755,0.04106857605766845,0.0003332375618505523,0.00033318205054609293,0.029621120419736524,0.02919089031756883,0.05855239746102758,0.056902311984082576,0.049543618923512556,0.048355421038056234,-0.016450392551579873,-0.01658720272153403,-4.103390228160642e-06,-4.103398647059466e-06,-0.004868331966693451,-0.004880220896628984,4.701092719883171e-05,4.700982221984189e-05,0.20493462621235525,0.1864253133649898,-0.010848447445072518,-0.010907720924344666,-0.048499686140051734,-0.0497152623879229,-0.0030266929743019144,-0.003031282672893987,-0.01588009110490729,-0.016007530720819396,-0.02395467733963308,-0.024246256495200458,0.08267734161236229,0.07943699344634889,0.015784407644580334,0.015661129439062726,-0.011125049110530139,-0.011187395303609016,0.03591118023004691,0.03528140679329539,0.012411359824733736,0.012334970314080484,0.02470173571693568,0.024401580700245784,-0.006596759542699782,-0.006618614327796701,0.0005688838340522917,0.0005687220809869054,0.032846286956719206,0.03231837650646341
2023-07-01 00:00:00+00:00,0.11075156173409528,0.10503686885053365,0.10720176455090469,0.10183589958565609,0.14539239531422,0.13574728162802518,0.014638290653342434,0.014532185092718475,0.08977032475626956,0.08596696280554128,0.09544304956239502,0.09115889290782218,0.05400919148511041,0.05260117065525505,0.08067542836421615,0.07758624229068417,0.10828113006700457,0.10281028363901079,0.03211372470941676,0.031608859349815166,0.0007323032750781167,0.0007320352718664476,0.03992116206953544,0.03914490457751407,0.1282274350377206,0.12064775955840434,0.0031251765163937684,0.003120303302726674,0.08418123834017632,0.08082508308284164,0.1912794609221493,0.17502790677985702,0.1506017485377904,0.1402850651206713,0.06912417295471873,0.06683978334640027,-0.0017168873498263348,-0.001718362890045092,0.09072116821772558,0.08683909968366188,0.0006697581881403014,0.0006695340002206588,0.24445858210070237,0.2187005615169344,0.05833003186389529,0.05669222417299746,0.04733947845839759,0.04625311854950498,0.004948609235282619,0.0049364051143250265,0.06981143930318989,0.06748240799408389,0.031869784786723976,0.03137248156607236,0.29962834694148,0.26207833662592916,0.026515302459395595,0.026169864778689433,0.06281637427335607,0.060922341515508904,0.17552077939774402,0.16171126591341567,0.09787479545219635,0.09337630694265642,0.10443849492368629,0.09933705642773161,0.08038463093318549,0.07731711748636905,0.15466079098487318,0.1438066133801652,0.08825788531806045,0.08457814729404767
2023-07-02 00:00:00+00:00,0.06356663755340186,0.06162801241958138,0.051784008996245134,0.05048777859322917,0.1200281405701551,0.11335381050042947,0.01733147402746371,0.017182997125429367,0.0659534328953475,0.06386964082639213,0.08663240203381029,0.08308337434264004,0.04832416500229009,0.047192855820254564,0.07576056225527639,0.07302791119199739,0.12521713176688443,0.11797602304812704,0.03756349558381111,0.0368751718127478,-0.00010836784189027782,-0.00010837371410913168,0.030539920809377064,0.03008285985992032,0.0717626280317949,0.06930460905475488,0.0011177805441813238,0.0011171562926497152,0.06300404522626946,0.061098904833538636,0.10940210125228567,0.10382122268108818,0.1340256369854249,0.12577381262093457,0.07027160294370272,0.06791245079010691,-0.0009234232453760871,-0.0009238498632739294,0.08441734241721255,0.0810428311530138,0.0019276871491413772,0.0019258315445696227,0.24905454829103202,0.22238690376146053,0.043046293023259796,0.04214555952385446,0.03016471746148386,0.02971870932124432,0.005173561559640438,0.005160224669737978,0.04863156467640328,0.04748604243546506,0.013017803939693096,0.012933800570829379,0.24197242319798273,0.21670077972048737,0.01719861106920728,0.017052389119759148,0.06457000879172492,0.06257097001997103,0.11206794142730225,0.10622129236780653,0.06600490252122815,0.06391792472109642,0.08958200484577272,0.08579414090023718,0.05418770154046104,0.05277051921692677,0.13062762994385357,0.12277290326210011,0.14882416685286426,0.13873895569646244
2023-07-03 00:00:00+00:00,0.026700373431994384,0.026350139043368692,0.07318810547291843,0.07063375627358393,0.034106350505673566,0.033537624284291745,0.032084383630598845,0.03158043080053874,0.002260518818140822,0.0022579676893368927,0.036232811700452006,0.0355918403097312,0.03664839769079742,0.035992814561444764,0.03215647973402902,0.03165028321431379,0.0634960299002425,0.061561622600169175,-0.039312752049271094,-0.040106367360454254,0.00014309686334024185,0.00014308662596069035,0.0274386360645813,0.027068944013199037,-0.04058117761692692,-0.04142757119576812,0.0007514368997887377,0.0007511547124367274,0.10470154766615125,0.09957520587832014,0.07270871778668853,0.07018696154514315,0.08320458025744726,0.07992385161730964,0.06575780813335341,0.06368610305750662,-0.0005785285988219036,-0.0005786960110633289,0.06432598832826253,0.06234172400244775,-0.004023846084352689,-0.004031963535909252,0.17762732288808025,0.16350167090408263,0.04675882989867297,0.04569856141884099,0.04347848260822884,0.04255982691832605,0.008887767821128545,0.00884850408585347,0.017478117474015065,0.017327131935307882,0.04048306553960912,0.0396850914087849,0.023419712201751874,0.02314967868640283,0.011441948408745573,0.01137698439071011,0.06430446138779011,0.06232149790780017,0.06940865514842343,0.06710583696189243,0.02079573888953723,0.020582459314348045,0.04822688162850097,0.04710005257178107,0.03424912867045471,0.03367568388424508,0.04714862604235592,0.0460708760090387,0.0473924134597592,0.04630365962502481
2023-07-04 00:00:00+00:00,-0.014026429721909484,-0.014125729730556369,-0.011402679345405953,-0.011468188355117315,0.13127367054930006,0.12334414005556571,0.13740815682443652,0.12875212732997543,-0.014359785446832807,-0.014463884931807891,0.026367799541970438,0.02602616159604316,0.023464053383546846,0.023193004235754988,-0.0005053357929420965,-0.0005054635181050426,0.030882689780174166,0.030415415612627505,0.0014161010078874714,0.001415099282440213,0.00045487049130477075,0.0004547670690841092,0.03545376454607441,0.03483975049070964,-0.07376779666681055,-0.0766303162317945,-0.0032214379715004293,-0.003226637973461569,0.09352122704271326,0.08940297296521682,-0.026956211388913243,-0.02732619409747672,0.008488548408541297,0.00845272327432467,0.03237357078273284,0.031860588750384514,-0.0003035847884880205,-0.00030363087967855834,0.01905273685969755,0.018873506443811472,-0.003791403254135739,-0.0037986088420792273,0.1653985566241536,0.1530631372020892,0.04426049659131426,0.04330897614382856,0.04351846740301624,0.04259814493770975,0.00584776726528613,0.005830735440798929,-0.007621005041907658,-0.00765019329126071,0.025385848027688285,0.025068978855885937,0.07194147863091316,0.06947147032910453,0.026973456827400044,0.026616085264225653,0.04642823037268995,0.04538267992405487,-0.02161144691253536,-0.021848394302038443,0.007623783871842038,0.007594869695547346,0.03800456206379499,0.037300179785864085,0.022705547156216532,0.022451612845839186,-0.012881176073159861,-0.01296485781120027,0.054762370211770106,0.053315500051921205
2023-07-05 00:00:00+00:00,0.044143606874208485,0.04319703447790868,-0.031466017755026554,-0.0319717092493752,0.057126453177655856,0.05555433377003727,0.08830758170247965,0.08462381225123128,-0.055219498557816715,-0.05680265207424151,-0.0034892242652009298,-0.0034953258054167755,0.003809527410360003,0.003802289536909309,-0.026504209215485797,-0.02686177797531228,-0.007728886853836103,-0.007758909494277155,-0.03447723947807413,-0.03508560357275625,0.0015904401250013134,0.001589176714514164,0.002435942668296054,0.0024329805693146245,-0.10791601195554579,-0.11419499383411058,0.004459726857652058,0.004449811744032161,0.07456857234759151,0.07191925297721968,-0.05197763002195188,-0.0533771799822631,-0.029041109290722678,-0.02947114865267686,-0.01364897561048073,-0.013742979226854087,0.0009463799959472663,0.000945932460735651,-0.022767446722627205,-0.023030627343983312,-0.0011343778437638008,-0.0011350217373018337,0.06817640955912796,0.06595290438752421,0.02175983749006183,0.021526471495236343,0.13588613353799261,0.12741308071351432,0.0033317589948580473,0.003326220983328909,0.018626741687701065,0.01845538849868067,0.0016067552635488092,0.0016054658133460853,-0.10460044470655849,-0.11048522983226203,0.008445354105005798,0.008409891624275634,0.009633647026088488,0.009587539335539574,-0.011947060236982443,-0.01201899991368327,-0.019748797337631796,-0.0199464109169335,-0.017985251066492514,-0.01814895145990203,-0.012789576405020875,-0.012872067139816923,-0.026193692628769805,-0.0265428581840359,-0.04701373268336484,-0.04815478538282392
