datetime,chainlink_social_volume_total,hyperliquid_social_volume_total,uniswap_social_volume_total,aave_social_volume_total,ondo-finance_social_volume_total,ethereum-classic_social_volume_total,ethena_social_volume_total,maker_social_volume_total,injective-protocol_social_volume_total,lido-dao_social_volume_total,raydium_social_volume_total,dexe_social_volume_total,pyth-network_social_volume_total,pendle_social_volume_total,aerodrome-finance_social_volume_total,thorchain_social_volume_total,telcoin_social_volume_total,dydx-chain_social_volume_total,morpho_social_volume_total,just_social_volume_total,sun-token_social_volume_total,olympus_social_volume_total,1inch_social_volume_total,frax_social_volume_total,convex-finance_social_volume_total,ether-fi_social_volume_total,0x_social_volume_total,solayer_social_volume_total,frax-share_social_volume_total,stargate-finance_social_volume_total,yearn-finance_social_volume_total,babylon_social_volume_total,solana-swap_social_volume_total,osmosis_social_volume_total,crvusd_social_volume_total,orca_social_volume_total,sushi_social_volume_total,cow-protocol_social_volume_total,cetus-protocol_social_volume_total,loopring_social_volume_total,lcx_social_volume_total,band-protocol_social_volume_total,zebec-network_social_volume_total,clearpool_social_volume_total,usual_social_volume_total,rocket-pool_social_volume_total,vvs-finance_social_volume_total,uma_social_volume_total,venus_social_volume_total,moonwell-artemis_social_volume_total,api3_social_volume_total,velo_social_volume_total,compound-ether_social_volume_total,spell-token_social_volume_total,orbs_social_volume_total,tellor_social_volume_total,marlin_social_volume_total,liquity_social_volume_total,pinlink_social_volume_total,numeraire_social_volume_total,bonfida_social_volume_total,ssv-network_social_volume_total,bancor_social_volume_total,balancer_social_volume_total,oraichain-token_social_volume_total,coin98_social_volume_total,dia-data_social_volume_total,tokenfi_social_volume_total,dodo_social_volume_total,magic-internet-money_social_volume_total,dydx_social_volume_total,kujira_social_volume_total,keep-network_social_volume_total,smardex_social_volume_total,messier_social_volume_total,hashflow_social_volume_total,renzo_social_volume_total,strike_social_volume_total,acala_social_volume_total,liquity-usd_social_volume_total,parcl_social_volume_total,ampleforth_social_volume_total,wrapped-nxm_social_volume_total,whiteheart_social_volume_total,minswap_social_volume_total,hegic_social_volume_total,insure_social_volume_total,derive_social_volume_total,suilend_social_volume_total,saucerswap_social_volume_total,tao-bot_social_volume_total,alpaca-finance_social_volume_total,bluefin_social_volume_total,compound-usd-coin_social_volume_total,paraswap_social_volume_total,orderly-network_social_volume_total,bella-protocol_social_volume_total,degate_social_volume_total,stafi_social_volume_total,unizen_social_volume_total,melon_social_volume_total,chainflip_social_volume_total,seth_social_volume_total,alchemix_social_volume_total,wanchain_social_volume_total,perpetual-protocol_social_volume_total,harvest-finance_social_volume_total,step-finance_social_volume_total,badger-dao_social_volume_total,stake-dao_social_volume_total,polkastarter_social_volume_total,synfutures_social_volume_total,lever_social_volume_total,mango-markets_social_volume_total,vertex-protocol_social_volume_total,adshares_social_volume_total,quickswap_social_volume_total,dolomite_social_volume_total,ramp_social_volume_total,inverse-finance_social_volume_total,beefy-finance_social_volume_total,tokemak_social_volume_total,ribbon-finance_social_volume_total,tranchess_social_volume_total,cryptex-finance_social_volume_total,odos_social_volume_total,kryll_social_volume_total,hatom_social_volume_total,ellipsis_social_volume_total,orion-protocol_social_volume_total,aura-finance_social_volume_total,hydranet_social_volume_total,evervalue-coin_social_volume_total,airswap_social_volume_total,trustswap_social_volume_total
2023-10-05 00:00:00+00:00,239.0,,88.0,40.0,,399.0,,89.0,54.0,5.0,10.0,0.0,,10.0,0.0,80.0,9.0,,,6.0,0.0,3.0,6.0,35.0,7.0,,4.0,,14.0,1.0,5.0,,,12.0,15.0,,18.0,9.0,,40.0,16.0,33.0,,0.0,,6.0,0.0,32.0,7.0,,1.0,62.0,0.0,12.0,1.0,45.0,3.0,16.0,,0.0,1.0,1.0,2.0,3.0,6.0,3.0,59.0,0.0,3.0,11.0,12.0,,40.0,4.0,0.0,0.0,0.0,44.0,0.0,5.0,,2.0,0.0,0.0,,0.0,2.0,,,,,1.0,,,0.0,0.0,5.0,5.0,1.0,3.0,5.0,66.0,23.0,1.0,17.0,3.0,100.0,4.0,0.0,4.0,0.0,,19.0,0.0,,51.0,191.0,,16.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,,3.0,0.0,2.0,,,9.0,0.0
2023-10-06 00:00:00+00:00,201.0,,79.0,15.0,,352.0,,39.0,34.0,13.0,20.0,0.0,,2.0,0.0,224.0,5.0,,,5.0,1.0,0.0,12.0,25.0,11.0,,5.0,,12.0,4.0,4.0,,,10.0,12.0,,11.0,11.0,,31.0,14.0,24.0,,1.0,,26.0,0.0,36.0,2.0,,3.0,81.0,0.0,18.0,0.0,57.0,15.0,10.0,,1.0,1.0,0.0,7.0,10.0,12.0,2.0,34.0,0.0,4.0,5.0,7.0,,40.0,0.0,0.0,4.0,0.0,34.0,2.0,0.0,,2.0,0.0,0.0,,0.0,3.0,,,,,2.0,,,0.0,3.0,5.0,2.0,1.0,1.0,3.0,43.0,18.0,1.0,18.0,14.0,136.0,0.0,1.0,4.0,2.0,,16.0,0.0,,42.0,186.0,,23.0,4.0,1.0,1.0,0.0,0.0,1.0,,0.0,,5.0,0.0,3.0,,,3.0,1.0
2023-10-07 00:00:00+00:00,127.0,,46.0,6.0,,318.0,,60.0,41.0,15.0,11.0,1.0,,4.0,0.0,145.0,19.0,,,0.0,0.0,2.0,3.0,13.0,4.0,,3.0,,13.0,7.0,1.0,,,6.0,8.0,,15.0,10.0,,31.0,34.0,15.0,,0.0,,11.0,0.0,24.0,3.0,,1.0,43.0,0.0,12.0,0.0,49.0,3.0,5.0,,0.0,0.0,0.0,7.0,11.0,6.0,2.0,27.0,0.0,3.0,15.0,7.0,,22.0,3.0,0.0,6.0,0.0,37.0,1.0,0.0,,2.0,0.0,0.0,,1.0,5.0,,,,,15.0,,,0.0,3.0,3.0,2.0,1.0,5.0,2.0,35.0,16.0,0.0,22.0,10.0,70.0,0.0,1.0,5.0,2.0,,13.0,0.0,,35.0,123.0,,15.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,,0.0,0.0,4.0,,,2.0,0.0
2023-10-08 00:00:00+00:00,124.0,,57.0,8.0,,337.0,,38.0,38.0,10.0,9.0,0.0,,1.0,0.0,76.0,18.0,,,4.0,0.0,2.0,5.0,9.0,5.0,,33.0,,1.0,0.0,3.0,,,15.0,1.0,,20.0,11.0,,44.0,38.0,17.0,,2.0,,7.0,0.0,28.0,14.0,,0.0,53.0,0.0,14.0,20.0,28.0,0.0,15.0,,5.0,0.0,4.0,87.0,10.0,8.0,4.0,37.0,0.0,2.0,7.0,5.0,,25.0,2.0,0.0,1.0,0.0,25.0,0.0,2.0,,0.0,0.0,0.0,,2.0,1.0,,,,,3.0,,,1.0,0.0,5.0,1.0,1.0,6.0,4.0,40.0,14.0,0.0,18.0,7.0,67.0,1.0,1.0,2.0,0.0,,7.0,0.0,,51.0,134.0,,12.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,4.0,,,1.0,0.0
2023-10-09 00:00:00+00:00,196.0,,83.0,8.0,,329.0,,42.0,36.0,16.0,21.0,0.0,,10.0,0.0,42.0,19.0,,,1.0,0.0,2.0,4.0,21.0,10.0,,18.0,,1.0,3.0,1.0,,,11.0,5.0,,13.0,11.0,,53.0,22.0,19.0,,0.0,,19.0,0.0,19.0,14.0,,7.0,57.0,0.0,10.0,5.0,25.0,11.0,39.0,,10.0,0.0,1.0,113.0,4.0,9.0,24.0,36.0,0.0,2.0,10.0,32.0,,38.0,0.0,1.0,1.0,0.0,59.0,3.0,0.0,,0.0,0.0,0.0,,2.0,4.0,,,,,7.0,,,0.0,0.0,3.0,2.0,1.0,3.0,2.0,41.0,21.0,0.0,20.0,13.0,68.0,2.0,0.0,7.0,0.0,,5.0,0.0,,94.0,152.0,,23.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,,0.0,2.0,4.0,,,0.0,0.0
2023-10-10 00:00:00+00:00,211.0,,70.0,20.0,,381.0,,42.0,37.0,6.0,9.0,1.0,,9.0,0.0,51.0,11.0,,,4.0,0.0,2.0,3.0,46.0,5.0,,13.0,,3.0,2.0,1.0,,,12.0,4.0,,12.0,9.0,,34.0,22.0,24.0,,0.0,,3.0,0.0,20.0,7.0,,3.0,26.0,0.0,11.0,1.0,53.0,6.0,27.0,,3.0,1.0,1.0,33.0,6.0,8.0,1.0,39.0,0.0,0.0,15.0,6.0,,35.0,0.0,0.0,1.0,0.0,49.0,1.0,0.0,,0.0,0.0,0.0,,0.0,4.0,,,,,1.0,,,3.0,2.0,4.0,2.0,0.0,5.0,4.0,40.0,25.0,0.0,20.0,7.0,71.0,5.0,0.0,5.0,4.0,,14.0,0.0,,174.0,149.0,,24.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,,3.0,1.0,6.0,,,7.0,0.0
2023-10-11 00:00:00+00:00,186.0,,55.0,14.0,,357.0,,84.0,50.0,22.0,22.0,1.0,,3.0,0.0,47.0,11.0,,,1.0,0.0,3.0,3.0,89.0,1.0,,13.0,,14.0,3.0,2.0,,,8.0,23.0,,16.0,3.0,,26.0,21.0,34.0,,0.0,,2.0,4.0,37.0,7.0,,0.0,50.0,1.0,14.0,1.0,26.0,5.0,10.0,,1.0,0.0,9.0,40.0,6.0,5.0,6.0,39.0,0.0,1.0,7.0,9.0,,30.0,2.0,1.0,1.0,0.0,47.0,1.0,1.0,,1.0,0.0,0.0,,1.0,3.0,,,,,1.0,,,0.0,0.0,0.0,2.0,1.0,5.0,3.0,53.0,18.0,3.0,26.0,9.0,70.0,8.0,0.0,13.0,0.0,,5.0,0.0,,101.0,168.0,,19.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,,0.0,1.0,6.0,,,2.0,0.0
2023-10-12 00:00:00+00:00,204.0,,90.0,14.0,,358.0,,57.0,45.0,9.0,13.0,0.0,,9.0,0.0,90.0,13.0,,,1.0,0.0,1.0,5.0,67.0,10.0,,5.0,,27.0,3.0,2.0,,,8.0,38.0,,17.0,7.0,,38.0,22.0,27.0,,0.0,,6.0,2.0,28.0,3.0,,4.0,61.0,0.0,5.0,3.0,29.0,12.0,10.0,,0.0,0.0,9.0,25.0,11.0,4.0,2.0,27.0,0.0,0.0,4.0,6.0,,28.0,0.0,0.0,6.0,1.0,49.0,3.0,1.0,,3.0,0.0,0.0,,0.0,2.0,,,,,3.0,,,1.0,0.0,0.0,2.0,1.0,1.0,6.0,49.0,20.0,1.0,21.0,6.0,93.0,2.0,5.0,3.0,0.0,,9.0,0.0,,101.0,197.0,,28.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,2.0,,,2.0,0.0
2023-10-13 00:00:00+00:00,124.0,,103.0,12.0,,340.0,,56.0,46.0,13.0,18.0,0.0,,7.0,0.0,88.0,24.0,,,1.0,0.0,2.0,8.0,46.0,6.0,,7.0,,26.0,1.0,3.0,,,5.0,14.0,,13.0,8.0,,51.0,24.0,14.0,,0.0,,20.0,1.0,33.0,0.0,,2.0,70.0,0.0,13.0,13.0,30.0,7.0,15.0,,0.0,2.0,2.0,26.0,5.0,5.0,8.0,25.0,0.0,0.0,12.0,5.0,,28.0,1.0,0.0,2.0,0.0,55.0,4.0,3.0,,0.0,0.0,0.0,,0.0,4.0,,,,,4.0,,,0.0,1.0,1.0,3.0,2.0,3.0,6.0,34.0,29.0,4.0,24.0,21.0,84.0,1.0,2.0,3.0,9.0,,5.0,0.0,,47.0,146.0,,15.0,2.0,4.0,0.0,0.0,0.0,0.0,,0.0,,6.0,0.0,5.0,,,0.0,0.0
2023-10-14 00:00:00+00:00,125.0,,72.0,11.0,,265.0,,44.0,46.0,10.0,25.0,0.0,,2.0,0.0,54.0,19.0,,,0.0,0.0,3.0,3.0,18.0,6.0,,13.0,,4.0,3.0,2.0,,,5.0,21.0,,13.0,3.0,,31.0,35.0,16.0,,0.0,,27.0,0.0,55.0,0.0,,0.0,27.0,0.0,13.0,16.0,48.0,15.0,7.0,,0.0,1.0,2.0,11.0,2.0,13.0,3.0,33.0,0.0,0.0,24.0,8.0,,32.0,0.0,1.0,5.0,0.0,28.0,2.0,2.0,,0.0,0.0,0.0,,1.0,3.0,,,,,1.0,,,3.0,1.0,1.0,0.0,0.0,3.0,16.0,31.0,19.0,0.0,14.0,9.0,57.0,1.0,5.0,2.0,0.0,,5.0,0.0,,60.0,130.0,,20.0,2.0,1.0,0.0,0.0,1.0,0.0,,0.0,,1.0,1.0,2.0,,,0.0,0.0
2023-10-15 00:00:00+00:00,101.0,,102.0,18.0,,272.0,,36.0,52.0,12.0,24.0,0.0,,3.0,0.0,35.0,12.0,,,2.0,0.0,0.0,2.0,11.0,4.0,,19.0,,13.0,5.0,2.0,,,16.0,10.0,,13.0,5.0,,38.0,12.0,36.0,,0.0,,18.0,1.0,37.0,2.0,,2.0,36.0,0.0,10.0,12.0,41.0,3.0,16.0,,1.0,1.0,2.0,33.0,14.0,1.0,2.0,33.0,0.0,1.0,11.0,13.0,,46.0,2.0,0.0,2.0,0.0,33.0,0.0,1.0,,6.0,0.0,0.0,,0.0,4.0,,,,,11.0,,,1.0,0.0,1.0,2.0,0.0,7.0,3.0,40.0,28.0,1.0,16.0,13.0,58.0,1.0,8.0,1.0,2.0,,6.0,0.0,,51.0,147.0,,16.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,,,1.0,0.0
2023-10-16 00:00:00+00:00,112.0,,199.0,6.0,,383.0,,53.0,36.0,9.0,18.0,0.0,,6.0,0.0,42.0,13.0,,,2.0,0.0,2.0,9.0,28.0,3.0,,6.0,,7.0,11.0,1.0,,,8.0,5.0,,12.0,4.0,,35.0,25.0,72.0,,0.0,,5.0,0.0,36.0,4.0,,4.0,90.0,0.0,13.0,7.0,32.0,11.0,8.0,,0.0,1.0,1.0,43.0,1.0,4.0,6.0,36.0,0.0,0.0,6.0,6.0,,36.0,0.0,2.0,2.0,0.0,36.0,1.0,3.0,,2.0,0.0,0.0,,0.0,4.0,,,,,0.0,,,0.0,2.0,1.0,4.0,1.0,5.0,6.0,55.0,18.0,0.0,18.0,14.0,52.0,5.0,3.0,5.0,1.0,,1.0,0.0,,56.0,220.0,,12.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,5.0,0.0,3.0,,,1.0,0.0
2023-10-17 00:00:00+00:00,111.0,,156.0,7.0,,362.0,,49.0,40.0,19.0,17.0,0.0,,8.0,0.0,49.0,23.0,,,2.0,0.0,1.0,20.0,22.0,5.0,,25.0,,7.0,3.0,1.0,,,14.0,22.0,,27.0,7.0,,39.0,22.0,31.0,,0.0,,6.0,0.0,50.0,4.0,,1.0,74.0,0.0,9.0,64.0,76.0,10.0,3.0,,0.0,0.0,6.0,45.0,39.0,1.0,10.0,30.0,0.0,3.0,4.0,18.0,,34.0,0.0,0.0,4.0,0.0,46.0,6.0,13.0,,3.0,0.0,0.0,,2.0,3.0,,,,,0.0,,,0.0,0.0,1.0,0.0,1.0,5.0,6.0,36.0,24.0,0.0,27.0,4.0,96.0,3.0,3.0,8.0,2.0,,5.0,2.0,,64.0,178.0,,15.0,3.0,1.0,3.0,0.0,0.0,0.0,,2.0,,9.0,0.0,2.0,,,1.0,0.0
2023-10-18 00:00:00+00:00,114.0,,127.0,10.0,,402.0,,38.0,86.0,6.0,15.0,1.0,,7.0,0.0,33.0,23.0,,,5.0,0.0,1.0,4.0,23.0,7.0,,9.0,,7.0,1.0,5.0,,,21.0,3.0,,61.0,11.0,,20.0,21.0,40.0,,0.0,,4.0,0.0,46.0,3.0,,0.0,90.0,0.0,14.0,45.0,36.0,12.0,8.0,,0.0,2.0,2.0,70.0,3.0,1.0,7.0,31.0,0.0,0.0,8.0,7.0,,29.0,0.0,1.0,8.0,0.0,43.0,2.0,6.0,,4.0,0.0,0.0,,3.0,5.0,,,,,1.0,,,0.0,2.0,0.0,6.0,2.0,6.0,6.0,53.0,14.0,0.0,28.0,4.0,73.0,2.0,4.0,11.0,0.0,,2.0,0.0,,68.0,173.0,,20.0,2.0,5.0,2.0,0.0,0.0,1.0,,0.0,,13.0,1.0,2.0,,,0.0,0.0
2023-10-19 00:00:00+00:00,177.0,,67.0,13.0,,336.0,,25.0,114.0,7.0,14.0,2.0,,8.0,0.0,54.0,17.0,,,4.0,0.0,3.0,6.0,53.0,8.0,,17.0,,4.0,5.0,4.0,,,11.0,23.0,,28.0,3.0,,31.0,21.0,18.0,,0.0,,5.0,0.0,45.0,0.0,,1.0,50.0,0.0,18.0,41.0,42.0,8.0,8.0,,1.0,13.0,1.0,21.0,7.0,2.0,4.0,35.0,0.0,0.0,10.0,78.0,,33.0,1.0,0.0,7.0,0.0,33.0,0.0,7.0,,2.0,0.0,1.0,,3.0,1.0,,,,,0.0,,,0.0,4.0,0.0,4.0,0.0,8.0,4.0,50.0,8.0,3.0,11.0,9.0,75.0,2.0,5.0,1.0,0.0,,3.0,0.0,,69.0,153.0,,15.0,0.0,4.0,4.0,0.0,0.0,0.0,,0.0,,14.0,0.0,3.0,,,2.0,0.0
2023-10-20 00:00:00+00:00,133.0,,101.0,13.0,,371.0,,28.0,123.0,4.0,20.0,2.0,,9.0,0.0,48.0,32.0,,,4.0,0.0,1.0,1.0,14.0,5.0,,4.0,,2.0,4.0,1.0,,,8.0,14.0,,15.0,12.0,,24.0,19.0,16.0,,0.0,,5.0,0.0,27.0,2.0,,1.0,78.0,0.0,14.0,18.0,57.0,5.0,2.0,,1.0,10.0,2.0,19.0,4.0,2.0,2.0,33.0,0.0,3.0,7.0,265.0,,19.0,3.0,1.0,3.0,0.0,65.0,2.0,1.0,,3.0,0.0,0.0,,0.0,0.0,,,,,0.0,,,1.0,1.0,2.0,2.0,0.0,0.0,2.0,47.0,21.0,0.0,26.0,7.0,60.0,4.0,3.0,2.0,0.0,,2.0,1.0,,45.0,131.0,,22.0,0.0,4.0,2.0,0.0,0.0,0.0,,0.0,,9.0,1.0,2.0,,,0.0,0.0
2023-10-21 00:00:00+00:00,187.0,,75.0,17.0,,264.0,,30.0,117.0,7.0,24.0,2.0,,7.0,0.0,36.0,11.0,,,0.0,0.0,1.0,10.0,10.0,2.0,,11.0,,0.0,4.0,8.0,,,17.0,3.0,,6.0,4.0,,8.0,29.0,17.0,,0.0,,17.0,0.0,30.0,7.0,,2.0,37.0,0.0,13.0,19.0,49.0,12.0,6.0,,0.0,15.0,0.0,18.0,1.0,4.0,0.0,34.0,0.0,1.0,1.0,8.0,,14.0,0.0,0.0,4.0,0.0,38.0,1.0,4.0,,3.0,0.0,0.0,,0.0,4.0,,,,,6.0,,,0.0,1.0,1.0,4.0,0.0,0.0,7.0,44.0,16.0,1.0,12.0,2.0,50.0,2.0,3.0,3.0,0.0,,2.0,0.0,,32.0,144.0,,23.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,0.0,,,2.0,0.0
2023-10-22 00:00:00+00:00,320.0,,65.0,22.0,,265.0,,22.0,72.0,9.0,23.0,0.0,,6.0,0.0,69.0,16.0,,,1.0,0.0,0.0,1.0,29.0,6.0,,2.0,,13.0,1.0,4.0,,,8.0,4.0,,8.0,7.0,,16.0,31.0,17.0,,0.0,,9.0,0.0,47.0,4.0,,4.0,43.0,0.0,8.0,9.0,23.0,4.0,5.0,,0.0,5.0,0.0,11.0,9.0,4.0,5.0,41.0,0.0,0.0,6.0,7.0,,17.0,1.0,0.0,3.0,0.0,47.0,3.0,1.0,,1.0,0.0,0.0,,0.0,1.0,,,,,2.0,,,0.0,2.0,0.0,1.0,0.0,3.0,1.0,26.0,14.0,1.0,12.0,6.0,47.0,0.0,3.0,7.0,0.0,,5.0,0.0,,26.0,97.0,,5.0,2.0,1.0,3.0,0.0,0.0,1.0,,0.0,,1.0,4.0,1.0,,,0.0,0.0
2023-10-23 00:00:00+00:00,357.0,,140.0,29.0,,340.0,,53.0,197.0,9.0,11.0,2.0,,14.0,0.0,121.0,23.0,,,4.0,0.0,1.0,7.0,17.0,16.0,,5.0,,3.0,15.0,5.0,,,9.0,4.0,,9.0,6.0,,12.0,22.0,31.0,,0.0,,23.0,0.0,47.0,2.0,,0.0,101.0,0.0,7.0,9.0,81.0,16.0,3.0,,1.0,0.0,0.0,11.0,3.0,11.0,1.0,43.0,0.0,3.0,8.0,13.0,24.0,30.0,2.0,0.0,3.0,1.0,45.0,4.0,1.0,,10.0,0.0,0.0,114.0,0.0,1.0,,,,,1.0,,,1.0,1.0,2.0,6.0,1.0,2.0,7.0,41.0,19.0,1.0,31.0,17.0,44.0,5.0,3.0,1.0,0.0,,5.0,0.0,,23.0,167.0,,16.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,,2.0,5.0,4.0,1.0,,1.0,0.0
2023-10-24 00:00:00+00:00,219.0,,86.0,15.0,,305.0,,50.0,208.0,12.0,24.0,0.0,,25.0,0.0,81.0,25.0,,,3.0,0.0,2.0,10.0,32.0,16.0,,14.0,,6.0,4.0,13.0,,,41.0,26.0,,15.0,18.0,,69.0,28.0,28.0,,0.0,,6.0,0.0,51.0,4.0,,3.0,67.0,0.0,11.0,12.0,32.0,23.0,17.0,,1.0,0.0,0.0,21.0,6.0,14.0,2.0,47.0,0.0,0.0,7.0,43.0,36.0,38.0,1.0,2.0,1.0,0.0,62.0,5.0,14.0,,4.0,0.0,0.0,108.0,1.0,0.0,,,,,1.0,,,1.0,4.0,1.0,15.0,0.0,2.0,3.0,31.0,19.0,0.0,29.0,17.0,50.0,10.0,10.0,6.0,1.0,,4.0,2.0,,36.0,164.0,,19.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,,7.0,8.0,2.0,0.0,,2.0,0.0
2023-10-25 00:00:00+00:00,272.0,,64.0,11.0,,255.0,,48.0,150.0,7.0,13.0,0.0,,16.0,0.0,74.0,20.0,,,0.0,0.0,6.0,10.0,20.0,5.0,,8.0,,1.0,3.0,2.0,,,17.0,14.0,,9.0,3.0,,73.0,28.0,20.0,,3.0,,8.0,1.0,16.0,1.0,,6.0,75.0,0.0,8.0,4.0,85.0,26.0,23.0,,0.0,0.0,0.0,21.0,3.0,8.0,3.0,18.0,0.0,2.0,10.0,22.0,11.0,29.0,0.0,0.0,4.0,0.0,54.0,3.0,6.0,,21.0,0.0,0.0,84.0,4.0,0.0,,,,,5.0,,,2.0,9.0,1.0,1.0,0.0,5.0,5.0,44.0,13.0,1.0,8.0,13.0,42.0,4.0,4.0,1.0,0.0,,5.0,0.0,,26.0,116.0,,19.0,0.0,8.0,1.0,0.0,0.0,0.0,,0.0,,9.0,2.0,3.0,0.0,,4.0,0.0
2023-10-26 00:00:00+00:00,200.0,,123.0,15.0,,264.0,,33.0,132.0,15.0,13.0,1.0,,10.0,0.0,48.0,10.0,,,2.0,0.0,0.0,12.0,19.0,10.0,,2.0,,7.0,15.0,1.0,,,9.0,14.0,,8.0,9.0,,41.0,21.0,27.0,,1.0,,12.0,0.0,29.0,4.0,,1.0,93.0,0.0,7.0,5.0,95.0,16.0,34.0,,0.0,1.0,0.0,9.0,5.0,8.0,3.0,36.0,13.0,1.0,2.0,24.0,28.0,12.0,5.0,0.0,6.0,1.0,37.0,4.0,7.0,,5.0,0.0,0.0,75.0,1.0,3.0,,,,,0.0,,,6.0,2.0,0.0,3.0,1.0,3.0,1.0,46.0,13.0,0.0,17.0,15.0,46.0,0.0,1.0,3.0,0.0,,2.0,0.0,,32.0,112.0,,19.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,,13.0,3.0,4.0,2.0,,1.0,0.0
2023-10-27 00:00:00+00:00,221.0,,118.0,18.0,,231.0,,29.0,157.0,18.0,6.0,1.0,,2.0,0.0,60.0,10.0,,,4.0,0.0,1.0,9.0,8.0,9.0,,2.0,,11.0,0.0,1.0,,,2.0,5.0,,3.0,7.0,,15.0,23.0,9.0,,0.0,,2.0,1.0,27.0,0.0,,1.0,37.0,0.0,5.0,2.0,50.0,2.0,12.0,,1.0,1.0,0.0,3.0,2.0,5.0,1.0,24.0,36.0,1.0,2.0,49.0,6.0,21.0,0.0,0.0,1.0,0.0,38.0,2.0,3.0,,7.0,0.0,0.0,61.0,0.0,0.0,,,,,0.0,,,2.0,2.0,0.0,1.0,1.0,3.0,3.0,27.0,28.0,1.0,17.0,8.0,57.0,2.0,0.0,4.0,0.0,,4.0,0.0,,32.0,92.0,,13.0,5.0,1.0,2.0,0.0,1.0,0.0,,0.0,,4.0,2.0,3.0,6.0,,0.0,0.0
2023-10-28 00:00:00+00:00,164.0,,60.0,9.0,,201.0,,22.0,111.0,10.0,11.0,0.0,,4.0,0.0,81.0,11.0,,,3.0,0.0,1.0,4.0,8.0,4.0,,0.0,,2.0,3.0,2.0,,,10.0,10.0,,4.0,4.0,,10.0,15.0,10.0,,0.0,,5.0,0.0,6.0,2.0,,1.0,26.0,0.0,1.0,3.0,26.0,5.0,0.0,,1.0,2.0,0.0,9.0,2.0,6.0,2.0,16.0,10.0,1.0,0.0,23.0,18.0,24.0,0.0,0.0,3.0,0.0,30.0,0.0,4.0,,2.0,0.0,0.0,43.0,0.0,2.0,,,,,0.0,,,1.0,0.0,3.0,5.0,0.0,1.0,2.0,24.0,17.0,1.0,11.0,6.0,33.0,3.0,0.0,4.0,0.0,,0.0,0.0,,24.0,67.0,,14.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,1.0,,1.0,0.0
2023-10-29 00:00:00+00:00,108.0,,60.0,6.0,,232.0,,22.0,122.0,5.0,7.0,0.0,,6.0,0.0,71.0,5.0,,,4.0,0.0,0.0,7.0,13.0,3.0,,11.0,,0.0,0.0,2.0,,,6.0,1.0,,6.0,8.0,,18.0,29.0,15.0,,0.0,,1.0,0.0,6.0,7.0,,1.0,41.0,0.0,11.0,1.0,14.0,22.0,2.0,,0.0,2.0,1.0,10.0,1.0,16.0,9.0,17.0,7.0,5.0,3.0,13.0,18.0,24.0,2.0,0.0,1.0,0.0,37.0,0.0,0.0,,0.0,0.0,0.0,58.0,0.0,2.0,,,,,1.0,,,2.0,0.0,0.0,1.0,2.0,1.0,4.0,30.0,12.0,1.0,3.0,4.0,52.0,1.0,1.0,1.0,0.0,,2.0,0.0,,30.0,75.0,,19.0,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,,0.0,0.0
2023-10-30 00:00:00+00:00,183.0,,75.0,9.0,,263.0,,35.0,259.0,2.0,10.0,0.0,,9.0,0.0,60.0,15.0,,,3.0,0.0,0.0,5.0,21.0,9.0,,14.0,,18.0,3.0,1.0,,,33.0,9.0,,7.0,6.0,,18.0,20.0,15.0,,1.0,,17.0,0.0,5.0,1.0,,2.0,60.0,0.0,3.0,15.0,248.0,3.0,6.0,,0.0,0.0,1.0,17.0,2.0,15.0,7.0,18.0,8.0,3.0,2.0,21.0,23.0,30.0,0.0,1.0,1.0,1.0,39.0,7.0,3.0,,6.0,0.0,0.0,72.0,0.0,2.0,,,,,2.0,,,2.0,2.0,3.0,7.0,1.0,5.0,2.0,39.0,14.0,0.0,6.0,11.0,56.0,5.0,1.0,2.0,0.0,,2.0,0.0,,42.0,98.0,,14.0,4.0,0.0,2.0,0.0,0.0,0.0,,0.0,,7.0,0.0,1.0,2.0,,0.0,0.0
