datetime,chainlink_social_volume_total,hyperliquid_social_volume_total,uniswap_social_volume_total,aave_social_volume_total,ondo-finance_social_volume_total,ethereum-classic_social_volume_total,ethena_social_volume_total,maker_social_volume_total,injective-protocol_social_volume_total,lido-dao_social_volume_total,raydium_social_volume_total,dexe_social_volume_total,pyth-network_social_volume_total,pendle_social_volume_total,aerodrome-finance_social_volume_total,thorchain_social_volume_total,telcoin_social_volume_total,dydx-chain_social_volume_total,morpho_social_volume_total,just_social_volume_total,sun-token_social_volume_total,olympus_social_volume_total,1inch_social_volume_total,frax_social_volume_total,convex-finance_social_volume_total,ether-fi_social_volume_total,0x_social_volume_total,solayer_social_volume_total,frax-share_social_volume_total,stargate-finance_social_volume_total,yearn-finance_social_volume_total,babylon_social_volume_total,solana-swap_social_volume_total,osmosis_social_volume_total,crvusd_social_volume_total,orca_social_volume_total,sushi_social_volume_total,cow-protocol_social_volume_total,cetus-protocol_social_volume_total,loopring_social_volume_total,lcx_social_volume_total,band-protocol_social_volume_total,zebec-network_social_volume_total,clearpool_social_volume_total,usual_social_volume_total,rocket-pool_social_volume_total,vvs-finance_social_volume_total,uma_social_volume_total,venus_social_volume_total,moonwell-artemis_social_volume_total,api3_social_volume_total,velo_social_volume_total,compound-ether_social_volume_total,spell-token_social_volume_total,orbs_social_volume_total,tellor_social_volume_total,marlin_social_volume_total,liquity_social_volume_total,pinlink_social_volume_total,numeraire_social_volume_total,bonfida_social_volume_total,ssv-network_social_volume_total,bancor_social_volume_total,balancer_social_volume_total,oraichain-token_social_volume_total,coin98_social_volume_total,dia-data_social_volume_total,tokenfi_social_volume_total,dodo_social_volume_total,magic-internet-money_social_volume_total,dydx_social_volume_total,kujira_social_volume_total,keep-network_social_volume_total,smardex_social_volume_total,messier_social_volume_total,hashflow_social_volume_total,renzo_social_volume_total,strike_social_volume_total,acala_social_volume_total,liquity-usd_social_volume_total,parcl_social_volume_total,ampleforth_social_volume_total,wrapped-nxm_social_volume_total,whiteheart_social_volume_total,minswap_social_volume_total,hegic_social_volume_total,insure_social_volume_total,derive_social_volume_total,suilend_social_volume_total,saucerswap_social_volume_total,tao-bot_social_volume_total,alpaca-finance_social_volume_total,bluefin_social_volume_total,compound-usd-coin_social_volume_total,paraswap_social_volume_total,orderly-network_social_volume_total,bella-protocol_social_volume_total,degate_social_volume_total,stafi_social_volume_total,unizen_social_volume_total,melon_social_volume_total,chainflip_social_volume_total,seth_social_volume_total,alchemix_social_volume_total,wanchain_social_volume_total,perpetual-protocol_social_volume_total,harvest-finance_social_volume_total,step-finance_social_volume_total,badger-dao_social_volume_total,stake-dao_social_volume_total,polkastarter_social_volume_total,synfutures_social_volume_total,lever_social_volume_total,mango-markets_social_volume_total,vertex-protocol_social_volume_total,adshares_social_volume_total,quickswap_social_volume_total,dolomite_social_volume_total,ramp_social_volume_total,inverse-finance_social_volume_total,beefy-finance_social_volume_total,tokemak_social_volume_total,ribbon-finance_social_volume_total,tranchess_social_volume_total,cryptex-finance_social_volume_total,odos_social_volume_total,kryll_social_volume_total,hatom_social_volume_total,ellipsis_social_volume_total,orion-protocol_social_volume_total,aura-finance_social_volume_total,hydranet_social_volume_total,evervalue-coin_social_volume_total,airswap_social_volume_total,trustswap_social_volume_total
2024-08-27 00:00:00+00:00,210.0,,72.0,55.0,31.0,324.0,5.0,141.0,39.0,2.0,30.0,2.0,8.0,9.0,1.0,24.0,3.0,8.0,,2.0,1.0,3.0,1.0,22.0,4.0,0.0,3.0,,1.0,17.0,1.0,,,4.0,3.0,1.0,6.0,5.0,3.0,5.0,2.0,17.0,0.0,4.0,,2.0,6.0,25.0,5.0,,1.0,26.0,2.0,9.0,1.0,4.0,0.0,3.0,,0.0,2.0,5.0,4.0,1.0,2.0,1.0,16.0,1.0,3.0,5.0,8.0,3.0,13.0,0.0,0.0,1.0,54.0,51.0,6.0,5.0,3.0,5.0,0.0,0.0,110.0,0.0,3.0,,,28.0,,4.0,,,2.0,8.0,5.0,3.0,2.0,1.0,8.0,47.0,0.0,0.0,11.0,9.0,44.0,2.0,2.0,5.0,2.0,,2.0,0.0,0.0,36.0,172.0,,88.0,1.0,0.0,1.0,2.0,0.0,0.0,,1.0,2.0,4.0,1.0,7.0,0.0,,0.0,0.0
2024-08-28 00:00:00+00:00,229.0,,54.0,51.0,23.0,325.0,7.0,74.0,27.0,6.0,21.0,1.0,9.0,8.0,1.0,24.0,9.0,4.0,,2.0,0.0,0.0,6.0,16.0,3.0,2.0,5.0,,9.0,4.0,3.0,,,4.0,7.0,1.0,8.0,6.0,1.0,2.0,3.0,15.0,0.0,3.0,,5.0,0.0,29.0,5.0,,1.0,45.0,0.0,13.0,1.0,1.0,2.0,2.0,,3.0,1.0,2.0,1.0,7.0,3.0,5.0,16.0,3.0,3.0,3.0,4.0,2.0,13.0,2.0,0.0,2.0,52.0,53.0,2.0,6.0,1.0,14.0,1.0,0.0,134.0,0.0,2.0,,,6.0,,3.0,,,2.0,4.0,4.0,4.0,2.0,3.0,2.0,41.0,3.0,4.0,17.0,11.0,49.0,4.0,1.0,6.0,0.0,,6.0,0.0,1.0,41.0,165.0,,109.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,28.0,5.0,4.0,0.0,,3.0,0.0
2024-08-29 00:00:00+00:00,195.0,,72.0,18.0,23.0,332.0,10.0,40.0,11.0,8.0,27.0,1.0,17.0,11.0,0.0,27.0,4.0,8.0,,4.0,0.0,3.0,0.0,12.0,4.0,0.0,4.0,,12.0,0.0,1.0,,,5.0,2.0,2.0,7.0,3.0,0.0,4.0,6.0,19.0,1.0,3.0,,3.0,0.0,21.0,0.0,,5.0,232.0,1.0,11.0,0.0,17.0,4.0,3.0,,0.0,0.0,1.0,11.0,15.0,1.0,5.0,22.0,0.0,0.0,4.0,8.0,1.0,9.0,7.0,0.0,1.0,59.0,30.0,0.0,1.0,0.0,10.0,0.0,0.0,126.0,0.0,3.0,,,9.0,,3.0,,,0.0,10.0,1.0,18.0,2.0,2.0,11.0,59.0,0.0,0.0,19.0,9.0,40.0,1.0,1.0,2.0,4.0,,5.0,0.0,2.0,46.0,136.0,,110.0,0.0,0.0,0.0,0.0,6.0,0.0,,1.0,5.0,16.0,0.0,9.0,0.0,,3.0,0.0
2024-08-30 00:00:00+00:00,207.0,,66.0,24.0,14.0,282.0,12.0,40.0,32.0,5.0,30.0,0.0,6.0,11.0,0.0,28.0,11.0,4.0,,12.0,6.0,4.0,5.0,35.0,6.0,1.0,2.0,,14.0,4.0,0.0,,,3.0,4.0,1.0,10.0,4.0,0.0,1.0,1.0,12.0,0.0,1.0,,1.0,1.0,28.0,5.0,,0.0,91.0,1.0,9.0,2.0,3.0,11.0,0.0,,0.0,1.0,1.0,3.0,11.0,0.0,3.0,20.0,4.0,6.0,6.0,4.0,0.0,13.0,0.0,0.0,4.0,12.0,36.0,2.0,2.0,2.0,11.0,0.0,0.0,110.0,0.0,1.0,,,12.0,,0.0,,,1.0,3.0,9.0,14.0,2.0,3.0,8.0,63.0,0.0,0.0,11.0,10.0,27.0,1.0,1.0,3.0,5.0,,1.0,0.0,0.0,34.0,179.0,,86.0,3.0,0.0,0.0,0.0,3.0,1.0,,0.0,2.0,5.0,4.0,3.0,1.0,,3.0,0.0
2024-08-31 00:00:00+00:00,147.0,,70.0,49.0,16.0,263.0,2.0,17.0,19.0,5.0,14.0,0.0,5.0,2.0,0.0,15.0,7.0,3.0,,2.0,5.0,5.0,1.0,6.0,0.0,0.0,1.0,,4.0,0.0,0.0,,,29.0,1.0,0.0,5.0,9.0,0.0,9.0,3.0,12.0,0.0,1.0,,2.0,1.0,25.0,2.0,,2.0,74.0,4.0,8.0,3.0,1.0,5.0,1.0,,0.0,0.0,1.0,1.0,14.0,3.0,3.0,16.0,1.0,0.0,8.0,3.0,0.0,9.0,0.0,0.0,5.0,5.0,36.0,3.0,0.0,1.0,4.0,0.0,0.0,72.0,0.0,2.0,,,7.0,,0.0,,,0.0,6.0,5.0,4.0,1.0,1.0,2.0,32.0,1.0,0.0,6.0,5.0,27.0,0.0,0.0,0.0,6.0,,9.0,0.0,0.0,15.0,138.0,,74.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,2.0,0.0,,1.0,0.0
2024-09-01 00:00:00+00:00,143.0,,55.0,19.0,15.0,238.0,2.0,20.0,23.0,7.0,31.0,0.0,2.0,4.0,1.0,13.0,3.0,7.0,,3.0,2.0,2.0,2.0,7.0,1.0,0.0,3.0,,2.0,0.0,1.0,,,4.0,1.0,1.0,6.0,2.0,0.0,9.0,3.0,9.0,0.0,0.0,,3.0,0.0,11.0,3.0,,0.0,39.0,2.0,12.0,3.0,0.0,5.0,2.0,,1.0,0.0,0.0,3.0,7.0,2.0,6.0,10.0,2.0,0.0,6.0,6.0,0.0,9.0,1.0,2.0,1.0,26.0,43.0,4.0,0.0,2.0,2.0,0.0,0.0,98.0,0.0,3.0,,,6.0,,1.0,,,0.0,6.0,10.0,1.0,0.0,1.0,1.0,32.0,0.0,0.0,10.0,17.0,34.0,1.0,0.0,2.0,4.0,,3.0,0.0,0.0,11.0,118.0,,67.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,3.0,0.0,,0.0,0.0
2024-09-02 00:00:00+00:00,258.0,,52.0,18.0,11.0,287.0,1.0,22.0,23.0,5.0,30.0,1.0,3.0,9.0,1.0,18.0,8.0,12.0,,1.0,3.0,2.0,7.0,6.0,5.0,0.0,4.0,,2.0,0.0,1.0,,,8.0,0.0,0.0,5.0,4.0,1.0,11.0,5.0,10.0,0.0,2.0,,1.0,1.0,17.0,0.0,,1.0,94.0,1.0,13.0,3.0,6.0,3.0,3.0,,0.0,1.0,3.0,4.0,8.0,1.0,5.0,19.0,3.0,0.0,3.0,12.0,3.0,10.0,3.0,3.0,8.0,4.0,41.0,5.0,4.0,0.0,17.0,0.0,0.0,108.0,0.0,2.0,,,3.0,,1.0,,,0.0,3.0,7.0,1.0,1.0,3.0,4.0,43.0,0.0,1.0,9.0,12.0,64.0,4.0,0.0,2.0,4.0,,2.0,0.0,2.0,26.0,152.0,,75.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,5.0,0.0,,3.0,0.0
2024-09-03 00:00:00+00:00,208.0,,71.0,95.0,14.0,340.0,3.0,30.0,52.0,3.0,20.0,1.0,9.0,7.0,0.0,22.0,2.0,6.0,,3.0,1.0,3.0,4.0,6.0,0.0,2.0,4.0,,1.0,0.0,4.0,,,9.0,2.0,3.0,12.0,6.0,0.0,16.0,5.0,14.0,0.0,8.0,,1.0,0.0,22.0,1.0,,1.0,59.0,0.0,10.0,6.0,3.0,2.0,3.0,,0.0,0.0,0.0,2.0,5.0,3.0,0.0,13.0,3.0,1.0,8.0,6.0,2.0,5.0,0.0,3.0,1.0,2.0,37.0,1.0,1.0,2.0,4.0,0.0,0.0,116.0,0.0,6.0,,,10.0,,0.0,,,1.0,3.0,1.0,1.0,1.0,4.0,2.0,30.0,1.0,0.0,15.0,10.0,48.0,2.0,1.0,1.0,2.0,,7.0,0.0,0.0,31.0,150.0,,95.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,2.0,1.0,2.0,0.0,,1.0,1.0
2024-09-04 00:00:00+00:00,220.0,,161.0,76.0,14.0,332.0,2.0,39.0,59.0,2.0,22.0,0.0,3.0,36.0,1.0,29.0,3.0,9.0,,2.0,0.0,1.0,42.0,10.0,0.0,0.0,1.0,,11.0,3.0,1.0,,,7.0,1.0,0.0,14.0,14.0,0.0,7.0,5.0,15.0,0.0,6.0,,0.0,0.0,25.0,1.0,,2.0,79.0,0.0,6.0,2.0,0.0,4.0,7.0,,0.0,1.0,3.0,11.0,4.0,5.0,1.0,19.0,3.0,3.0,10.0,9.0,0.0,9.0,1.0,0.0,4.0,3.0,74.0,4.0,3.0,6.0,8.0,0.0,0.0,88.0,0.0,3.0,,,10.0,,0.0,,,0.0,3.0,3.0,3.0,1.0,4.0,2.0,55.0,5.0,0.0,15.0,20.0,79.0,3.0,2.0,1.0,1.0,,1.0,0.0,0.0,35.0,196.0,,95.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,6.0,3.0,13.0,0.0,,7.0,0.0
2024-09-05 00:00:00+00:00,195.0,,100.0,88.0,14.0,333.0,4.0,25.0,44.0,5.0,21.0,3.0,2.0,4.0,0.0,25.0,3.0,4.0,,5.0,0.0,0.0,23.0,6.0,1.0,3.0,2.0,,1.0,0.0,0.0,,,10.0,3.0,0.0,14.0,17.0,0.0,7.0,2.0,24.0,0.0,1.0,,5.0,1.0,18.0,0.0,,2.0,86.0,0.0,12.0,1.0,3.0,1.0,2.0,,1.0,0.0,5.0,6.0,8.0,1.0,2.0,18.0,0.0,4.0,1.0,4.0,3.0,4.0,0.0,5.0,2.0,2.0,37.0,0.0,0.0,1.0,8.0,0.0,0.0,134.0,0.0,2.0,,,12.0,,2.0,,,2.0,5.0,4.0,8.0,4.0,2.0,2.0,35.0,1.0,2.0,22.0,9.0,88.0,6.0,1.0,2.0,6.0,,3.0,0.0,1.0,38.0,155.0,,107.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,8.0,1.0,6.0,0.0,,5.0,0.0
2024-09-06 00:00:00+00:00,162.0,,123.0,35.0,16.0,285.0,5.0,22.0,24.0,7.0,12.0,0.0,1.0,7.0,3.0,38.0,2.0,8.0,,2.0,1.0,0.0,13.0,2.0,1.0,0.0,5.0,,1.0,4.0,0.0,,,5.0,5.0,1.0,12.0,7.0,0.0,10.0,4.0,19.0,0.0,6.0,,0.0,1.0,33.0,3.0,,3.0,51.0,0.0,11.0,0.0,2.0,7.0,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,21.0,2.0,0.0,6.0,8.0,2.0,7.0,1.0,2.0,2.0,23.0,58.0,2.0,1.0,1.0,65.0,0.0,0.0,154.0,0.0,2.0,,,13.0,,1.0,,,0.0,4.0,5.0,2.0,2.0,2.0,2.0,50.0,2.0,0.0,20.0,10.0,91.0,3.0,2.0,1.0,4.0,,6.0,0.0,0.0,28.0,197.0,,104.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,3.0,0.0,9.0,0.0,,0.0,0.0
2024-09-07 00:00:00+00:00,182.0,,73.0,20.0,9.0,265.0,2.0,13.0,15.0,7.0,30.0,0.0,2.0,6.0,1.0,11.0,2.0,5.0,,0.0,0.0,0.0,5.0,7.0,5.0,0.0,7.0,,1.0,2.0,1.0,,,8.0,3.0,1.0,4.0,8.0,0.0,0.0,3.0,19.0,0.0,0.0,,2.0,0.0,14.0,1.0,,4.0,61.0,0.0,7.0,1.0,0.0,2.0,4.0,,0.0,0.0,0.0,0.0,4.0,1.0,0.0,9.0,2.0,0.0,4.0,5.0,1.0,6.0,0.0,1.0,2.0,0.0,84.0,2.0,2.0,7.0,17.0,0.0,0.0,98.0,0.0,5.0,,,12.0,,4.0,,,0.0,1.0,3.0,0.0,0.0,3.0,1.0,35.0,1.0,3.0,9.0,2.0,59.0,1.0,1.0,3.0,8.0,,3.0,0.0,0.0,38.0,130.0,,69.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3.0,0.0,3.0,0.0,,2.0,0.0
2024-09-08 00:00:00+00:00,154.0,,54.0,14.0,26.0,264.0,5.0,20.0,27.0,5.0,15.0,0.0,4.0,13.0,0.0,20.0,3.0,2.0,,0.0,0.0,2.0,6.0,7.0,0.0,0.0,11.0,,2.0,0.0,1.0,,,4.0,2.0,0.0,6.0,6.0,1.0,5.0,2.0,7.0,0.0,0.0,,3.0,0.0,17.0,0.0,,1.0,92.0,0.0,9.0,1.0,2.0,0.0,0.0,,2.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0,3.0,5.0,2.0,2.0,13.0,1.0,0.0,4.0,3.0,49.0,1.0,0.0,4.0,31.0,0.0,0.0,91.0,0.0,2.0,,,11.0,,2.0,,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,45.0,2.0,4.0,12.0,3.0,36.0,3.0,0.0,0.0,12.0,,8.0,0.0,0.0,32.0,114.0,,74.0,0.0,0.0,2.0,0.0,0.0,1.0,,0.0,0.0,2.0,0.0,10.0,1.0,,0.0,0.0
2024-09-09 00:00:00+00:00,176.0,,57.0,33.0,21.0,311.0,7.0,28.0,33.0,6.0,25.0,1.0,6.0,12.0,1.0,25.0,4.0,6.0,,3.0,0.0,0.0,5.0,7.0,0.0,5.0,9.0,,0.0,0.0,1.0,,,6.0,2.0,1.0,13.0,7.0,2.0,1.0,8.0,14.0,0.0,3.0,,21.0,2.0,11.0,3.0,,0.0,85.0,1.0,17.0,1.0,1.0,2.0,6.0,,1.0,0.0,1.0,7.0,7.0,0.0,1.0,15.0,0.0,0.0,1.0,6.0,2.0,16.0,4.0,1.0,2.0,1.0,63.0,0.0,3.0,0.0,21.0,0.0,0.0,69.0,0.0,5.0,,,13.0,,1.0,,,1.0,3.0,5.0,1.0,4.0,1.0,1.0,41.0,0.0,1.0,21.0,4.0,65.0,2.0,1.0,3.0,5.0,,6.0,0.0,0.0,30.0,158.0,,86.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,1.0,1.0,0.0,,3.0,0.0
2024-09-10 00:00:00+00:00,172.0,,77.0,53.0,19.0,295.0,7.0,23.0,43.0,9.0,35.0,0.0,3.0,4.0,2.0,23.0,2.0,15.0,,2.0,1.0,1.0,2.0,2.0,6.0,2.0,5.0,,1.0,1.0,0.0,,,5.0,1.0,0.0,24.0,4.0,3.0,3.0,7.0,17.0,1.0,6.0,,19.0,0.0,22.0,1.0,,3.0,135.0,1.0,6.0,0.0,1.0,5.0,5.0,,0.0,1.0,0.0,4.0,8.0,0.0,1.0,61.0,2.0,0.0,7.0,15.0,9.0,8.0,0.0,1.0,2.0,3.0,66.0,1.0,1.0,2.0,8.0,0.0,0.0,92.0,0.0,2.0,,,10.0,,2.0,,,0.0,3.0,8.0,3.0,6.0,5.0,9.0,48.0,0.0,0.0,24.0,5.0,62.0,1.0,0.0,0.0,4.0,,4.0,0.0,2.0,29.0,136.0,,86.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,17.0,0.0,6.0,0.0,,2.0,0.0
2024-09-11 00:00:00+00:00,147.0,,67.0,87.0,10.0,269.0,5.0,30.0,30.0,4.0,15.0,0.0,8.0,5.0,1.0,16.0,5.0,5.0,,1.0,0.0,2.0,3.0,6.0,6.0,1.0,4.0,,6.0,0.0,0.0,,,12.0,3.0,1.0,15.0,6.0,1.0,6.0,3.0,14.0,0.0,2.0,,7.0,0.0,20.0,5.0,,12.0,98.0,1.0,8.0,2.0,2.0,4.0,3.0,,0.0,0.0,0.0,1.0,4.0,0.0,3.0,54.0,0.0,1.0,2.0,5.0,2.0,15.0,0.0,1.0,0.0,1.0,59.0,5.0,3.0,0.0,7.0,0.0,0.0,93.0,0.0,2.0,,,6.0,,0.0,,,4.0,2.0,3.0,0.0,2.0,3.0,4.0,43.0,0.0,5.0,16.0,14.0,57.0,4.0,0.0,2.0,4.0,,4.0,0.0,1.0,40.0,155.0,,95.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,0.0,6.0,0.0,,0.0,0.0
2024-09-12 00:00:00+00:00,199.0,,82.0,45.0,13.0,341.0,9.0,29.0,26.0,4.0,27.0,1.0,5.0,17.0,0.0,22.0,4.0,8.0,,0.0,0.0,4.0,3.0,19.0,7.0,0.0,4.0,,6.0,0.0,0.0,,,5.0,0.0,1.0,19.0,11.0,1.0,5.0,2.0,17.0,4.0,6.0,,3.0,1.0,17.0,4.0,,12.0,57.0,2.0,6.0,0.0,3.0,4.0,2.0,,2.0,0.0,2.0,3.0,2.0,2.0,8.0,23.0,0.0,0.0,3.0,8.0,0.0,12.0,1.0,8.0,1.0,1.0,63.0,2.0,2.0,2.0,5.0,0.0,0.0,117.0,0.0,4.0,,,13.0,,1.0,,,1.0,8.0,5.0,4.0,1.0,3.0,7.0,45.0,1.0,0.0,28.0,6.0,46.0,1.0,0.0,1.0,5.0,,4.0,4.0,0.0,26.0,155.0,,89.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,8.0,2.0,6.0,0.0,,3.0,0.0
2024-09-13 00:00:00+00:00,209.0,,50.0,70.0,23.0,274.0,6.0,32.0,20.0,4.0,34.0,1.0,3.0,14.0,1.0,21.0,8.0,2.0,,2.0,1.0,2.0,3.0,13.0,3.0,3.0,3.0,,5.0,0.0,1.0,,,6.0,0.0,0.0,9.0,5.0,0.0,6.0,8.0,13.0,3.0,1.0,,2.0,3.0,15.0,4.0,,4.0,52.0,0.0,8.0,2.0,9.0,2.0,10.0,,0.0,1.0,3.0,1.0,6.0,0.0,1.0,20.0,4.0,1.0,3.0,2.0,4.0,13.0,0.0,5.0,0.0,0.0,93.0,3.0,1.0,0.0,6.0,0.0,0.0,68.0,0.0,3.0,,,12.0,,2.0,,,6.0,2.0,4.0,0.0,3.0,5.0,2.0,44.0,2.0,2.0,10.0,3.0,77.0,2.0,0.0,2.0,3.0,,3.0,0.0,0.0,33.0,143.0,,87.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,5.0,1.0,10.0,0.0,,1.0,0.0
2024-09-14 00:00:00+00:00,175.0,,45.0,28.0,12.0,287.0,1.0,35.0,31.0,2.0,39.0,0.0,5.0,4.0,0.0,14.0,19.0,1.0,,1.0,0.0,3.0,2.0,4.0,3.0,0.0,5.0,,0.0,1.0,0.0,,,5.0,0.0,1.0,3.0,11.0,1.0,1.0,4.0,5.0,0.0,0.0,,0.0,0.0,13.0,3.0,,13.0,35.0,0.0,5.0,0.0,3.0,2.0,2.0,,0.0,3.0,1.0,2.0,2.0,0.0,2.0,19.0,0.0,1.0,3.0,1.0,3.0,11.0,2.0,3.0,2.0,1.0,28.0,0.0,0.0,3.0,6.0,0.0,0.0,60.0,1.0,1.0,,,8.0,,1.0,,,1.0,3.0,2.0,1.0,2.0,4.0,0.0,45.0,1.0,0.0,9.0,2.0,36.0,1.0,0.0,0.0,3.0,,3.0,0.0,0.0,28.0,126.0,,67.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,3.0,0.0,1.0,0.0,,0.0,0.0
2024-09-15 00:00:00+00:00,163.0,,43.0,22.0,6.0,260.0,6.0,23.0,23.0,3.0,27.0,0.0,2.0,2.0,0.0,12.0,11.0,3.0,,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,,1.0,2.0,0.0,,,9.0,0.0,2.0,6.0,6.0,1.0,3.0,3.0,15.0,1.0,1.0,,6.0,0.0,17.0,0.0,,1.0,28.0,0.0,12.0,0.0,2.0,3.0,1.0,,3.0,2.0,2.0,2.0,0.0,2.0,2.0,9.0,1.0,0.0,0.0,3.0,3.0,12.0,0.0,3.0,0.0,1.0,26.0,2.0,3.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,,,4.0,,4.0,,,0.0,1.0,3.0,0.0,0.0,4.0,0.0,46.0,1.0,0.0,4.0,2.0,24.0,1.0,1.0,1.0,2.0,,7.0,0.0,0.0,26.0,113.0,,65.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,1.0,0.0,2.0,1.0,,2.0,0.0
2024-09-16 00:00:00+00:00,200.0,,36.0,47.0,20.0,276.0,2.0,29.0,33.0,2.0,20.0,1.0,9.0,7.0,8.0,15.0,7.0,4.0,,1.0,0.0,7.0,7.0,0.0,4.0,0.0,3.0,,3.0,0.0,0.0,,,1.0,4.0,2.0,6.0,10.0,1.0,5.0,12.0,12.0,0.0,4.0,,6.0,0.0,17.0,3.0,,3.0,54.0,0.0,12.0,0.0,8.0,6.0,2.0,,1.0,0.0,1.0,4.0,3.0,2.0,7.0,31.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,64.0,1.0,3.0,1.0,7.0,0.0,0.0,64.0,0.0,2.0,,,5.0,,3.0,,,3.0,0.0,2.0,1.0,1.0,2.0,1.0,39.0,0.0,0.0,18.0,11.0,43.0,2.0,3.0,0.0,1.0,,3.0,0.0,0.0,29.0,146.0,,78.0,1.0,1.0,6.0,0.0,1.0,0.0,,0.0,1.0,3.0,2.0,4.0,1.0,,2.0,0.0
2024-09-17 00:00:00+00:00,220.0,,57.0,31.0,9.0,312.0,6.0,27.0,38.0,3.0,30.0,0.0,6.0,5.0,0.0,19.0,6.0,22.0,,0.0,0.0,1.0,6.0,14.0,5.0,0.0,5.0,,6.0,1.0,0.0,,,8.0,1.0,2.0,9.0,3.0,0.0,1.0,7.0,9.0,0.0,3.0,,4.0,0.0,20.0,1.0,,5.0,71.0,0.0,7.0,3.0,7.0,9.0,2.0,,1.0,0.0,1.0,1.0,0.0,3.0,2.0,16.0,1.0,0.0,4.0,22.0,4.0,7.0,0.0,5.0,1.0,2.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,111.0,0.0,2.0,,,9.0,,1.0,,,1.0,6.0,0.0,0.0,2.0,2.0,5.0,47.0,0.0,1.0,16.0,6.0,56.0,4.0,0.0,0.0,2.0,,0.0,0.0,1.0,37.0,152.0,,84.0,2.0,0.0,2.0,0.0,2.0,1.0,,1.0,1.0,2.0,0.0,4.0,0.0,,2.0,0.0
2024-09-18 00:00:00+00:00,192.0,,62.0,45.0,5.0,280.0,25.0,48.0,25.0,5.0,27.0,1.0,5.0,12.0,0.0,15.0,6.0,5.0,,2.0,0.0,8.0,31.0,3.0,1.0,1.0,2.0,,1.0,4.0,0.0,,,17.0,6.0,1.0,11.0,12.0,1.0,3.0,6.0,14.0,1.0,3.0,,3.0,0.0,16.0,4.0,,5.0,52.0,1.0,14.0,1.0,4.0,0.0,4.0,,0.0,1.0,1.0,2.0,4.0,0.0,6.0,14.0,2.0,3.0,2.0,5.0,3.0,10.0,0.0,1.0,2.0,2.0,36.0,4.0,1.0,2.0,12.0,0.0,0.0,103.0,0.0,2.0,,,12.0,,0.0,,,2.0,4.0,1.0,0.0,2.0,7.0,5.0,44.0,2.0,3.0,13.0,2.0,52.0,3.0,1.0,1.0,2.0,,3.0,0.0,0.0,46.0,163.0,,97.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,3.0,1.0,5.0,4.0,0.0,,5.0,0.0
2024-09-19 00:00:00+00:00,169.0,,46.0,43.0,10.0,288.0,8.0,15.0,34.0,1.0,26.0,0.0,2.0,6.0,0.0,16.0,13.0,9.0,,3.0,0.0,5.0,16.0,14.0,2.0,0.0,5.0,,10.0,3.0,14.0,,,13.0,6.0,1.0,8.0,10.0,0.0,8.0,5.0,16.0,0.0,4.0,,1.0,0.0,21.0,1.0,,0.0,68.0,0.0,8.0,1.0,7.0,0.0,3.0,,0.0,20.0,0.0,2.0,3.0,2.0,4.0,18.0,1.0,2.0,1.0,9.0,2.0,11.0,1.0,1.0,0.0,4.0,58.0,0.0,1.0,7.0,6.0,0.0,0.0,70.0,0.0,5.0,,,12.0,,1.0,,,0.0,6.0,2.0,1.0,0.0,6.0,8.0,47.0,2.0,2.0,14.0,6.0,61.0,2.0,4.0,5.0,2.0,,2.0,1.0,1.0,37.0,166.0,,101.0,0.0,1.0,13.0,0.0,1.0,1.0,,1.0,2.0,8.0,1.0,10.0,0.0,,3.0,0.0
