datetime,0x_social_volume_total,1inch_social_volume_total,aave_social_volume_total,alchemix_social_volume_total,ampleforth_social_volume_total,api3_social_volume_total,bancor_social_volume_total,band-protocol_social_volume_total,coin98_social_volume_total,cow-protocol_social_volume_total,crvusd_social_volume_total,dia-data_social_volume_total,dydx_social_volume_total,frax_social_volume_total,frax-share_social_volume_total,injective-protocol_social_volume_total,lido-dao_social_volume_total,liquity_social_volume_total,liquity-usd_social_volume_total,loopring_social_volume_total,magic-internet-money_social_volume_total,maker_social_volume_total,marlin_social_volume_total,melon_social_volume_total,olympus_social_volume_total,orbs_social_volume_total,orion-protocol_social_volume_total,pendle_social_volume_total,rocket-pool_social_volume_total,spell-token_social_volume_total,ssv-network_social_volume_total,sushi_social_volume_total,tellor_social_volume_total,uma_social_volume_total,uniswap_social_volume_total,yearn-finance_social_volume_total
2023-08-29 00:00:00+00:00,2.0,25.0,10.0,2.0,0.0,25.0,9.0,34.0,5.0,16.0,15.0,25.0,39.0,28.0,2.0,67.0,2.0,3.0,0.0,21.0,4.0,48.0,1.0,11.0,2.0,0.0,1.0,9.0,7.0,14.0,0.0,14.0,29.0,30.0,82.0,6.0
2023-08-30 00:00:00+00:00,6.0,11.0,23.0,1.0,3.0,248.0,5.0,26.0,3.0,12.0,17.0,44.0,20.0,29.0,5.0,48.0,11.0,10.0,2.0,27.0,6.0,59.0,11.0,6.0,3.0,3.0,0.0,6.0,10.0,16.0,1.0,19.0,4.0,51.0,148.0,2.0
2023-08-31 00:00:00+00:00,8.0,9.0,9.0,4.0,6.0,32.0,7.0,32.0,2.0,16.0,10.0,43.0,26.0,21.0,3.0,45.0,7.0,4.0,1.0,76.0,7.0,81.0,5.0,9.0,2.0,5.0,1.0,10.0,23.0,13.0,0.0,13.0,29.0,31.0,247.0,5.0
2023-09-01 00:00:00+00:00,2.0,5.0,12.0,5.0,3.0,16.0,5.0,32.0,5.0,15.0,7.0,29.0,21.0,16.0,8.0,43.0,16.0,1.0,3.0,50.0,8.0,121.0,4.0,6.0,3.0,8.0,2.0,11.0,11.0,10.0,0.0,22.0,21.0,36.0,128.0,2.0
2023-09-02 00:00:00+00:00,3.0,5.0,20.0,1.0,0.0,4.0,6.0,15.0,1.0,9.0,28.0,37.0,18.0,7.0,2.0,46.0,7.0,8.0,4.0,60.0,3.0,149.0,5.0,7.0,2.0,0.0,2.0,8.0,7.0,15.0,0.0,40.0,28.0,30.0,111.0,9.0
2023-09-03 00:00:00+00:00,5.0,3.0,5.0,0.0,4.0,20.0,14.0,18.0,5.0,9.0,2.0,27.0,7.0,21.0,3.0,61.0,3.0,2.0,1.0,53.0,13.0,134.0,5.0,3.0,0.0,3.0,1.0,1.0,8.0,8.0,0.0,17.0,5.0,52.0,94.0,4.0
2023-09-04 00:00:00+00:00,7.0,7.0,10.0,3.0,4.0,12.0,8.0,19.0,4.0,10.0,7.0,32.0,24.0,11.0,3.0,69.0,12.0,2.0,3.0,55.0,8.0,129.0,8.0,4.0,2.0,2.0,0.0,7.0,57.0,8.0,,20.0,20.0,36.0,121.0,5.0
2023-09-05 00:00:00+00:00,14.0,12.0,14.0,5.0,7.0,9.0,9.0,20.0,7.0,12.0,8.0,71.0,11.0,20.0,12.0,49.0,27.0,2.0,2.0,47.0,14.0,102.0,20.0,16.0,1.0,1.0,13.0,8.0,28.0,14.0,2.0,23.0,38.0,58.0,139.0,12.0
2023-09-06 00:00:00+00:00,5.0,19.0,15.0,0.0,9.0,16.0,10.0,25.0,9.0,6.0,14.0,37.0,45.0,27.0,4.0,76.0,13.0,5.0,1.0,67.0,9.0,62.0,12.0,12.0,1.0,2.0,11.0,6.0,21.0,16.0,2.0,18.0,1.0,58.0,118.0,1.0
2023-09-07 00:00:00+00:00,8.0,31.0,25.0,0.0,10.0,6.0,5.0,23.0,2.0,9.0,26.0,47.0,13.0,34.0,5.0,67.0,7.0,3.0,1.0,57.0,16.0,61.0,17.0,39.0,3.0,1.0,3.0,7.0,16.0,9.0,2.0,22.0,38.0,35.0,104.0,4.0
2023-09-08 00:00:00+00:00,9.0,22.0,17.0,3.0,4.0,3.0,12.0,27.0,0.0,13.0,10.0,43.0,21.0,22.0,4.0,63.0,1.0,4.0,1.0,37.0,12.0,50.0,22.0,174.0,0.0,2.0,1.0,4.0,5.0,24.0,1.0,26.0,59.0,43.0,74.0,0.0
2023-09-09 00:00:00+00:00,9.0,15.0,9.0,2.0,0.0,3.0,8.0,16.0,5.0,12.0,2.0,31.0,8.0,4.0,4.0,37.0,6.0,3.0,1.0,52.0,7.0,28.0,8.0,141.0,1.0,1.0,1.0,14.0,15.0,6.0,0.0,5.0,19.0,38.0,79.0,2.0
2023-09-10 00:00:00+00:00,12.0,24.0,17.0,0.0,2.0,1.0,4.0,14.0,2.0,6.0,4.0,31.0,19.0,17.0,11.0,41.0,4.0,1.0,1.0,33.0,14.0,57.0,6.0,105.0,6.0,1.0,1.0,6.0,23.0,9.0,0.0,19.0,21.0,22.0,62.0,2.0
2023-09-11 00:00:00+00:00,12.0,23.0,35.0,0.0,4.0,1.0,2.0,36.0,3.0,7.0,6.0,40.0,22.0,33.0,19.0,59.0,41.0,4.0,0.0,38.0,5.0,66.0,13.0,14.0,9.0,3.0,0.0,3.0,7.0,16.0,2.0,48.0,21.0,39.0,74.0,2.0
2023-09-12 00:00:00+00:00,5.0,17.0,12.0,13.0,5.0,1.0,3.0,19.0,2.0,11.0,8.0,39.0,7.0,21.0,16.0,62.0,10.0,3.0,2.0,32.0,25.0,72.0,17.0,18.0,3.0,1.0,2.0,8.0,5.0,41.0,2.0,43.0,25.0,59.0,83.0,5.0
2023-09-13 00:00:00+00:00,4.0,10.0,8.0,1.0,30.0,3.0,5.0,38.0,3.0,7.0,9.0,24.0,16.0,15.0,17.0,69.0,3.0,0.0,1.0,47.0,20.0,54.0,5.0,8.0,1.0,2.0,8.0,4.0,7.0,27.0,3.0,24.0,50.0,45.0,80.0,1.0
2023-09-14 00:00:00+00:00,5.0,10.0,6.0,3.0,3.0,3.0,2.0,42.0,1.0,10.0,9.0,48.0,4.0,9.0,11.0,47.0,13.0,2.0,0.0,59.0,23.0,63.0,14.0,7.0,4.0,0.0,9.0,6.0,11.0,21.0,13.0,26.0,47.0,42.0,73.0,1.0
2023-09-15 00:00:00+00:00,1.0,6.0,8.0,9.0,9.0,0.0,11.0,26.0,2.0,5.0,2.0,22.0,3.0,5.0,8.0,55.0,2.0,5.0,1.0,53.0,5.0,87.0,16.0,6.0,4.0,3.0,2.0,5.0,7.0,27.0,6.0,31.0,40.0,20.0,85.0,0.0
2023-09-16 00:00:00+00:00,7.0,12.0,15.0,4.0,3.0,0.0,9.0,12.0,2.0,6.0,4.0,22.0,5.0,2.0,0.0,57.0,6.0,0.0,1.0,19.0,7.0,41.0,8.0,1.0,7.0,3.0,0.0,6.0,14.0,14.0,3.0,13.0,227.0,37.0,63.0,5.0
2023-09-17 00:00:00+00:00,2.0,11.0,13.0,8.0,0.0,0.0,3.0,19.0,1.0,6.0,3.0,23.0,11.0,5.0,3.0,28.0,7.0,0.0,0.0,55.0,6.0,54.0,3.0,4.0,1.0,0.0,0.0,4.0,21.0,10.0,2.0,14.0,158.0,20.0,49.0,3.0
2023-09-18 00:00:00+00:00,6.0,8.0,22.0,1.0,0.0,0.0,4.0,37.0,2.0,10.0,2.0,36.0,9.0,19.0,11.0,50.0,3.0,1.0,1.0,38.0,7.0,58.0,12.0,3.0,2.0,0.0,1.0,4.0,2.0,11.0,6.0,10.0,462.0,20.0,57.0,5.0
2023-09-19 00:00:00+00:00,6.0,11.0,22.0,1.0,2.0,1.0,2.0,26.0,3.0,9.0,1.0,57.0,13.0,18.0,22.0,85.0,0.0,3.0,0.0,55.0,8.0,54.0,11.0,8.0,1.0,1.0,0.0,9.0,42.0,34.0,1.0,17.0,337.0,54.0,81.0,3.0
2023-09-20 00:00:00+00:00,13.0,13.0,24.0,0.0,12.0,4.0,9.0,33.0,1.0,8.0,4.0,33.0,19.0,8.0,2.0,86.0,11.0,9.0,2.0,39.0,8.0,75.0,9.0,6.0,1.0,7.0,3.0,4.0,46.0,25.0,3.0,16.0,43.0,39.0,77.0,4.0
2023-09-21 00:00:00+00:00,6.0,23.0,18.0,6.0,17.0,2.0,2.0,35.0,4.0,4.0,17.0,44.0,18.0,15.0,4.0,52.0,3.0,8.0,8.0,45.0,5.0,85.0,7.0,6.0,7.0,2.0,0.0,4.0,7.0,22.0,1.0,12.0,78.0,48.0,71.0,3.0
2023-09-22 00:00:00+00:00,5.0,10.0,9.0,1.0,3.0,2.0,15.0,21.0,3.0,9.0,9.0,53.0,19.0,38.0,19.0,61.0,7.0,1.0,57.0,38.0,6.0,53.0,17.0,5.0,6.0,0.0,0.0,7.0,9.0,9.0,1.0,37.0,54.0,18.0,81.0,5.0
2023-09-23 00:00:00+00:00,4.0,6.0,10.0,0.0,4.0,1.0,6.0,12.0,3.0,9.0,20.0,31.0,9.0,13.0,3.0,49.0,5.0,1.0,3.0,58.0,7.0,38.0,1.0,1.0,7.0,0.0,0.0,1.0,16.0,7.0,0.0,14.0,88.0,32.0,64.0,1.0
2023-09-24 00:00:00+00:00,5.0,20.0,11.0,11.0,2.0,0.0,3.0,18.0,1.0,10.0,16.0,20.0,14.0,17.0,6.0,53.0,3.0,0.0,0.0,25.0,9.0,52.0,6.0,7.0,2.0,1.0,0.0,2.0,12.0,28.0,0.0,12.0,10.0,11.0,52.0,1.0
2023-09-25 00:00:00+00:00,5.0,15.0,13.0,2.0,11.0,2.0,6.0,22.0,2.0,15.0,12.0,24.0,8.0,25.0,8.0,48.0,6.0,2.0,5.0,72.0,3.0,58.0,7.0,18.0,2.0,2.0,,4.0,18.0,10.0,0.0,9.0,44.0,27.0,69.0,2.0
2023-09-26 00:00:00+00:00,2.0,22.0,16.0,3.0,0.0,1.0,6.0,23.0,8.0,8.0,8.0,39.0,12.0,23.0,22.0,56.0,3.0,11.0,0.0,52.0,8.0,89.0,13.0,7.0,2.0,2.0,3.0,4.0,5.0,21.0,0.0,14.0,60.0,30.0,66.0,1.0
2023-09-27 00:00:00+00:00,3.0,12.0,17.0,5.0,3.0,6.0,13.0,20.0,9.0,7.0,7.0,31.0,14.0,6.0,7.0,37.0,5.0,8.0,1.0,27.0,13.0,96.0,8.0,6.0,0.0,1.0,0.0,8.0,16.0,7.0,,17.0,143.0,40.0,70.0,1.0
2023-09-28 00:00:00+00:00,4.0,3.0,24.0,0.0,1.0,2.0,6.0,27.0,5.0,15.0,9.0,37.0,5.0,10.0,2.0,42.0,13.0,5.0,0.0,36.0,13.0,106.0,7.0,7.0,5.0,3.0,1.0,6.0,5.0,22.0,3.0,14.0,93.0,46.0,78.0,4.0
2023-09-29 00:00:00+00:00,4.0,7.0,12.0,0.0,8.0,1.0,6.0,19.0,1.0,9.0,8.0,30.0,9.0,16.0,10.0,34.0,7.0,7.0,2.0,39.0,15.0,82.0,12.0,4.0,1.0,9.0,0.0,13.0,12.0,16.0,0.0,9.0,30.0,34.0,65.0,1.0
2023-09-30 00:00:00+00:00,7.0,7.0,15.0,0.0,5.0,0.0,8.0,11.0,0.0,10.0,11.0,31.0,3.0,8.0,14.0,45.0,18.0,13.0,1.0,40.0,9.0,63.0,6.0,2.0,1.0,0.0,0.0,6.0,8.0,11.0,1.0,8.0,45.0,33.0,50.0,1.0
2023-10-01 00:00:00+00:00,5.0,7.0,12.0,0.0,1.0,2.0,2.0,18.0,1.0,6.0,4.0,31.0,23.0,9.0,8.0,51.0,10.0,32.0,2.0,54.0,7.0,72.0,8.0,1.0,5.0,1.0,0.0,5.0,8.0,11.0,1.0,22.0,18.0,17.0,50.0,9.0
2023-10-02 00:00:00+00:00,7.0,6.0,14.0,,0.0,4.0,4.0,21.0,2.0,20.0,6.0,39.0,20.0,18.0,13.0,51.0,5.0,11.0,1.0,35.0,12.0,64.0,6.0,4.0,0.0,2.0,2.0,8.0,6.0,11.0,1.0,15.0,67.0,28.0,49.0,10.0
2023-10-03 00:00:00+00:00,11.0,5.0,14.0,1.0,4.0,2.0,16.0,34.0,8.0,17.0,4.0,75.0,12.0,26.0,8.0,46.0,10.0,18.0,5.0,47.0,12.0,66.0,12.0,13.0,7.0,0.0,0.0,2.0,16.0,22.0,3.0,53.0,20.0,40.0,67.0,1.0
2023-10-04 00:00:00+00:00,6.0,21.0,11.0,2.0,2.0,2.0,6.0,15.0,3.0,6.0,18.0,49.0,6.0,17.0,3.0,42.0,1.0,45.0,9.0,38.0,8.0,50.0,10.0,5.0,4.0,3.0,0.0,5.0,9.0,12.0,0.0,26.0,66.0,50.0,57.0,9.0
2023-10-05 00:00:00+00:00,4.0,6.0,40.0,1.0,2.0,1.0,2.0,33.0,3.0,9.0,15.0,59.0,12.0,35.0,14.0,54.0,5.0,16.0,5.0,40.0,11.0,89.0,3.0,5.0,3.0,1.0,0.0,10.0,6.0,12.0,1.0,18.0,45.0,32.0,88.0,5.0
2023-10-06 00:00:00+00:00,5.0,12.0,15.0,1.0,2.0,3.0,7.0,24.0,2.0,11.0,12.0,34.0,7.0,25.0,12.0,34.0,13.0,10.0,0.0,31.0,5.0,39.0,15.0,3.0,0.0,0.0,0.0,2.0,26.0,18.0,0.0,11.0,57.0,36.0,79.0,4.0
2023-10-07 00:00:00+00:00,3.0,3.0,6.0,0.0,2.0,1.0,7.0,15.0,2.0,10.0,8.0,27.0,7.0,13.0,13.0,41.0,15.0,5.0,0.0,31.0,15.0,60.0,3.0,2.0,2.0,0.0,,4.0,11.0,12.0,0.0,15.0,49.0,24.0,46.0,1.0
2023-10-08 00:00:00+00:00,33.0,5.0,8.0,0.0,0.0,0.0,87.0,17.0,4.0,11.0,1.0,37.0,5.0,9.0,1.0,38.0,10.0,15.0,2.0,44.0,7.0,38.0,0.0,4.0,2.0,20.0,,1.0,7.0,14.0,4.0,20.0,28.0,28.0,57.0,3.0
2023-10-09 00:00:00+00:00,18.0,4.0,8.0,0.0,0.0,7.0,113.0,19.0,24.0,11.0,5.0,36.0,32.0,21.0,1.0,36.0,16.0,39.0,0.0,53.0,10.0,42.0,11.0,2.0,2.0,5.0,2.0,10.0,19.0,10.0,1.0,13.0,25.0,19.0,83.0,1.0
2023-10-10 00:00:00+00:00,13.0,3.0,20.0,0.0,0.0,3.0,33.0,24.0,1.0,9.0,4.0,39.0,6.0,46.0,3.0,37.0,6.0,27.0,0.0,34.0,15.0,42.0,6.0,4.0,2.0,1.0,1.0,9.0,3.0,11.0,1.0,12.0,53.0,20.0,70.0,1.0
2023-10-11 00:00:00+00:00,13.0,3.0,14.0,3.0,1.0,0.0,40.0,34.0,6.0,3.0,23.0,39.0,9.0,89.0,14.0,50.0,22.0,10.0,1.0,26.0,7.0,84.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,14.0,9.0,16.0,26.0,37.0,55.0,2.0
2023-10-12 00:00:00+00:00,5.0,5.0,14.0,1.0,3.0,4.0,25.0,27.0,2.0,7.0,38.0,27.0,6.0,67.0,27.0,45.0,9.0,10.0,1.0,38.0,4.0,57.0,12.0,6.0,1.0,3.0,0.0,9.0,6.0,5.0,9.0,17.0,29.0,28.0,90.0,2.0
2023-10-13 00:00:00+00:00,7.0,8.0,12.0,4.0,0.0,2.0,26.0,14.0,8.0,8.0,14.0,25.0,5.0,46.0,26.0,46.0,13.0,15.0,3.0,51.0,12.0,56.0,7.0,6.0,2.0,13.0,0.0,7.0,20.0,13.0,2.0,13.0,30.0,33.0,103.0,3.0
2023-10-14 00:00:00+00:00,13.0,3.0,11.0,0.0,0.0,0.0,11.0,16.0,3.0,3.0,21.0,33.0,8.0,18.0,4.0,46.0,10.0,7.0,2.0,31.0,24.0,44.0,15.0,16.0,3.0,16.0,1.0,2.0,27.0,13.0,2.0,13.0,48.0,55.0,72.0,2.0
2023-10-15 00:00:00+00:00,19.0,2.0,18.0,1.0,6.0,2.0,33.0,36.0,2.0,5.0,10.0,33.0,13.0,11.0,13.0,52.0,12.0,16.0,1.0,38.0,11.0,36.0,3.0,3.0,0.0,12.0,0.0,3.0,18.0,10.0,2.0,13.0,41.0,37.0,102.0,2.0
2023-10-16 00:00:00+00:00,6.0,9.0,6.0,0.0,2.0,4.0,43.0,72.0,6.0,4.0,5.0,36.0,6.0,28.0,7.0,36.0,9.0,8.0,3.0,35.0,6.0,53.0,11.0,6.0,2.0,7.0,0.0,6.0,5.0,13.0,1.0,12.0,32.0,36.0,199.0,1.0
2023-10-17 00:00:00+00:00,25.0,20.0,7.0,0.0,3.0,1.0,45.0,31.0,10.0,7.0,22.0,30.0,18.0,22.0,7.0,40.0,19.0,3.0,13.0,39.0,4.0,49.0,10.0,6.0,1.0,64.0,0.0,8.0,6.0,9.0,6.0,27.0,76.0,50.0,156.0,1.0
2023-10-18 00:00:00+00:00,9.0,4.0,10.0,0.0,4.0,0.0,70.0,40.0,7.0,11.0,3.0,31.0,7.0,23.0,7.0,86.0,6.0,8.0,6.0,20.0,8.0,38.0,12.0,6.0,1.0,45.0,1.0,7.0,4.0,14.0,2.0,61.0,36.0,46.0,127.0,5.0
2023-10-19 00:00:00+00:00,17.0,6.0,13.0,3.0,2.0,1.0,21.0,18.0,4.0,3.0,23.0,35.0,78.0,53.0,4.0,114.0,7.0,8.0,7.0,31.0,10.0,25.0,8.0,4.0,3.0,41.0,0.0,8.0,5.0,18.0,1.0,28.0,42.0,45.0,67.0,4.0
2023-10-20 00:00:00+00:00,4.0,1.0,13.0,0.0,3.0,1.0,19.0,16.0,2.0,12.0,14.0,33.0,265.0,14.0,2.0,123.0,4.0,2.0,1.0,24.0,7.0,28.0,5.0,2.0,1.0,18.0,1.0,9.0,5.0,14.0,2.0,15.0,57.0,27.0,101.0,1.0
2023-10-21 00:00:00+00:00,11.0,10.0,17.0,1.0,3.0,2.0,18.0,17.0,0.0,4.0,3.0,34.0,8.0,10.0,0.0,117.0,7.0,6.0,4.0,8.0,1.0,30.0,12.0,7.0,1.0,19.0,0.0,7.0,17.0,13.0,0.0,6.0,49.0,30.0,75.0,8.0
2023-10-22 00:00:00+00:00,2.0,1.0,22.0,1.0,1.0,4.0,11.0,17.0,5.0,7.0,4.0,41.0,7.0,29.0,13.0,72.0,9.0,5.0,1.0,16.0,6.0,22.0,4.0,1.0,0.0,9.0,4.0,6.0,9.0,8.0,0.0,8.0,23.0,47.0,65.0,4.0
2023-10-23 00:00:00+00:00,5.0,7.0,29.0,1.0,10.0,0.0,11.0,31.0,1.0,6.0,4.0,43.0,13.0,17.0,3.0,197.0,9.0,3.0,1.0,12.0,8.0,53.0,16.0,7.0,1.0,9.0,5.0,14.0,23.0,7.0,0.0,9.0,81.0,47.0,140.0,5.0
2023-10-24 00:00:00+00:00,14.0,10.0,15.0,0.0,4.0,3.0,21.0,28.0,2.0,18.0,26.0,47.0,43.0,32.0,6.0,208.0,12.0,17.0,14.0,69.0,7.0,50.0,23.0,3.0,2.0,12.0,8.0,25.0,6.0,11.0,0.0,15.0,32.0,51.0,86.0,13.0
2023-10-25 00:00:00+00:00,8.0,10.0,11.0,1.0,21.0,6.0,21.0,20.0,3.0,3.0,14.0,18.0,22.0,20.0,1.0,150.0,7.0,23.0,6.0,73.0,10.0,48.0,26.0,5.0,6.0,4.0,2.0,16.0,8.0,8.0,,9.0,85.0,16.0,64.0,2.0
2023-10-26 00:00:00+00:00,2.0,12.0,15.0,0.0,5.0,1.0,9.0,27.0,3.0,9.0,14.0,36.0,24.0,19.0,7.0,132.0,15.0,34.0,7.0,41.0,2.0,33.0,16.0,1.0,0.0,5.0,3.0,10.0,12.0,7.0,,8.0,95.0,29.0,123.0,1.0
2023-10-27 00:00:00+00:00,2.0,9.0,18.0,1.0,7.0,1.0,3.0,9.0,1.0,7.0,5.0,24.0,49.0,8.0,11.0,157.0,18.0,12.0,3.0,15.0,2.0,29.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,5.0,,3.0,50.0,27.0,118.0,1.0
2023-10-28 00:00:00+00:00,0.0,4.0,9.0,1.0,2.0,1.0,9.0,10.0,2.0,4.0,10.0,16.0,23.0,8.0,2.0,111.0,10.0,0.0,4.0,10.0,0.0,22.0,5.0,2.0,1.0,3.0,0.0,4.0,5.0,1.0,,4.0,26.0,6.0,60.0,2.0
2023-10-29 00:00:00+00:00,11.0,7.0,6.0,1.0,0.0,1.0,10.0,15.0,9.0,8.0,1.0,17.0,13.0,13.0,0.0,122.0,5.0,2.0,0.0,18.0,3.0,22.0,22.0,4.0,0.0,1.0,0.0,6.0,1.0,11.0,1.0,6.0,14.0,6.0,60.0,2.0
2023-10-30 00:00:00+00:00,14.0,5.0,9.0,0.0,6.0,2.0,17.0,15.0,7.0,6.0,9.0,18.0,21.0,21.0,18.0,259.0,2.0,6.0,3.0,18.0,2.0,35.0,3.0,2.0,0.0,15.0,0.0,9.0,17.0,3.0,1.0,7.0,248.0,5.0,75.0,1.0
2023-10-31 00:00:00+00:00,16.0,4.0,14.0,0.0,3.0,1.0,3.0,24.0,3.0,5.0,3.0,106.0,24.0,19.0,7.0,186.0,14.0,3.0,2.0,22.0,3.0,36.0,5.0,8.0,3.0,10.0,0.0,8.0,4.0,8.0,2.0,33.0,128.0,9.0,85.0,3.0
2023-11-01 00:00:00+00:00,10.0,10.0,20.0,0.0,11.0,3.0,18.0,21.0,5.0,4.0,8.0,22.0,29.0,32.0,6.0,142.0,2.0,7.0,2.0,65.0,3.0,36.0,6.0,1.0,1.0,10.0,3.0,5.0,6.0,8.0,0.0,65.0,30.0,21.0,83.0,8.0
2023-11-02 00:00:00+00:00,5.0,4.0,37.0,0.0,5.0,3.0,8.0,33.0,9.0,9.0,15.0,29.0,5.0,36.0,15.0,143.0,2.0,4.0,1.0,36.0,7.0,17.0,3.0,3.0,0.0,7.0,1.0,2.0,1.0,11.0,1.0,54.0,35.0,9.0,74.0,4.0
2023-11-03 00:00:00+00:00,11.0,5.0,24.0,,4.0,4.0,10.0,18.0,11.0,1.0,8.0,24.0,18.0,22.0,5.0,76.0,9.0,8.0,0.0,17.0,1.0,36.0,1.0,3.0,2.0,3.0,1.0,3.0,7.0,6.0,0.0,27.0,52.0,5.0,46.0,0.0
2023-11-04 00:00:00+00:00,4.0,2.0,25.0,1.0,17.0,2.0,10.0,11.0,5.0,4.0,8.0,16.0,6.0,13.0,3.0,81.0,17.0,6.0,1.0,17.0,4.0,38.0,0.0,8.0,1.0,11.0,2.0,5.0,2.0,8.0,5.0,15.0,81.0,5.0,49.0,5.0
2023-11-05 00:00:00+00:00,4.0,20.0,23.0,1.0,48.0,3.0,9.0,13.0,5.0,4.0,0.0,11.0,9.0,19.0,4.0,106.0,2.0,1.0,0.0,54.0,2.0,18.0,0.0,2.0,2.0,19.0,15.0,1.0,44.0,3.0,0.0,10.0,9.0,2.0,72.0,16.0
2023-11-06 00:00:00+00:00,5.0,13.0,49.0,5.0,69.0,1.0,18.0,24.0,9.0,10.0,13.0,32.0,10.0,24.0,5.0,209.0,6.0,15.0,1.0,20.0,9.0,40.0,7.0,6.0,3.0,6.0,8.0,8.0,20.0,6.0,5.0,22.0,56.0,13.0,103.0,8.0
2023-11-07 00:00:00+00:00,14.0,5.0,24.0,0.0,13.0,42.0,5.0,15.0,15.0,6.0,8.0,67.0,10.0,12.0,5.0,138.0,3.0,6.0,0.0,33.0,4.0,32.0,11.0,7.0,1.0,6.0,2.0,2.0,4.0,7.0,2.0,12.0,59.0,11.0,107.0,1.0
2023-11-08 00:00:00+00:00,33.0,8.0,36.0,2.0,26.0,10.0,24.0,15.0,10.0,9.0,8.0,39.0,12.0,24.0,16.0,109.0,8.0,4.0,0.0,27.0,4.0,39.0,4.0,4.0,7.0,2.0,3.0,5.0,5.0,10.0,0.0,15.0,46.0,28.0,88.0,3.0
2023-11-09 00:00:00+00:00,10.0,9.0,25.0,0.0,51.0,2.0,27.0,19.0,7.0,12.0,6.0,27.0,10.0,18.0,14.0,74.0,13.0,0.0,0.0,33.0,9.0,36.0,13.0,6.0,7.0,3.0,9.0,9.0,23.0,10.0,1.0,14.0,74.0,40.0,84.0,3.0
2023-11-10 00:00:00+00:00,14.0,13.0,15.0,1.0,28.0,0.0,16.0,20.0,6.0,16.0,8.0,36.0,18.0,19.0,15.0,118.0,49.0,4.0,4.0,30.0,3.0,33.0,8.0,9.0,3.0,0.0,7.0,25.0,20.0,8.0,15.0,16.0,58.0,49.0,93.0,7.0
2023-11-11 00:00:00+00:00,46.0,10.0,15.0,1.0,25.0,1.0,38.0,9.0,2.0,12.0,1.0,34.0,33.0,21.0,13.0,135.0,7.0,1.0,0.0,27.0,4.0,20.0,3.0,10.0,2.0,1.0,2.0,85.0,4.0,6.0,2.0,10.0,43.0,30.0,87.0,17.0
2023-11-12 00:00:00+00:00,62.0,4.0,33.0,3.0,41.0,1.0,77.0,13.0,4.0,5.0,4.0,25.0,51.0,20.0,15.0,82.0,10.0,2.0,0.0,30.0,8.0,18.0,1.0,4.0,3.0,2.0,0.0,29.0,5.0,5.0,5.0,17.0,32.0,5.0,74.0,19.0
2023-11-13 00:00:00+00:00,22.0,8.0,46.0,7.0,43.0,11.0,124.0,12.0,5.0,7.0,5.0,30.0,46.0,30.0,30.0,83.0,11.0,2.0,6.0,46.0,8.0,47.0,4.0,3.0,2.0,0.0,14.0,10.0,6.0,7.0,2.0,16.0,9.0,9.0,122.0,11.0
2023-11-14 00:00:00+00:00,17.0,10.0,18.0,1.0,51.0,6.0,31.0,20.0,3.0,8.0,7.0,38.0,60.0,24.0,13.0,70.0,7.0,1.0,0.0,29.0,4.0,71.0,20.0,12.0,1.0,6.0,3.0,3.0,3.0,5.0,1.0,29.0,23.0,44.0,84.0,6.0
2023-11-15 00:00:00+00:00,20.0,10.0,19.0,6.0,17.0,1.0,20.0,16.0,2.0,11.0,11.0,27.0,84.0,22.0,14.0,126.0,15.0,8.0,4.0,48.0,8.0,30.0,6.0,7.0,2.0,6.0,2.0,5.0,5.0,11.0,3.0,28.0,31.0,29.0,123.0,17.0
2023-11-16 00:00:00+00:00,16.0,6.0,32.0,6.0,19.0,3.0,36.0,23.0,2.0,7.0,4.0,29.0,179.0,14.0,4.0,98.0,11.0,7.0,1.0,17.0,6.0,23.0,4.0,9.0,3.0,6.0,2.0,7.0,12.0,11.0,4.0,46.0,11.0,31.0,106.0,50.0
2023-11-17 00:00:00+00:00,14.0,11.0,24.0,2.0,8.0,2.0,11.0,26.0,2.0,9.0,5.0,59.0,73.0,15.0,4.0,66.0,11.0,1.0,0.0,21.0,5.0,29.0,3.0,7.0,3.0,4.0,6.0,54.0,7.0,13.0,2.0,41.0,18.0,37.0,75.0,45.0
2023-11-18 00:00:00+00:00,25.0,6.0,15.0,0.0,4.0,0.0,11.0,16.0,1.0,7.0,5.0,31.0,76.0,13.0,4.0,48.0,9.0,1.0,0.0,13.0,3.0,29.0,3.0,3.0,2.0,0.0,2.0,39.0,3.0,6.0,13.0,19.0,8.0,21.0,60.0,126.0
2023-11-19 00:00:00+00:00,18.0,7.0,9.0,0.0,18.0,0.0,5.0,12.0,0.0,6.0,4.0,33.0,39.0,6.0,4.0,84.0,8.0,1.0,0.0,25.0,7.0,22.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,12.0,2.0,10.0,9.0,28.0,73.0,26.0
2023-11-20 00:00:00+00:00,12.0,7.0,8.0,1.0,11.0,0.0,14.0,21.0,9.0,6.0,8.0,23.0,44.0,18.0,20.0,106.0,27.0,1.0,0.0,89.0,12.0,28.0,5.0,4.0,6.0,3.0,1.0,7.0,13.0,7.0,2.0,15.0,13.0,29.0,100.0,24.0
