datetime,0x_exchange_inflow_usd,1inch_exchange_inflow_usd,aave_exchange_inflow_usd,alchemix_exchange_inflow_usd,ampleforth_exchange_inflow_usd,api3_exchange_inflow_usd,bancor_exchange_inflow_usd,band-protocol_exchange_inflow_usd,coin98_exchange_inflow_usd,cow-protocol_exchange_inflow_usd,crvusd_exchange_inflow_usd,dia-data_exchange_inflow_usd,dydx_exchange_inflow_usd,frax_exchange_inflow_usd,frax-share_exchange_inflow_usd,injective-protocol_exchange_inflow_usd,lido-dao_exchange_inflow_usd,liquity_exchange_inflow_usd,liquity-usd_exchange_inflow_usd,loopring_exchange_inflow_usd,magic-internet-money_exchange_inflow_usd,maker_exchange_inflow_usd,marlin_exchange_inflow_usd,melon_exchange_inflow_usd,olympus_exchange_inflow_usd,orbs_exchange_inflow_usd,orion-protocol_exchange_inflow_usd,pendle_exchange_inflow_usd,rocket-pool_exchange_inflow_usd,spell-token_exchange_inflow_usd,ssv-network_exchange_inflow_usd,sushi_exchange_inflow_usd,tellor_exchange_inflow_usd,uma_exchange_inflow_usd,uniswap_exchange_inflow_usd,yearn-finance_exchange_inflow_usd
2023-07-03 00:00:00+00:00,157623.4842949112,520382.2310955845,9087003.10334426,127220.65311619156,81729.19067311767,84618.4490775456,372317.356657346,16856.266893464504,47861.39639341765,101.383323685149,6819125.594150563,1043.133612934711,6149018.565385626,3035637.1101848795,3093591.958217429,206388.74209537072,7623112.651960763,328635.1882923391,1856142.3395477063,383047.6139087204,3545964.499248272,6140160.248390766,189166.04423147903,1840.831670566123,833509.8522367893,46666.95171685377,16190.32824535512,26525227.211804423,799315.0776834936,601601.6563627794,380912.43361957365,685202.2417900832,48317.52892773393,199753.93664243192,6607341.8204741655,1966043.376033423
2023-07-04 00:00:00+00:00,116838.93153773368,3859723.0018324144,16738732.748275394,2148720.6945299185,30558.941662267018,192762.48112619924,303565.2286954084,9824.82348391878,45438.30017748658,3796.410334132202,5902641.360021769,44721.41850289735,2142849.6127427025,2125525.401576201,2549694.6563898544,479708.1457249647,4041031.914751634,242639.44628622648,1620492.78428049,287345.7914144167,404048.4388584903,4094119.036514773,55166.767935217016,98280.1678039131,1094621.8775186173,32501.46456866946,21595.74556996915,2515200.2159444536,2750413.127922948,250342.1751674166,506819.68490964506,169719.8464577481,16066.989224053088,41630.29950071398,7107940.104370728,1045812.8109492096
2023-07-05 00:00:00+00:00,952328.1225051224,2353067.625811193,14268257.495507527,580542.1462480286,36638.87765467715,84416.70475552927,402154.041447298,92173.24145126046,143293.29673860385,2759.70670617824,6219764.983966847,9556.986313450489,1337434.2354189549,1576729.3988167502,1471586.2457680777,314342.27186501794,3825276.07955445,425903.10780861,1149267.2691059834,670812.4682370507,574737.3238455199,6040015.167419297,18125.211868803723,221701.47041797283,71616.92720301305,30557.9706541096,68665.20856780207,1278599.434694113,1446898.3205608055,76824.67793780906,123146.4118919063,616775.8505699881,52701.9403038704,182704.9465066698,6432031.72585709,683290.0695160101
2023-07-06 00:00:00+00:00,290298.8273067269,302840.77289229387,10774164.18275456,213988.2261989968,69713.2607644897,62173.56821608128,262861.14340227883,12255.94464495918,48283.35367210293,47.855287110052,4730018.559053921,27579.82541948943,824214.3242580735,4632843.155341398,5468608.594096807,263939.10232113657,5268921.785960642,182452.02809665425,3510734.6212468036,612703.7018953835,835331.7003504664,6831505.902618035,62348.92803362474,198011.39408942696,404612.591622836,1932.590134517248,25578.695603745,1255105.3131260383,660228.1834998621,169928.35273966868,60662.64343808405,412702.9898219359,6324.113453118612,180513.34846999383,3200942.516961435,522980.92077531345
2023-07-07 00:00:00+00:00,280222.6129320268,441505.51457652886,5097883.343180197,53067.12705413151,105452.42414969527,47374.287456865,127945.52112392327,17739.45349157694,18044.18237204813,3590.931885027277,3389660.440830328,41336.779356020736,1410409.5304358408,3682630.995558247,1275924.2474409395,296515.24950502854,3155241.9386282763,303344.6001666419,1825614.924865896,87292.67157568574,875136.4189464087,2438576.05798714,102778.80151854009,752.711735743573,162836.0844286231,37.321486154159,24948.57567866733,460595.4752869516,1033768.366108668,82873.24389205265,111597.86493906702,107389.66535463095,20021.531762048307,50028.52068637371,10298881.536984991,220687.92693033427
2023-07-08 00:00:00+00:00,73530.84541128765,383277.23093060474,4905620.905874824,164534.35737973562,66799.47598726294,94793.9265681422,157822.4141059431,16157.950903811818,225868.7948685692,1943.38242322733,3418401.2939014747,4507.986874524078,644864.0429259789,2179696.3692317484,496654.9171629321,139157.57606842992,1887850.3017467367,375625.928256345,651179.3000435974,135111.1619252867,152970.77086978767,1919940.5340799587,1097308.853996805,2559.377479107631,28397.630825809356,4439.30946826411,15280.796372891991,256045.88125100103,705826.2909763462,77942.57304549012,142109.12319818384,402340.96531965653,564.310186186805,26149.527596496948,4546013.942952799,789519.4922584057
2023-07-09 00:00:00+00:00,153744.8361485278,171632.1502383504,3217832.3656569547,64351.44301517046,29735.92484994328,123864.88445969424,373041.177760878,78892.47821289241,7614.358835949818,937.12878508354,1385543.5996690888,102007.90314719234,262243.14342041383,5043836.651059714,613004.2130928426,194118.0003734613,451676.1940037659,285023.53308661643,290361.43103951693,115332.28719735738,56607.050914062536,2048944.5470135573,1293858.1264193354,84070.54705928077,43101.270728307,274.434875302649,53507.47523227084,713589.92931252,142429.85703928725,5732.561245038976,157892.22417539408,131772.06617067347,3140.805437987002,113395.15332488764,2060893.117005258,376328.63847404014
2023-07-10 00:00:00+00:00,76160.27978759194,175232.26326032088,4762690.413276204,163867.96221146316,30408.04605466063,125907.98469164743,125922.50090031634,28247.61544400761,10944.25092569227,562.851636822579,15599202.792863684,15579.07334515218,284177.5378848687,1386606.3091763428,1465860.3565109666,305352.6830681357,2990793.628979666,632813.1417459534,7388171.6790801585,72793.20170659453,270083.65565865143,1816889.9256048065,659841.4780951286,96464.4455482322,45578.96932043381,1699.173024713602,108466.59337587784,226589.4929787767,655703.4314539909,211195.3920884342,91715.53309797602,353342.64777499856,0.0,62694.43877155859,2308707.8613925083,391735.71691398526
2023-07-11 00:00:00+00:00,65532.851795932766,617317.1067944933,6549325.976996885,160171.0564237949,16133.879549182537,159436.27645161437,498877.5332210844,170066.23494042846,12419.202178570724,40811.62116606189,1530602.5667491583,3619.930389552697,644672.0512544787,1851029.3378480617,1310441.4046506472,96416.16350670798,2072414.6398670285,928485.1775952948,1560495.1860765829,53089.61965921636,224904.51421308235,2318417.72022732,433705.7908822504,22165.268584566424,210023.99414724705,9621.049463608226,37073.25437160875,772168.9191192962,621635.5478060717,166043.41480296757,257742.98950422855,184881.3260721062,539.848196796012,177349.68772475215,3431857.219792137,240937.41530376763
2023-07-12 00:00:00+00:00,126044.56007607904,1332597.1429241244,5707108.461919452,88206.18921058091,13188.888644738989,127314.43207970876,93021.21300558904,16635.350844316577,16246.014632002798,5451.845109481819,2657864.7287691683,488279.183153355,2549914.76883723,1401056.5779703655,851913.799934922,177834.49172803812,1471477.069394817,1543944.0054803835,1720978.9631096544,170959.6844861669,60976.38598098356,2082245.427253315,148633.52857167542,73810.00654257732,960283.9348099036,6509.251634051903,84682.63645163825,379901.0059517175,327949.26182733895,233357.6652116405,153130.55710214164,381916.5145652967,4500.699973878875,188054.4944525316,2115613.4896794185,149110.98410634964
2023-07-13 00:00:00+00:00,176281.31239903212,1271748.8373649134,7509268.236501096,73448.3352594629,124031.0769504167,178922.22625687654,205173.2795023641,10639.074735995702,4695.208836340975,2827.014323499276,12232788.160742415,522025.74341651256,1066540.548397594,7007193.791419451,2937764.1315428345,367343.08447386406,17685745.21439187,3474596.3805940454,5012102.883628293,271354.56148623896,2751513.2662994815,3086926.4753429024,161170.5766313039,34874.79525043022,796260.9943336794,17105.13510255936,1979.674825290022,706783.5833010542,994175.1989499516,373226.41251696786,146602.03099887326,681361.0362785328,12960.813667572927,217769.42082099032,5858566.308444532,1013194.1474681064
2023-07-14 00:00:00+00:00,382000.70784144395,1965286.8431621064,20895091.57711736,59462.61719984625,66399.55289755519,249055.28657212108,387323.52557384176,43684.12643989824,3326.185209436649,21635.9343848692,12010667.994308615,253024.90528530892,2050292.5713271976,3202468.0374287535,3634518.4118190194,862598.6147031841,17119384.25505225,7885689.333506759,2507392.5234063515,434239.1777293902,360755.6231686046,2509522.942929017,278234.7380190003,22338.35955914593,405080.9279853105,10215.795601535525,32929.274560509904,1255262.970205171,3422465.4737482355,187841.22424008703,795144.559598115,1016221.7050159872,10941.82823349658,356416.69829838205,9309514.94204905,908536.573953616
2023-07-15 00:00:00+00:00,638188.1148546283,2463607.597264912,6152380.8200911665,62869.3769830906,19606.012513317248,164019.04466113998,206352.18528196355,5060.566139799046,0.0,986.842936637931,4653891.506425205,93532.68527371176,451230.0482368915,2837942.062071105,914908.4912699902,661199.1641255072,15034351.090916367,4073942.0182099384,4988322.718772262,137845.42215468516,24487.73202346627,1165833.480584429,149256.66439417837,13954.658540870458,104602.00381955184,10558.169159426016,7660.676753534007,402293.38538693485,333044.2719685511,101386.0413096392,90120.71109586896,245563.17322264495,1142.089387043334,99039.5996768324,4573126.04935652,230769.2432746423
2023-07-16 00:00:00+00:00,255383.7390962224,3741925.0263816984,5869168.878590953,126237.16898251178,2054.643206357937,405634.1864731211,158799.39986822958,16238.079005763751,15958.357107498472,2273.801042045516,1518950.844588726,39822.69089516718,524408.5840425694,1431229.2794465648,828664.3698023575,549633.6102161689,10915812.456698904,730848.5307455353,810748.8892055923,361494.9272702344,791851.2822572776,5394086.016261461,51127.480661958114,20368.558919934323,77597.72011567009,10327.56729711139,14827.72398431251,230147.72980603576,292860.5278595645,60798.97809373717,50333.79228424606,571852.7474064273,79185.50119363707,47471.557491392225,4012546.1063268823,200210.98708360767
2023-07-17 00:00:00+00:00,4157425.889542539,39077478.50863339,19614681.15018058,74179.31616000255,32327.951658421567,119323.26162241494,1142257.7518931234,13286.765757868328,6719.102636577004,35434.4296081146,4893756.176503758,35185.121075619405,2527394.408232239,1146282.874427924,1123749.6978327262,2740061.568283369,11348428.914961036,1083990.431238399,2881785.2647777637,235587.7963158376,152240.4147839238,1450119.8098038111,131737.39415699604,19001.66847324161,118543.40364043832,2212.525042349825,49503.249356922584,1389084.7340947215,917702.5206927268,229256.45711074537,77437.21026074172,3612448.390066911,13662.617176466883,271888.6187458301,15224087.240663726,413866.5055247049
2023-07-18 00:00:00+00:00,921516.2300959808,16789557.34309147,3283156.154172069,42567.7537032636,134333.2683819247,240334.15137567927,171247.6691056937,45848.10175617399,2261.825598388446,21024.49703175152,828174.0751230301,45927.93415339709,940155.50792676,1088141.7179234072,326146.56081170327,1382036.1527042594,4605615.8321498055,811874.8246053639,2549930.717532782,223707.01295160135,141456.7668449085,2833999.0730705727,151238.22900192955,74007.89121598554,86626.31762651181,28713.894826923148,40244.89019447895,460793.43092977314,1198784.3859212156,103782.39917290356,117057.89922023709,1350908.487760486,523.451527835473,325081.2969752934,18229039.695766103,206219.40405304305
2023-07-19 00:00:00+00:00,804246.9423640647,6275748.729997155,1818184.9184349016,39454.0471526092,80129.93484364166,130226.94074387042,108557.61490136768,51786.31026807182,81815.79537732311,881.78407164573,2693395.9222007464,17112.974130367624,658779.8046625329,3464762.1934038913,1299503.1804394857,867950.2951626494,3492503.361992903,801409.2023362399,1268019.0185466402,188843.5229373873,1666494.3363190703,5249800.882911022,86266.95464049446,17100.596300751076,83637.96737064578,1603.531039701961,9766.685921848391,572166.7512107955,11263981.28539787,64327.465088113095,219348.91122596667,527861.2354033353,1402.115385110224,42619.56132060907,5558462.078728996,199399.29534892223
2023-07-20 00:00:00+00:00,924049.3734549,3263344.101908752,4064638.602438761,37892.957309032696,36681.6355981115,180351.0898531809,1137800.0610150553,714802.8522905393,36165.28810073177,5607.06646348694,4380637.638392704,63460.52803017257,1595895.8806275264,19073195.1725517,840454.5692082054,739093.2688804175,6841660.803079332,1251494.8608243633,1385504.3092701228,168947.7062722506,989689.9982520306,7319569.581937672,112971.53474199338,16078.453951823403,80191.7422498233,9949.477000088496,22752.57700114311,201900.32629792683,3492446.7879588786,241602.12818637872,255092.7207660017,967654.1469418004,126732.4506837457,473939.4279890216,6839177.829759178,175568.6843020294
2023-07-21 00:00:00+00:00,132391.24131374378,1519256.4968387403,3106045.978103034,22647.29499555991,24599.750327520833,347508.3754273289,161493.72545387974,1799235.9745695728,0.0,5671.330615180878,19186390.074618775,28015.5827041765,1831860.8926123132,6462760.83880157,729420.8509971146,473366.0404504736,2644669.8132217904,304360.5605445145,1137051.9080437324,181208.78975460367,2683331.2790229777,16097248.409954458,270561.8174640348,63489.14594118773,52047.50824468591,2990.585505420183,19372.70191119067,142506.85202101953,4068562.4987600553,163522.9376602693,122965.06550283966,837709.2229536994,17462.719383848565,134324.9051718895,9708047.864108538,245585.21855172195
2023-07-22 00:00:00+00:00,72341.75278001808,845531.6978119322,2324247.6028596195,71725.95701499392,2620.98217527513,331533.1906510062,385968.2500475508,85088.14740493998,35560.30024934869,4018.716957736381,2332567.121754737,6892.306380981937,1049165.421006871,2927171.797079331,721958.6094984786,190326.32199673593,1165275.2471927796,246911.73604521985,2412336.0349624613,131968.76684006062,2912356.6461157114,7596292.939477128,551121.8592380235,6504.723034009592,77081.32123683787,2414.660483403698,32159.662097801327,404274.8392093244,361732.2650417576,152259.33083422072,11069.147899716034,138586.57090457968,21668.02489937901,195282.3599970695,3136280.3578517428,367392.7511906301
2023-07-23 00:00:00+00:00,272660.56063640554,787418.7777412956,719128.8071515041,14086.00245908134,15930.270831460555,209364.05673837403,110242.10575799,45002.91518255491,282667.51322671864,6092.567704348114,1411208.692922243,11568.521297204765,540201.1473275099,754001.9377463557,364440.8189324102,319604.2102685388,2904498.108529973,592396.7552408191,1031073.6278061375,130546.45462243944,80681.44823943116,3861533.7836174457,253160.56615969233,46713.383626967385,71223.89185518649,1899279.1175139633,17893.697341119714,251103.23650631588,450999.3791467973,18800.58362231628,47933.7538279579,122133.79068576694,41442.8973534776,59994.01880056486,4070547.581785326,73753.20686272795
2023-07-24 00:00:00+00:00,145079.8926613999,1700521.4955885315,2804436.318917029,30264.384650270626,18390.26762568365,140140.87806713593,96133.96453672292,121513.8660463259,340151.32416219445,13081.35901085765,1911133.854135319,14778.510707138052,940676.4086004936,2324311.406666077,658455.5572726978,2491465.315115067,2439940.9814549815,477383.85809437814,3936515.386980803,208147.60557466335,622108.0339026796,6807864.457621176,127201.30084764709,37055.75655635241,19907.7114470486,74022.38739379305,26532.07718865955,231129.36431604283,1379872.6535190472,155190.66755660286,159272.87421735143,330078.1285928306,904.925025359364,88384.99627132226,7346273.956808394,320799.1829614768
2023-07-25 00:00:00+00:00,99428.44816881846,666792.54378392,2773134.062577776,208930.2517008585,57242.10145003426,45244.49615122625,43858.66187341853,69043.51684678314,94655.55298531344,5453.826809341062,2270564.497499575,76513.57674684857,1017584.2155150076,1727786.1145073837,805899.8854974849,454591.448715021,20533490.886457045,434799.3950623688,2233637.261749898,32316.540636593592,1470407.3787354054,6190588.740391125,276293.31143174955,14917.816660592403,22572.03794326151,5190.758766826456,240.628285534525,196900.97941533275,827759.2247799593,79019.63593534629,61660.51037581702,394584.1945886023,59899.28885383453,14758.818844530246,2626144.6185192503,163457.42242766646
2023-07-26 00:00:00+00:00,159582.1844075086,311954.5784779915,4659513.849316431,130174.73261947528,11056.096883342638,46315.76910959105,104322.61523794486,32987.39486158416,54280.0634413148,17883.08509375972,853661.3649188875,95048.62235444592,334749.4779702952,1590433.7600694974,564121.3429902078,200931.9543757196,9632651.236104673,285934.9294282331,2493858.9980156375,200733.11851165356,1127021.5740480598,8764108.522792317,122472.45843343472,4039.626452345033,312285.9955731581,8590.877621640084,28058.26675155586,419150.1750339974,1246639.446569962,300081.95429721,48541.19406558793,92127.09459541232,42893.211519764074,38631.794518974995,3088572.271722282,491533.612349834
2023-07-27 00:00:00+00:00,285557.75927182403,473936.71371390595,2271039.3841283075,385150.7140353187,10374.166930130825,184865.10507223028,77657.15198450089,79943.54374619041,84989.83435617558,1271.132017249151,3941364.5981045375,19685.262915554868,894813.5987459895,1990968.0391399453,766383.3798562537,156697.47197051105,2170702.3969876026,279302.925741932,1608257.5350993404,202126.88143353263,671689.0640663026,12571982.508231563,150326.1993704277,36563.58924134168,131738.2953931401,20735.50735456502,36783.863065789825,446273.2434668518,513071.57873727795,174743.06825257285,65204.618784042534,455620.3462010324,9812.025471106865,269564.4918129504,3095781.6812797463,383812.73304499727
2023-07-28 00:00:00+00:00,162649.13141718105,200798.40270891585,2737232.017217387,33909.94513215073,7488.103347950194,205124.33462154624,128132.2948594082,25076.083408570932,10843.006042888715,223.404214835461,4790107.106259689,13540.914776933014,265149.03051298484,1723221.633699423,1144672.3904181789,127146.148177719,2514217.7822991866,898129.4735511111,543571.7307075437,246316.59075905493,162807.65267528576,10936133.331937987,63994.229315627636,112943.86776480908,7010.540391516947,11877.711676251702,6860.579390795976,223459.0115494724,695817.6523184899,152010.07071759322,181669.4015812356,241565.6606756687,23740.409276455175,1261208.4947409655,4416998.334190869,506086.3821692943
2023-07-29 00:00:00+00:00,28325.72487014295,658935.6138580086,1864209.5707466009,22392.90525428914,39128.19094804203,175612.5486673635,29881.032147579972,37378.99550799844,9197.914253613755,14148.766587209944,1825896.53049056,15724.631424506992,375501.21329492587,6537695.200386761,743774.3100634671,91922.82019306529,906023.40484767,520545.67640085967,917303.4433292772,101644.2799434119,397627.54381336545,9643041.22935405,186194.12132901224,47554.06119709293,93827.91729295214,8725.224390602021,9585.49369558833,126250.16247340036,1474522.5445736572,58931.255017543175,248074.7227356337,501468.2970033413,48173.98901077344,141495.60431845274,6240291.540923222,230962.96822374975
2023-07-30 00:00:00+00:00,466402.8820642913,641578.3426072412,3550501.9568552477,797592.2193091805,13965.862196643904,149339.6933427885,121422.39374836128,44809.11493052468,46427.56599206617,98666.07211989476,11265648.736696163,2997.455024482135,228987.9229777243,43796441.82253408,2926941.023192613,206680.19227218576,2764410.1451035147,439448.5776583504,1791813.7240710494,97635.1879563242,1181424.4201244018,6389639.659775233,173765.3247867898,11030.566374627637,75854.48725304105,4519.976114909069,10289.093052471908,70277.77067113985,203567.01249880207,132030.8771043311,35535.17958895626,1331639.2225109965,87527.49625099124,265382.89045802376,8722511.496981554,1216598.1486407605
2023-07-31 00:00:00+00:00,138441.673608533,500668.0653616284,19480470.926151976,324816.9095780483,41239.44877095312,532224.2018930267,360323.56308209663,79068.124710983,41188.011891352486,84662.4377897465,5337860.048141278,6181.813827503449,2144293.500191595,27112326.28684712,5088309.116454944,133669.1995008008,7003531.100176333,191253.29874766708,3601770.590010463,228745.08829421797,3611168.086428969,8930500.900075438,438246.09873683983,378134.3960151299,115553.12970286082,5963.446658412651,2054.728077118579,152917.92642781147,476345.46421539405,220397.4088349992,577703.5040677739,1305937.6887251334,1431.11631708707,179107.10962841928,14205229.163174002,759731.7917050585
2023-08-01 00:00:00+00:00,341762.4337955272,592417.6391183182,16938769.33185575,147837.805916605,26096.180324149977,322686.04510260705,219537.18546360935,117238.86015897537,119248.9658814486,27364.726897038356,21731617.114435297,96779.19738446613,4732767.180077828,24359646.331374347,9072554.08150014,514601.9505471648,6776470.198404298,264505.8067782423,4633512.801620827,346192.2116044386,4237837.979217661,9727637.480824703,46487.918791476,374258.8284353463,117976.54157495697,2684.122668801788,4428.171623484049,180506.30746347125,6061660.456515178,254763.57840053432,125331.46479849088,783090.4253450762,245.736191792723,41058.457921949266,12501345.835019598,467049.8049100012
2023-08-02 00:00:00+00:00,188372.06187650276,417426.5320387875,6022489.866071134,74381.368373333,941.458850659476,168226.194402728,160690.35549792115,49908.18589121716,53553.27702280623,25366.215355391905,7128172.2723109005,15302.89068305118,1077648.620040426,8235754.512556577,4624164.867614588,218008.9210624765,2595892.2310971105,243316.44783534,2708363.849129727,92111.14805300612,1630267.3439486152,11046317.104972884,123272.1158057173,224764.05517444617,398316.7285345189,152848.5441977891,2355.991548618101,421053.47346645145,1213408.6359099257,74321.86344377758,75378.48640626983,1204856.505405066,1581.342135366278,145370.56237240674,16431414.699640488,1349704.4652369956
